DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.848116364598481,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,6.3729619717657116,4.8494227005125365,4.832591281261933,2.9444389791664403,4.170703849622204
2.302585092994046,2.3829395168430967,4.850727332139201,4.706073154302333,2.9444389791664403,3.386595245929644
2.302585092994046,1.6097427670874536,4.852030263919617,4.572034614954003,2.9444389791664403,2.059892664092083
2.302585092994046,2.513184727767474,4.853331500277589,4.590320947425296,2.9444389791664403,6.160871377972177
2.302585092994046,3.713289938108926,4.854631045619675,3.995152412425259,2.9444389791664403,2.2009262193839043
2.302585092994046,2.4570433825631777,4.855928904335275,4.950323607891347,2.9444389791664403,3.55232437796443
2.302585092994046,4.632282188175898,4.857225080796721,5.02990679174301,2.9444389791664403,3.8012856385692113
2.302585092994046,4.2405473871529225,4.858519579359367,3.38187209720654,2.9444389791664403,2.901528657185496
2.302585092994046,2.259658107545217,4.859812404361672,5.2950477121599375,2.9444389791664403,4.2534307733021794
2.302585092994046,0.0,4.90527477843843,3.970963987577966,2.9444389791664403,6.278129425166431
2.302585092994046,3.3537075916358643,4.948759890378168,5.2041735960011195,2.9444389791664403,4.603120318805629
