DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,2.9370914776197856,4.820281565605037,3.5822353687159385,2.9444389791664403,3.930543054617108
2.302585092994046,3.8622951037787776,4.820281565605037,3.992617369271127,2.9444389791664403,5.537411151048309
2.302585092994046,4.329621501954959,4.820281565605037,4.118215066645066,2.9444389791664403,3.9288473283400873
2.302585092994046,4.4936213667057086,4.820281565605037,5.417002939692029,2.9444389791664403,3.922215554400559
2.302585092994046,2.721780670763371,4.825108606353353,4.970960655542774,2.9444389791664403,3.8090682459280716
2.302585092994046,2.7124994634483595,4.829912458665998,5.417469609923686,2.9444389791664403,3.754609054215849
2.302585092994046,3.504264412631841,4.8346933442663405,3.8825779417783144,2.9444389791664403,2.170044987602977
2.302585092994046,4.587329443148703,4.839451481712757,5.155880893058846,2.9444389791664403,2.781781527828067
2.302585092994046,5.105022030504815,4.844187086458591,5.488445576681798,2.9444389791664403,5.735802627369213
2.302585092994046,4.335781918147496,4.845498562056402,3.1804545170168868,2.9444389791664403,3.828470869488394
2.302585092994046,1.344877495348228,4.846808319938465,4.987531404651236,2.9444389791664403,5.384296402588228
2.302585092994046,3.1412518140219787,4.848116364598481,4.331812808814437,2.9444389791664403,3.230989922577603
2.302585092994046,5.31893438197264,4.8494227005125365,4.004392728889319,2.9444389791664403,1.8901637706912346
2.302585092994046,0.0840777166407003,4.850727332139201,4.844092470717302,2.9444389791664403,1.7769104910197298
2.302585092994046,4.018391545714657,4.852030263919617,5.400581339029243,2.9444389791664403,3.325348738135838
2.302585092994046,3.0973691616650116,4.853331500277589,4.461660703221361,2.9444389791664403,3.2770353580765
2.302585092994046,5.35644576737903,4.854631045619675,5.581425673481254,2.9444389791664403,7.803842926397598
2.302585092994046,1.6299729205140745,4.855928904335275,1.9862651125952047,2.9444389791664403,5.1610079057028
2.302585092994046,4.707924465771341,4.857225080796721,4.292642799261341,2.9444389791664403,3.595030953109519
2.302585092994046,3.825005362212715,4.858519579359367,3.2863983528816982,2.9444389791664403,4.264147838950336
2.302585092994046,4.737255452060519,4.859812404361672,6.151529992664856,2.9444389791664403,2.0249524062225817
2.302585092994046,1.9643849174819359,4.90527477843843,4.372014979544309,2.9444389791664403,4.386006667540839
2.302585092994046,0.0,4.948759890378168,4.514993444005991,2.9444389791664403,5.233960840014426
