S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,3.0127502344950057
2.0794415416798357,2.2913015658184444
2.0794415416798357,1.5936345830272323
2.0794415416798357,2.596924301055139
2.0794415416798357,0.0
2.0794415416798357,1.1288355239900978
2.0794415416798357,1.2457890883518683
2.0794415416798357,1.3674271188059046
2.0794415416798357,5.884373770664274
2.0794415416798357,2.061081043297845
2.0794415416798357,1.630225258021094
2.0794415416798357,5.700702118482441
2.0794415416798357,2.545463732636951
2.0794415416798357,1.2863954237835267
2.0794415416798357,2.1487598030498933
2.0794415416798357,0.9236205720936861
2.0794415416798357,1.5843428662699617
2.0794415416798357,4.071760465965072
2.0794415416798357,3.9383397129473767
2.1972245773362196,3.944216165677484
2.1972245773362196,2.348448601478252
2.1972245773362196,0.0
2.1972245773362196,5.227955132793085
