RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,6.863803391452954,5.996123387695626
3.1354942159291497,3.8277360516088126,1.791759469228055,1.2426433987767207,1.0986122886681098,0.9292030334363528,6.893656354602635,5.413506538228342
3.1354942159291497,3.82634871526642,1.791759469228055,2.00879765577091,1.0986122886681098,1.5612756811393398,6.904750769961838,3.2674885779546217
3.1354942159291497,2.8999891465266545,1.791759469228055,2.7238803676067107,1.0986122886681098,1.8474832397808163,6.907755278982137,5.508370052866613
3.1354942159291497,4.802483737207218,1.791759469228055,1.7071217237013876,1.0986122886681098,0.9659340813122266,6.926577033222725,8.264795048874625
3.258096538021482,4.230512522064433,1.791759469228055,1.0521872454892947,1.0986122886681098,1.8258712615705601,6.903747257584598,6.082724226725148
3.258096538021482,3.4953741213309386,2.772588722239781,1.10049340468431,1.3862943611198906,1.033197727733481,7.00397413672268,6.25012194220726
3.332204510175204,3.718250741718503,2.6390573296152584,2.1886559689491287,0.6931471805599453,0.061440657663543785,6.760414691083428,4.37713699159586
3.332204510175204,3.5481486061638563,2.6390573296152584,2.461841387465327,0.6931471805599453,3.198782826755898,6.7357800142423265,6.254859419116067
3.332204510175204,3.2957261248426173,2.6390573296152584,3.175408541760837,0.6931471805599453,2.014321504171973,6.734591659972948,7.442791371115865
3.332204510175204,3.2350974097670946,2.6390573296152584,2.5978539392637767,0.6931471805599453,2.2468337183185447,6.738152494595957,7.049175110224176
3.332204510175204,2.7583920944309934,2.6390573296152584,1.1538515852548086,0.6931471805599453,1.7449314329308208,6.7580945044277305,5.270400563843485
