,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
90,278217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,280192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,280438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,282044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,280482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505,257327.3376004505
96,,225967.57015365575,251835.4045133448,199378.55207713417,224860.3983995304,235454.54472093246,227776.78074722504,319297.6419919199,264774.32347989467,268575.9941199878,221941.03774964056,212588.8082253298,211626.41984525972,218468.2526966464,245285.16947216037,265351.2980594976,252608.68477151808,247623.4673332742,210156.24653250576,246389.55556244106,264787.3802454107,317516.27259524097,341804.1098769095,218548.58455288704,188561.64225585712,190496.55772333968,255684.62045660638,261316.6994388518,282721.9978982156,312162.3747134265,265448.61999774375,223364.253629699,264740.7149785549,273792.43075326027,258917.7180457703,305309.23741560965,239886.89872957033,195443.3459074506,270842.0839922303,252117.44458681165,241960.06643480706,285632.0375891893,230984.6884411654,256722.1441572062,271143.96917952877,209986.41956643766,258225.02199087554,253710.33174221247,311252.50491337694,307045.4498327949,261015.43423062123
97,,254918.13386660384,219996.64496788383,245367.4785291452,247406.68072361953,289690.7058733712,267765.5223897464,270073.74188166903,234211.82523154852,286939.73309148895,247494.5044879522,300930.04159931646,230568.43767723563,278578.7948674704,234812.26709404774,266104.39420303755,246737.88716746433,247616.05719671756,292471.45415405533,157548.08922379636,224230.20360399605,255168.3655832973,270255.86436795816,280280.5356987861,250151.07427416102,338977.1541489194,295922.95213104226,259828.60923387084,218192.0313708519,164014.29109367804,235065.5302434585,230187.0884194496,261537.5377723178,242703.68318325526,290474.02868377796,227848.72941295122,327329.0506702709,242119.84986190632,160503.9990860282,192080.69411604825,250427.0421713146,308184.0224207793,212741.85876103392,251115.27556842237,163592.81385494207,248009.04636784736,331081.11362418224,321426.96094366995,266982.10463420517,271362.0388027863,267119.51194225205
98,,206356.08044223758,199347.24546912764,156164.7710193493,239317.14056582624,212086.3500326586,202410.17591363695,271699.51410866197,285333.7577030963,242581.5538815805,228800.73587189004,265032.99007683503,231896.25782447742,242112.80045211656,240840.12750089532,213934.1875956715,265434.57072017516,283741.66338672716,287665.0811476228,191413.8878555011,287662.38299315685,304008.806175475,262250.4734783077,172743.21848787658,236727.82020993726,229955.8251674592,249129.75500566757,257214.1542421281,251535.55682137713,301578.52351410576,301764.53190904815,288969.62393516296,275579.4105100743,271361.48532686,289498.06178283517,238640.51248479864,220410.01733255165,253679.95997157626,305748.28462177137,322291.5975703809,252863.12229555362,302096.44424645824,263163.3829884404,217257.7062649736,231167.15059944981,165546.97735901971,268330.5917065176,285799.2792838551,250535.38259242196,290918.9135412401,311778.0239818122
99,,280273.983972387,281201.04893524724,206451.9818627661,295873.4642941545,316059.1290555089,234799.6993268408,293245.34474808455,184085.1731974394,284084.2905679681,229249.2355251466,277798.2527792069,208688.30464837915,203915.9679659756,214763.8617868182,201739.6452589701,335689.8344104672,228649.84117254187,281555.11464626703,294674.3482310178,261064.7017073551,255365.0620869105,215548.11791806048,217655.63361360566,241409.78065869914,296721.6714498192,315430.4795686198,216724.81036149242,184478.00853026225,217333.56660241974,246538.79358798426,254923.37308056763,312589.96899246774,321214.52634630265,229359.00024117558,256228.15817356712,222334.44229298958,243853.3853841026,278041.6531123528,225481.05896177053,311382.0652439189,237600.19439376137,234309.41197695717,222988.51482452115,292074.2455040097,210254.92802310374,277462.7526311768,290693.20942958124,224581.6149519702,203622.12797144573,257513.83277578646
