S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407
0.0,0.7405528234586463,4.248495242049359,4.12459461702994,4.1588830833596715,1.9970473353037346,1.3862943611198906,0.9359018986634267
0.0,1.1482107026921304,4.248495242049359,4.561353631648378,4.1588830833596715,2.8060177058547637,1.3862943611198906,1.2835876192962448
0.0,0.0,4.248495242049359,4.388517026757588,4.1588830833596715,2.375752236789509,1.3862943611198906,1.11389267947141
0.0,1.5287745303463915,4.248495242049359,3.691448684205271,4.1588830833596715,0.6397279339489419,1.3862943611198906,0.8517583718652166
0.0,0.6888309508428188,4.248495242049359,4.185272121680283,4.1588830833596715,2.7097789982949023,1.3862943611198906,1.283297354912795
0.0,1.0559635698171075,4.248495242049359,4.696236790491042,4.1588830833596715,2.8670464001688716,1.3862943611198906,1.0652235179374598
0.0,1.2572585606263202,4.248495242049359,3.9215297073275024,4.1588830833596715,1.003917633138665,1.3862943611198906,1.6383469547908804
0.0,0.7057036540622721,4.248495242049359,4.38965112866873,4.1588830833596715,1.4702999129167549,1.3862943611198906,2.159519425501287
0.0,1.2602250062984224,4.248495242049359,4.20550281640703,4.1588830833596715,3.4147326921488377,1.3862943611198906,1.4435998654209814
0.0,1.1130211328099024,4.248495242049359,4.179325776249885,4.1588830833596715,2.415748673508778,1.3862943611198906,1.0582210040881899
0.0,1.5080262012699195,4.248495242049359,3.79190974474888,4.1588830833596715,3.4623117890979156,1.3862943611198906,1.4972744791388908
