S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,0.3069112872939008,2.302585092994046,3.241050064686024,4.820281565605037,3.83611086170244,2.9444389791664403,3.3877411514127074
0.0,0.002913322224875947,2.302585092994046,3.733614517075025,4.820281565605037,5.335282410483879,2.9444389791664403,4.155785135884076
0.0,1.7677768219524665,2.302585092994046,5.436182182282472,4.820281565605037,3.7769776648912368,2.9444389791664403,4.083628910061778
0.0,0.7142619170118784,2.302585092994046,5.899962808328526,4.820281565605037,4.242571377154645,2.9444389791664403,6.270572646578081
0.0,3.0223829718165196,2.302585092994046,2.4130568571046678,4.825108606353353,4.94721751088038,2.9444389791664403,2.800730003839261
0.0,3.8387208198852085,2.302585092994046,0.6245340179239998,4.829912458665998,3.813143144496734,2.9444389791664403,4.853790581388033
0.0,0.6230293232471029,2.302585092994046,2.4421303155942047,4.8346933442663405,2.7709426863661273,2.9444389791664403,2.5745003084165905
0.0,0.0,2.302585092994046,4.259153890351473,4.839451481712757,3.3609344252042828,2.9444389791664403,3.9585860742461114
0.0,0.7418047439628612,2.302585092994046,1.1032404674063017,4.844187086458591,5.902553951807254,2.9444389791664403,3.49782944203947
0.0,0.32084178088825765,2.302585092994046,6.719681717291312,4.845498562056402,4.410996023356024,2.9444389791664403,6.823788208914139
0.0,1.3370796585304685,2.302585092994046,2.3209578822381483,4.846808319938465,4.0880582810707216,2.9444389791664403,3.2987409576268947
0.0,2.0958737675618972,2.302585092994046,2.304341074960587,4.848116364598481,4.331806840235028,2.9444389791664403,4.174717451399957
0.0,0.9423123089562886,2.302585092994046,2.962631322948148,4.8494227005125365,4.696042269798186,2.9444389791664403,3.4061191601597782
0.0,0.25456785957448014,2.302585092994046,2.23485665335646,4.850727332139201,4.241436827379711,2.9444389791664403,3.75217326155358
0.0,1.6512655046296842,2.302585092994046,1.8798371154604432,4.852030263919617,4.185668499445754,2.9444389791664403,3.7486958479261676
0.0,2.3436444087025903,2.302585092994046,4.101502228999733,4.853331500277589,4.057995085306958,2.9444389791664403,6.785419413219669
0.0,1.6665809240246514,2.302585092994046,1.8719612479358938,4.854631045619675,3.349119697705456,2.9444389791664403,4.976074263817573
0.0,1.8737966854060657,2.302585092994046,5.187950636921956,4.855928904335275,3.9130763448243506,2.9444389791664403,4.693088292097588
0.0,1.7321209094650418,2.302585092994046,4.294103990751873,4.857225080796721,3.7497582017387607,2.9444389791664403,1.501969169637793
0.0,1.1369499884479288,2.302585092994046,3.956381164770378,4.858519579359367,5.267460318967652,2.9444389791664403,4.199702583924151
0.0,0.0,2.302585092994046,3.4626883397387704,4.859812404361672,2.6512905813708647,2.9444389791664403,2.8991767960222314
0.0,1.5509036092712014,2.302585092994046,1.3936632637243151,4.90527477843843,4.450772286444494,2.9444389791664403,4.530184418974754
0.0,1.2719316092030564,2.302585092994046,2.2451082101578166,4.948759890378168,4.944811155562065,2.9444389791664403,1.5722729278339131
