Index,Lower,Upper,Predicted,Actual
342,19141.83,26821.07,22981.45,23042
343,19158.1,26855.13,23006.62,23047
344,19172.75,26890.81,23031.78,23057
345,19173.04,26915.73,23044.38,23077
346,19210.9,26995.84,23103.37,23236
347,19230.22,27061.74,23145.98,23199
348,19254.42,27129.34,23191.88,23185
349,19262.39,27171.71,23217.05,23135
350,19264.99,27212.87,23238.93,23173
351,19270.01,27258.18,23264.1,23173
352,19303.12,27366.87,23334.99,23175
353,17163.31,31408.8,24286.06,25387
354,17191.54,31430.91,24311.22,24744
355,17218.89,31453.89,24336.39,24746
356,17246.99,31494.68,24370.84,24746
357,17272.54,31519.47,24396.0,24751
358,17297.2,31545.13,24421.17,24845
359,16894.28,32314.57,24604.43,25095
360,16530.41,32302.96,24416.69,25101
361,16552.65,32331.05,24441.85,25090
362,16574.09,32359.95,24467.02,24382
363,16594.73,32389.63,24492.18,24384
364,16614.58,32420.12,24517.35,25124
365,16633.63,32451.39,24542.51,24748
366,16651.89,32483.46,24567.68,24788
367,16669.37,32516.31,24592.84,24544
368,16686.06,32549.96,24618.01,24549
369,16539.31,32808.12,24673.71,24569
370,16555.25,32842.51,24698.88,24569
371,16570.43,32877.66,24724.04,24570
372,16584.84,32913.57,24749.21,24570
373,16655.66,32934.56,24795.11,24570
374,16713.39,32968.64,24841.02,24620
375,16725.45,33006.91,24866.18,24620
376,16596.32,32984.87,24790.6,25297
377,16606.43,33025.09,24815.76,25030
378,16615.8,33066.05,24840.93,24950
379,16926.13,33324.77,25125.45,25639
380,16603.04,33515.26,25059.15,25590
381,16133.22,35160.12,25646.67,25752
382,16142.64,35201.02,25671.83,25748
383,14602.88,36449.86,25526.37,25746
384,15028.46,35984.18,25506.32,25043
385,15211.84,35892.61,25552.23,25048
386,15044.37,36068.93,25556.65,25172
387,15051.48,36112.16,25581.82,25540
388,15058.01,36155.95,25606.98,25630
389,14911.83,36324.26,25618.05,25370
390,14917.09,36369.33,25643.21,25380
391,14919.23,36436.09,25677.66,25502
392,14920.03,36504.18,25712.11,25504
393,14923.65,36550.89,25737.27,25568
394,14926.74,36598.13,25762.44,25578
395,14929.29,36645.91,25787.6,25672
396,14931.31,36694.22,25812.77,25252
397,14932.81,36743.05,25837.93,25252
398,14933.77,36792.42,25863.1,25262
399,14934.22,36842.3,25888.26,25252
400,14932.81,36887.47,25910.14,25255
401,14591.41,37565.02,26078.22,25790
402,14465.52,37709.51,26087.51,25800
403,14192.41,38173.68,26183.04,25842
404,14054.58,38422.92,26238.75,25772
405,13170.65,39723.69,26447.17,25535
406,13177.18,39767.49,26472.33,25985
407,13151.15,39676.77,26413.96,26624
408,13156.86,39721.4,26439.13,26617
409,12854.71,40196.04,26525.38,26652
410,12704.96,40457.21,26581.08,26667
411,12711.18,40501.31,26606.25,27207
412,13047.24,40422.14,26734.69,26972
413,13052.77,40466.94,26759.85,26967
414,12574.39,41569.15,27071.77,26904
415,12891.19,40607.15,26749.17,26895
416,12766.7,40603.63,26685.16,26910
417,13592.14,40261.95,26927.04,27525
418,13253.96,40341.46,26797.71,27530
419,13429.67,40307.54,26868.61,27570
420,13579.12,40249.9,26914.51,27595
421,13294.94,40706.57,27000.76,27635
422,13296.23,40755.62,27025.92,27645
423,13297.09,40805.08,27051.09,27648
424,13008.56,41266.12,27137.34,27800
425,13009.88,41315.12,27162.5,29240
426,13010.81,41364.53,27187.67,29330
427,13011.33,41414.34,27212.83,29340
