RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,4.041110994697146,3.044522437723423,4.71106869047194,2.70805020110221,3.252030700238072,4.31748811353631,4.186796899876487
4.454347296253507,5.996435478682242,3.044522437723423,3.324196829976263,2.70805020110221,6.482721522090117,4.330733340286331,4.080856659475125
4.51085950651685,5.286420304718466,3.091042453358316,0.1447901351041927,2.70805020110221,4.110692469713477,4.709530201312334,2.6360419490574905
4.672828834461906,5.108174091288374,3.1780538303479458,0.0,2.70805020110221,2.8474598184112874,4.736198448394496,7.168777783212635
4.672828834461906,3.390984411606569,3.1780538303479458,1.6892431100115655,2.70805020110221,1.7614278529003238,4.74493212836325,1.6496642038617035
4.6913478822291435,6.5280863155765445,3.258096538021482,3.130716535266719,2.70805020110221,2.0129351673023543,4.574710978503383,2.743097247086674
4.955827057601261,4.1486946185985065,3.258096538021482,3.0472744725764276,2.70805020110221,3.1715182019891754,3.970291913552122,3.188491595028559
4.969813299576001,4.8117642362819035,3.258096538021482,1.7893208284132203,2.70805020110221,3.7866251733350063,4.143134726391533,3.408729878837281
4.969813299576001,3.7558146445823875,3.258096538021482,3.868980028017093,2.70805020110221,5.4809076608336,4.127134385045092,2.9661581776048584
4.962844630259907,5.042342092184574,3.5553480614894135,4.6542444830929295,2.5649493574615367,2.7012778273264657,4.248495242049359,2.8756655277941103
4.962844630259907,5.920288185851025,3.5553480614894135,3.3483340956517393,2.5649493574615367,1.2011709772328552,4.23410650459726,3.0732088864171154
