RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,5.366992002657303,3.044522437723423,1.7540777669572554,2.70805020110221,0.7439402640892525,4.31748811353631,5.098944906913255
4.454347296253507,5.719042466063486,3.044522437723423,2.725189200517291,2.70805020110221,4.659256003361757,4.330733340286331,5.258695887834923
4.51085950651685,6.182423785584181,3.091042453358316,2.600625463914368,2.70805020110221,1.4740929697041356,4.709530201312334,1.9817065464195196
4.672828834461906,5.316958121434886,3.1780538303479458,3.9463919649108945,2.70805020110221,3.622707723428175,4.736198448394496,5.102296735871848
4.672828834461906,4.602290419494365,3.1780538303479458,0.9350583645212471,2.70805020110221,3.9209727649795836,4.74493212836325,3.5994893154235474
4.6913478822291435,5.96967625108895,3.258096538021482,4.194511879933852,2.70805020110221,2.567203012170471,4.574710978503383,3.601075792697353
4.955827057601261,5.38501530875393,3.258096538021482,2.2640657043682735,2.70805020110221,5.4541296778012605,3.970291913552122,0.6070242345691161
4.969813299576001,6.278214579385357,3.258096538021482,4.9282845894489045,2.70805020110221,4.536917736589348,4.143134726391533,3.157499935034858
4.969813299576001,4.924352708330273,3.258096538021482,4.52029350762772,2.70805020110221,4.2879544076933644,4.127134385045092,4.574270404547826
4.962844630259907,6.703581416962929,3.5553480614894135,5.3328037417636125,2.5649493574615367,2.295092863329933,4.248495242049359,2.870969390980438
4.962844630259907,7.585928923403657,3.5553480614894135,3.3807556775347303,2.5649493574615367,0.0,4.23410650459726,6.027988833951628
