S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
0.0,1.528042598680665,0.6931471805599453,0.9419256201061317
0.0,0.16574687281605338,0.6931471805599453,0.38763236658969524
0.0,0.5134557657338692,0.6931471805599453,0.7815497584602398
0.0,0.4190889649914966,0.6931471805599453,1.4157431064584158
0.0,2.944084359067263,0.6931471805599453,0.8996562786460189
0.0,0.0,0.6931471805599453,2.42963372473588
0.0,2.3653592243365718,0.6931471805599453,0.08338520869509713
0.0,2.2237520850654215,0.6931471805599453,0.9363169896530468
0.0,0.18486695915010265,0.6931471805599453,0.9902621422984696
0.0,0.9101767431184821,0.6931471805599453,0.0010125394603900384
0.0,0.063731187403534,0.6931471805599453,0.0
0.0,1.71905176657201,0.6931471805599453,1.1388723920222121
0.0,0.43025928759854515,0.6931471805599453,1.2003243093196698
0.0,1.6611033263526485,0.6931471805599453,0.6353670867920295
0.0,1.6380114059280266,0.6931471805599453,0.8882165251798362
0.0,0.0,0.6931471805599453,0.0761900607955025
0.0,2.281791822112266,0.6931471805599453,1.285971362916925
0.0,1.3580969843960935,0.6931471805599453,1.359635972947371
0.0,1.2049387686621185,0.6931471805599453,1.6417465151445039
0.0,1.8062415796945428,0.6931471805599453,0.5556840794910431
0.0,0.5671349185549045,0.6931471805599453,0.8474861801323667
0.0,2.7249882994973924,0.6931471805599453,1.3379714359273984
0.0,1.5161085334383892,0.6931471805599453,2.092755140926722
0.0,1.5589397009127763,0.0,0.5082695604519047
