S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
1.0986122886681098,0.747335632553444,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.0,0.0,0.18393647179709674
1.0986122886681098,1.3222198090460575,3.3262343431887,1.8313241579401522,0.0,0.0,0.0,0.0,0.0,0.16175388121257903
1.0986122886681098,0.5596624448853248,3.332204510175204,2.6220914778432514,0.0,0.0,0.0,8.096354516596614e-07,0.0,0.30306658985734636
1.0986122886681098,1.4551494017339275,3.332204510175204,1.028916381540193,0.0,0.0,0.0,0.0,0.0,0.09209351431697066
1.0986122886681098,0.4931689706005908,3.332204510175204,1.2456959335103048,0.0,0.0,0.0,0.0,0.0,0.0
1.0986122886681098,0.27901999466608357,3.332204510175204,1.3215043737042587,0.0,0.0,0.0,0.0,0.0,0.03320646946452993
1.0986122886681098,0.6410041420836091,3.332204510175204,2.8454629427223277,0.0,0.0,0.0,0.0,0.0,0.26848487462140724
1.0986122886681098,0.22296310826665944,3.332204510175204,1.8915709874646556,0.0,0.0,0.0,0.0,0.0,0.0
1.0986122886681098,0.6854495871960659,3.332204510175204,1.9252609452567075,0.0,0.0,0.0,0.0,0.0,0.1538954964996612
1.0986122886681098,1.0147247259728918,3.332204510175204,1.411415570252999,0.0,0.0,0.0,0.0,0.0,0.07018639341568428
1.0986122886681098,0.0,3.332204510175204,2.0590000287248302,0.0,0.0,0.0,0.0,0.0,0.014256214264622286
1.0986122886681098,0.46390106083847854,3.332204510175204,1.7067520667984166,0.0,0.0,0.0,0.0,0.0,0.36401896661294597
