S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.170483995038151,5.634506233527824,5.627621113690637,5.480459152123185,3.8066624897703196,4.348547832773054,4.465908118654584,4.783498160118609,5.8377304471659395,6.054502525136856
5.1647859739235145,5.085745864758466,5.634789603169249,5.585459675098462,3.784189633918261,3.929334079585052,4.454347296253507,5.676268236745076,5.857933154483459,7.1626271064784754
5.817111159963204,5.902880764751582,5.8944028342648505,5.440736995999201,4.430816798843313,4.965119883548125,4.663439094112067,4.8999144283834015,6.284134161070802,5.755166376334374
5.814130531825066,6.558037292839053,5.921578419643816,5.393713790346387,4.430816798843313,3.9135185709177214,4.663439094112067,4.5922944305074695,6.289715570908998,6.296250395504453
5.817111159963204,5.278034459559432,5.963579343618446,4.895463357126832,4.442651256490317,3.72536381983612,4.663439094112067,5.338815350423627,6.295266001439646,6.339479890762145
5.820082930352362,6.740660578163271,5.968707559985366,5.999159297932241,4.418840607796598,4.533172993707389,4.663439094112067,4.917189572676462,6.304448802421981,6.6188291887325565
5.823045895483019,6.010814073714205,5.968707559985366,6.076248967359268,4.406719247264253,3.6253592937833035,4.663439094112067,3.804569288628652,6.315358001522335,6.0121064881702635
5.811140992976701,5.427392658541871,5.983936280687191,4.949809618300172,4.382026634673881,4.285174042113272,4.663439094112067,5.63320315308285,6.311734809152915,5.733378423754845
5.811140992976701,6.042429155182335,5.726847747587197,5.687806578858492,4.356708826689592,4.352166797137254,4.663439094112067,4.512201934420961,6.2878585601617845,7.004384398276173
5.811140992976701,5.585708253736705,5.739792912179234,5.065769745551842,4.356708826689592,4.0440483476471885,4.663439094112067,4.362143299137712,6.289715570908998,5.88744543194732
5.808142489980444,6.142096695942904,5.726847747587197,5.760747641484752,4.356708826689592,3.4131413619513324,4.663439094112067,4.505779288933215,6.289715570908998,6.329572755011753
5.755742213586912,5.55806183023794,5.755742213586912,5.060745106671442,4.343805421853684,2.7873441850420466,4.672828834461906,4.678896080038955,6.293419278846481,5.630215152579947
