RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.156074832496742,3.044522437723423,3.697697263544742,2.70805020110221,3.461420735491537,4.31748811353631,4.495037878812216,1.3862943611198906,1.6954226165372368
4.454347296253507,6.041440769041532,3.044522437723423,4.406223886709436,2.70805020110221,4.516980905522885,4.31748811353631,3.8649979852455654,1.3862943611198906,1.182294955666637
4.454347296253507,6.564268654978832,3.044522437723423,3.7965057690631947,2.70805020110221,2.2260125649986486,4.330733340286331,4.425818216675879,1.3862943611198906,1.5566335314474657
4.51085950651685,5.408429713230284,3.091042453358316,4.015698484786924,2.70805020110221,3.4421957277073005,4.709530201312334,4.123496566251766,1.3862943611198906,1.581367969079997
4.672828834461906,5.739349114711737,3.1780538303479458,3.5922070813487323,2.70805020110221,4.289365887394018,4.736198448394496,4.323251053849968,1.3862943611198906,1.281775866436982
4.672828834461906,4.81359758208076,3.1780538303479458,3.1006244854851603,2.70805020110221,2.6826247626130884,4.74493212836325,4.79149295964008,1.3862943611198906,2.1300700597584
4.6913478822291435,5.087468696093213,3.258096538021482,3.1650677896284503,2.70805020110221,3.4215459245477664,4.574710978503383,4.422347424174951,1.3862943611198906,2.34661091425647
4.955827057601261,4.825961886149508,3.258096538021482,4.404528234670697,2.70805020110221,3.3847178224085233,3.970291913552122,4.88337220089702,1.3862943611198906,1.6498722947921447
4.969813299576001,5.805802643359145,3.258096538021482,3.2020595431030467,2.70805020110221,2.478562858519707,4.143134726391533,4.303580740925257,1.3862943611198906,1.8835754729721792
4.969813299576001,5.809355309967719,3.258096538021482,4.202999689510759,2.70805020110221,3.9728503083823155,4.127134385045092,4.712129372797588,1.3862943611198906,1.7410283304581209
4.962844630259907,3.1043472386264144,3.5553480614894135,4.442119401985696,2.5649493574615367,1.7991152475483618,4.248495242049359,4.209116661655358,1.3862943611198906,1.8531604610870889
4.962844630259907,5.470165882800237,3.5553480614894135,3.4304890652651445,2.5649493574615367,3.72636332109126,4.23410650459726,4.966629245893484,1.3862943611198906,1.9571036351195965
