S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
0.0,1.5915743540760907,0.6931471805599453,1.0867097726923818
0.0,3.593508847981393,0.6931471805599453,0.8675402121932886
0.0,0.8341962000844515,0.6931471805599453,1.2973531016137783
0.0,1.984086523499554,0.6931471805599453,1.0213136359442467
0.0,1.713188934699927,0.6931471805599453,1.137918065193021
0.0,0.7601742090131158,0.6931471805599453,1.270592864612622
0.0,0.7453503505213397,0.6931471805599453,1.0865322034151492
0.0,0.9452822098409013,0.6931471805599453,1.0821871336027207
0.0,1.094419674424095,0.6931471805599453,0.9023644440572898
0.0,1.9818403406537901,0.6931471805599453,1.5402028914426686
0.0,1.9635185575280216,0.6931471805599453,0.14629486923939483
0.0,1.8932449137938148,0.6931471805599453,0.9555861343090509
0.0,0.0,0.6931471805599453,1.1379687776524436
0.0,3.0896352372164624,0.6931471805599453,0.8216643744506154
0.0,0.9796650517588332,0.6931471805599453,1.534354032345806
0.0,2.152461164038578,0.6931471805599453,0.9469830164103681
0.0,2.2242864530029154,0.6931471805599453,1.2575536621462797
0.0,2.1929183455282812,0.6931471805599453,1.1592491410363972
0.0,1.397478258969209,0.6931471805599453,0.6899271889320739
0.0,1.9684666735080742,0.6931471805599453,1.0414888327507956
0.0,0.0,0.6931471805599453,1.1035249536671659
0.0,2.361403683788687,0.6931471805599453,0.869896905635229
0.0,0.8588481159822495,0.6931471805599453,1.289127601396581
0.0,2.800761317321537,0.0,1.3080736735610812
