RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,3.0136392691296203,1.791759469228055,1.130286068682542,1.0986122886681098,2.196798094220301,6.018593214496234,7.867397385352724
3.1354942159291497,3.113373424218036,1.791759469228055,1.6512777108406933,1.0986122886681098,2.1990985547712523,6.025865973825314,5.007826295915482
3.1354942159291497,4.1542041396572,1.791759469228055,2.259171676388285,1.0986122886681098,1.8744870647266576,6.028278520230698,4.093476089601197
3.1354942159291497,3.188952338024877,1.791759469228055,1.838200313574062,1.0986122886681098,1.523680968684456,6.018593214496234,5.5871608774197865
3.258096538021482,3.517698526860353,1.791759469228055,2.383485061231756,1.0986122886681098,0.8085546147583734,5.937536205082426,3.6391441766169303
3.258096538021482,4.363095194468267,2.772588722239781,2.085165728840094,1.3862943611198906,1.0830184751552765,6.016157159698354,5.167000320527399
3.332204510175204,3.2724487274773773,2.6390573296152584,1.8015701380829479,0.6931471805599453,2.098271589093039,5.713732805509369,6.955986542333166
3.332204510175204,3.89736178346,2.6390573296152584,1.8227216175830374,0.6931471805599453,0.9986332876759577,5.71042701737487,5.073331374940367
3.332204510175204,3.2260800402523997,2.6390573296152584,1.8132674539409779,0.6931471805599453,0.7482031662874502,5.683579767338681,5.975097904160347
3.332204510175204,3.2608260456678195,2.6390573296152584,2.1727046282268185,0.6931471805599453,2.3395334156369474,5.69035945432406,4.764461770186687
3.332204510175204,3.1402860762331573,2.6390573296152584,2.1306695988207855,0.6931471805599453,1.2223007316571886,5.697093486505405,5.2022357126579575
