RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,3.07617006443366,1.791759469228055,1.3549257496920235,1.0986122886681098,1.7589760962304846,6.018593214496234,6.288512258111126
3.1354942159291497,2.7819393517219257,1.791759469228055,0.939318084216401,1.0986122886681098,2.075849033761835,6.025865973825314,5.694485439962407
3.1354942159291497,3.414917468159103,1.791759469228055,2.433856967913204,1.0986122886681098,0.5528148692304602,6.028278520230698,4.223858734336893
3.1354942159291497,2.701813968146908,1.791759469228055,3.3682023909510965,1.0986122886681098,2.813811489864044,6.018593214496234,4.174369402175893
3.258096538021482,2.296337404801161,1.791759469228055,1.128538775791016,1.0986122886681098,2.9591643106434278,5.937536205082426,6.421013450512869
3.258096538021482,3.4300854748276635,2.772588722239781,1.0859116438030247,1.3862943611198906,1.5324983448277207,6.016157159698354,4.685961481163328
3.332204510175204,3.298485890384239,2.6390573296152584,1.164415665746161,0.6931471805599453,0.4232680389908352,5.713732805509369,5.038492007928712
3.332204510175204,3.4687620962540504,2.6390573296152584,3.1008099017788417,0.6931471805599453,1.1361121537509322,5.71042701737487,3.08852963819535
3.332204510175204,4.617116212973217,2.6390573296152584,2.1011804771707348,0.6931471805599453,1.5129279751482634,5.683579767338681,4.880490863774495
3.332204510175204,2.7574732367601524,2.6390573296152584,2.861171764759729,0.6931471805599453,0.5235516649300682,5.69035945432406,6.329182216408257
3.332204510175204,2.4415335000802716,2.6390573296152584,1.2977376423090448,0.6931471805599453,0.62169218130081,5.697093486505405,4.215743695996589
