RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.4722537343060408,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.19540867032597176,0.0,0.4868612816795675,0.0,0.0,0.4213499186481877,1.0768821954539654,0.0,1.0058199558520253,0.0,0.012556855264214066,0.04274154837727106,0.5869745837983702,0.0,0.7183966357592667,0.04274154837727106,0.6097395416915178
0.0,0.03444253864923537,0.0,1.0348563795943266,0.0,0.0,0.3863609267981219,1.5281954120001897,0.0,1.2056469577871112,0.0,0.08494754108837127,0.038548670117235125,0.46719833283180967,0.0,0.0,0.038548670117235125,1.4111251357162093
0.0,0.0,0.0,0.6843868914384672,0.0,0.19821358096446665,0.3501031787754985,2.3326183135340512,0.0,1.8791341587155745,0.0,0.0706724012974549,0.03433813758089155,1.2704582442894878,0.0,2.7665030065127385,0.03433813758089155,0.9658762958495337
0.0,0.04901413459096514,0.0,0.33800412437850136,0.0,0.0,0.3124811869859139,1.0750470528231464,0.0,1.8330683642490744,0.0,0.1622511348381795,0.03010980147137047,0.5875197859779995,0.0,1.636884852323059,0.03010980147137047,0.7801866669738933
0.0,0.0,0.0,0.2658522220229705,0.0,0.051333022685272664,0.27338826119463594,2.7262701846331554,0.0,0.9405463676651142,0.0,0.046186915347665336,0.025863510589919297,0.4524615208869799,0.0,0.0,0.025863510589919297,1.1347807324679564
0.0,0.2603203832528598,0.0,1.012806048134932,0.0,0.0,0.23270468455819335,0.5450508555840534,0.0,1.9420601367050745,0.0,0.20068769070577575,0.021599111803461798,1.0179437555246584,0.0,0.2282753291802398,0.021599111803461798,1.8678880245703502
0.0,0.0,0.0,0.47798132554399325,0.0,0.0,0.19029550263309924,3.2869723128805988,0.0,0.7310847649691224,0.0,0.3525507861428842,0.017316450011460875,0.2901671128897885,0.0,0.0,0.017316450011460875,0.504430351195029
0.0,0.4369276007407089,0.0,1.2312686554715104,0.0,0.3235702599934218,0.1460078224319825,1.6974442719963294,0.0,3.0495737977931103,0.0,0.0,0.0130153681120703,0.8139419780660259,0.0,0.8503291323392654,0.0130153681120703,1.5833811040885117
0.0,0.3522306678472117,0.0,0.0,0.0,0.0,0.09966748517328153,1.842732407097029,0.0,0.0,0.0,0.0,0.008695706967553821,1.147730454107057,0.0,0.29058067107319674,0.008695706967553821,0.5286326392282088
0.0,0.0,0.0,0.0,0.0,0.0,0.05107492993641579,1.4715745350310403,0.0,1.59442540814198,0.0,0.11398718135106131,0.00435730536895569,0.41695663998814525,0.0,1.357464981614255,0.00435730536895569,0.08065888700933077
0.0,0.27143366657749013,0.0,0.29104214181772203,0.0,0.0,0.0,2.5944056922428906,0.0,0.0,0.0,0.035374520600962384,0.0,1.1994683665983328,0.0,1.1731782020172736,0.0,0.43561167131691364
