,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
360,8094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,8097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,8319.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,8539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982
366,,3044.9997425582324,5840.943287655038,10901.053318904047,13287.74302603876,23865.2447980768,8724.897438672782,12838.733125976236,8146.294928303237,9881.33503351366,8723.074794997632,12897.690161178572,13348.049279961688,10674.838098273905,11427.110381866272,5131.847635932448,27655.848828828057,13859.473349134303,3148.32465154382,18261.957354645998,16320.842664343669,12408.277001493763,1630.1768631215425,15223.77042681279,22974.500115496652,12742.171024951613,12817.733955581944,17987.99078300356,9971.952954489094,16584.94177058697,24740.62465783529,21080.266691413963,21115.472374264296,13221.59515905617,22603.408955333114,11829.573814114325,8191.290699501031,11275.28929096532,23003.08325495568,5798.0721461210405,5877.380170642175,24384.00911434679,7044.097004458002,25798.47529280538,25060.27872045645,4078.759644458939,3533.636479889942,22177.302763284384,5575.871543967435,19545.61390093523,8166.087992745433
367,,19770.74665901132,18865.457218465704,4673.7157370306795,14694.189915014105,3237.8393054839667,15982.307736056557,11681.300405375514,19795.76498127849,8222.072934820624,17726.22175390888,6669.640459864675,188.82650391405832,14443.655431511595,11170.863851881826,16938.00560499537,6638.221868833799,14512.68084354852,10910.819446370811,21440.88225765686,12661.457234374664,16124.450418613953,14924.669136224455,25793.788523216637,15071.74613653038,18402.242007699137,15692.858696093997,15163.578795993773,15116.419880821339,21040.034159912386,16679.409321085233,3568.9174929466462,7351.522861678293,9738.462642782652,15329.55729776916,14347.682678437484,9473.512094589134,19114.998922182316,10967.60402674283,10250.634858963838,19246.999693665406,13160.402664855408,13227.941517650515,8312.830526596594,16013.71256626272,11879.087100461538,16292.394629798588,20325.710746869423,16606.091308736475,8292.26145741661,-1631.1393235705273
368,,15775.55685885036,5283.916020024733,5937.6388544098545,11753.61203098929,9665.685527294923,9980.600678615681,14162.452815527335,12024.942260225655,5685.836362000305,6439.403103552202,22908.22204710613,11081.02016291146,13466.18069698197,15235.420288984871,13017.250082645623,9043.205115458668,7806.84822907728,9166.669879658866,9344.250391216143,15104.805234000845,19701.213069881,19556.985330569056,13588.433542497209,21616.30689451984,12736.349011508073,9186.751603736164,4634.917141075718,18727.494229747816,5750.673025833862,14510.16662940278,14146.81972594883,17588.64907705781,23877.655941171186,250.47946890414676,19228.799767359837,12131.99197795875,12199.000359369973,25096.572557890446,22787.625637845613,2825.0644434891883,2332.5403150153866,12967.059953936512,16841.39347601451,14894.476590253424,8170.467562412453,12394.865026788113,13837.326173810676,12093.40592516136,8052.436065175256,14738.842780596662
369,,11720.105927579114,22482.982122986585,14226.57810552429,12396.90958672425,6575.7839734683375,4878.174163297441,18557.98121525279,13150.969590628772,18951.893192464853,10633.79459119062,4848.443227617037,5706.487207368429,2149.8890131237895,16044.120594545087,16536.736242246625,813.6552704642081,22611.900570998547,8272.009913405662,21384.771577408454,13192.179789369062,12663.885208171989,10811.709912413793,12962.914111209428,5503.952773248621,11158.992980694014,27023.569845137357,13272.308869353392,13557.292870410234,26082.80146018403,7984.707636188015,15606.96339869914,8826.621313926067,12027.735157408653,20610.473491101893,10014.472724515093,14707.786085422691,8828.022167645233,14219.187591550044,697.0416126596442,826.6289264486459,4833.195439608839,21625.4245960251,9684.533790613907,25902.46973606406,5904.248585262959,11805.358772820533,10459.943289517258,3297.780511769887,20193.79797705931,11174.76803051143
370,,17209.274427802236,5994.956294153278,21031.645840174104,13595.705086556867,3001.8073420728197,11053.752285158007,11413.426227479087,13604.622205512605,7673.516643224597,24495.799379020453,12349.390202232564,14567.040758861807,21842.354617103563,4580.45401280515,14525.460636911364,7420.400338833883,-370.3448458619348,10729.996497855183,10433.969457118563,15075.435184706072,-29.39272257144819,13585.437588074927,7413.360323488807,17886.961806415802,20743.58431948945,9320.762009107631,10547.686942489918,19407.002292126013,15391.000519660474,17498.596763237525,4682.826727177769,6816.368687567917,23051.257521737392,12189.585985479498,15442.687760520834,14012.29874165784,11596.212848661551,16438.087487146135,17129.572824321454,9349.29271836087,19432.884778060037,25515.630550188984,12456.169499827784,8743.404395236952,10948.573284936345,15195.288112892718,13661.905652383453,17480.929810263257,7927.380031712213,12841.967784880346
371,,14529.468222087136,13484.906971633349,6319.1059488540595,3217.2386070644093,15891.172291217144,14762.450921507543,9653.176617156216,9128.786820624364,8072.972646975286,15142.781836972896,18825.523674989094,16508.216231315673,14514.849103306913,19467.190117927585,18589.09780901376,10618.678092126464,19356.17138568101,16981.571245894207,12954.027238972085,15953.719142190861,7344.369519160902,20838.93456845722,11021.64227121744,3206.680619826276,17636.801755050736,16820.477423688368,3632.842673831962,13237.28743186897,15930.157726789806,19181.602086270625,21388.040778550585,-485.03507867403005,16647.89278337555,19357.458901849364,12586.534979732302,28351.653819989424,18184.59358216081,13302.454831413432,10865.045255575356,13595.183631427964,9277.504059075163,4109.494016429011,17534.803649610374,8459.417355599082,21677.33226442861,15082.33757278617,11454.849705671368,7253.211887746253,18967.388687317747,25237.080073588288
