RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,2.9069414066244503,3.1354942159291497,3.0617908259877304,0.0,0.8549144275926073,5.181783550292085,3.5270433628994406,3.044522437723423,1.4356860976569186,0.0,0.7549660376664229
3.367295829986474,3.138894178750975,3.1354942159291497,2.241555087642393,0.0,0.0,5.181783550292085,3.8068488352601846,3.044522437723423,3.437506894887392,0.0,0.0
3.367295829986474,3.870598607644008,3.1354942159291497,2.3929206060642607,0.0,0.8863882249509452,5.181783550292085,0.10136778224115828,3.044522437723423,2.3737341721681195,0.0,1.4898007079946947
3.367295829986474,3.2736335858498253,3.1354942159291497,3.5328551381210103,0.0,0.8190802281426621,5.181783550292085,4.3434752038760225,3.044522437723423,3.0317038583431777,0.0,1.7225900033330714
3.367295829986474,3.662356084805886,3.1354942159291497,2.448758187409068,0.0,0.0,5.181783550292085,3.5903580352939666,3.044522437723423,2.4816748610701205,0.0,1.5201459784192528
3.367295829986474,3.55569945585662,3.1354942159291497,1.999238772592867,0.0,2.081154273495563,5.181783550292085,4.727388646972527,3.044522437723423,1.5076368172312582,0.0,0.0
3.367295829986474,3.413464471296068,3.1354942159291497,1.6523690037331067,0.0,0.7598074200945739,5.181783550292085,5.2949655581693325,3.044522437723423,2.520215083436764,0.0,2.019474467181051
3.367295829986474,2.7593348081087354,3.1354942159291497,2.4767082308391166,0.0,1.6640005489551868,5.181783550292085,4.084327179851518,3.044522437723423,1.3213118463369349,0.0,0.5917511936494774
3.367295829986474,3.7665785154994373,3.1354942159291497,3.1203158221437457,0.0,2.0910665706732274,5.181783550292085,2.1353861611629807,3.044522437723423,3.006826600378396,0.0,1.4393257610596715
3.367295829986474,3.1874880529632392,3.1354942159291497,2.6040668209744218,0.0,1.304802543684656,5.181783550292085,5.827238653572124,3.044522437723423,2.662309353416549,0.0,3.1048390952414495
3.367295829986474,3.704197692591658,3.1354942159291497,3.0482468369140823,0.0,0.02713839069751578,5.181783550292085,3.9532301925486744,3.044522437723423,3.0159818560707263,0.0,5.241483013529926
