,Actual_last_5_vals,Mean_Simulation,Simulated_10,Simulated_11,Simulated_14,Simulated_25,Simulated_27,Simulated_41,Simulated_33,Simulated_31,Simulated_36,Simulated_9,Simulated_29,Simulated_23,Simulated_12,Simulated_0,Simulated_5,Simulated_6,Simulated_17,Simulated_47,Simulated_13,Simulated_15,Simulated_16,Simulated_38,Simulated_37,Simulated_30,Simulated_18,Simulated_28,Simulated_35,Simulated_49,Simulated_1,Simulated_32,Simulated_21,Simulated_46,Simulated_8,Simulated_20,Simulated_24,Simulated_2,Simulated_48,Simulated_40,Simulated_19,Simulated_22,Simulated_45,Simulated_39,Simulated_42,Simulated_7,Simulated_34,Simulated_3,Simulated_4,Simulated_44,Simulated_43,Simulated_26
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71
6,,45945.4,45678.98,46789.06,45765.15,47913.41,50393.95,43457.76,46948.6,44165.86,47559.71,45841.19,43402.58,48386.04,45964.87,49539.95,43656.91,47481.68,47310.6,45142.18,48770.9,40462.72,50069.93,51124.28,39676.72,44600.91,45215.38,44091.58,46695.07,42608.99,50713.1,47363.93,40655.04,44229.66,48328.65,41236.7,49320.22,42226.29,50495.06,39462.92,44753.06,39115.39,48388.7,49748.67,49311.22,50424.89,39911.19,50145.86,36871.49,52059.96,40461.39,53331.4
7,,45627.48,44023.04,41287.68,45841.75,44048.9,45416.57,45878.42,46096.43,43281.05,44573.57,47000.45,43032.26,47125.99,43856.57,46270.02,47847.05,53008.62,43690.7,45215.57,45700.57,47633.49,44492.98,44558.94,45707.94,50774.09,40559.55,42824.62,53181.28,39359.66,46564.98,48500.47,44371.21,43599.85,51681.91,43366.07,49928.0,44802.22,41983.7,50449.24,49781.18,45250.2,41943.91,45015.75,49180.42,52636.34,43707.09,44995.95,40968.08,42007.79,38002.89,50348.78
8,,45909.13,44624.55,44938.64,47526.87,49111.61,44338.56,43223.56,48134.78,41349.91,44027.07,42255.65,43593.07,48843.33,43691.42,43835.87,43412.33,44138.76,48350.21,50442.91,40711.15,49742.33,41703.63,46914.73,51969.78,47713.22,47778.88,39699.24,46182.54,46687.44,48404.94,44382.0,40462.95,37760.95,46683.75,39107.48,52610.54,43338.33,47277.31,46830.12,53691.24,48324.77,49381.69,50368.08,39112.24,47990.62,53304.11,44109.02,41870.97,50215.48,44444.09,50843.94
9,,46058.6,42659.81,47009.99,47757.15,46317.45,44834.26,46417.86,43043.88,45357.31,46258.37,44329.31,48579.03,43666.95,40876.06,43183.11,42481.78,47656.54,53243.6,46712.93,50910.52,44896.96,43647.5,40154.49,45220.45,51642.01,43808.6,43348.99,50090.66,42818.49,40378.91,55563.23,45357.55,45842.94,48450.04,43878.48,47734.88,44615.36,42606.69,49648.31,47344.59,52427.6,50800.02,50341.45,50546.32,44796.0,44158.06,38177.54,46477.08,50932.43,41051.43,44877.11
10,,46531.04,46451.75,45760.88,42207.77,44927.31,44996.9,43214.06,43299.41,45673.31,52191.62,50538.28,45152.75,48794.46,49190.67,43602.86,44793.73,46932.98,46816.09,53483.99,46020.35,45442.76,44779.41,45948.57,47122.41,46780.32,50745.85,45826.64,48869.93,47905.41,47701.63,46344.52,43492.81,50400.81,42134.03,46581.68,46535.77,38699.24,43047.98,45686.56,43700.94,47843.27,42669.04,40770.66,47631.96,41696.5,49088.85,51997.51,48743.32,48729.13,51480.87,54104.34
11,MAE,,1105.59,1312.58,1339.01,1435.28,1498.08,1516.73,1657.36,1707.37,1735.11,1811.2,1892.14,1921.4,1975.04,2019.0,2053.16,2114.61,2202.18,2226.03,2243.2,2261.97,2271.21,2289.93,2306.55,2354.65,2355.42,2380.1,2491.31,2499.5,2508.55,2584.97,2622.02,2662.83,2666.79,2667.09,2676.29,2731.7,2749.43,2776.57,2874.04,2884.03,3033.81,3152.86,3217.38,3277.83,3301.32,3329.94,3400.37,3518.75,4088.44,4299.48
