S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,1.367494266084376,0.0,0.8134521681143003,0.6931471805599453,0.15039963088321295,3.3262343431887,2.045755668833922,0.0,0.0,0.0,0.0,0.6061358035703155,0.7571882676430337
1.0986122886681098,1.0159001466041848,0.0,1.351009281200092,0.6931471805599453,0.0,3.332204510175204,1.8763708805976016,0.0,0.0,0.0,0.1877802860975981,0.6931471805599453,1.2207833380136313
1.0986122886681098,0.9242516327686294,0.0,1.211348118845254,0.6931471805599453,1.3343556191763195,3.332204510175204,2.044153500446697,0.0,0.0,0.0,0.0,0.6359887667199967,1.051813332210851
1.0986122886681098,1.1028375217989403,0.0,2.277216056112613,0.6931471805599453,1.5727424075554244,3.332204510175204,0.7496860356823165,0.0,0.0,0.0,0.6083732806579678,0.5753641449035619,1.7409543332392725
1.0986122886681098,1.085460375017694,0.0,2.492079345692907,0.6931471805599453,0.46936886495148084,3.332204510175204,1.4561025476199547,0.0,0.0,0.0,0.019505417890292198,0.5108256237659907,1.5477872636617578
1.0986122886681098,0.37389995165956813,0.0,2.4960470548215863,0.6931471805599453,0.29745714781668975,3.332204510175204,1.7939742011845667,0.0,0.0,0.0,0.08168057587980627,0.44183275227903923,0.7655352011566912
1.0986122886681098,0.6690139914275216,0.0,2.4197060612067185,0.6931471805599453,0.7310473622571818,3.332204510175204,1.4115600067167706,0.0,0.0,0.0,0.010143688502719544,0.36772478012531734,1.4323250725413943
1.0986122886681098,0.8944008738070217,0.0,3.205956714579256,0.6931471805599453,0.24608540595337725,3.332204510175204,0.8329242223091573,0.0,0.0,0.0,0.5639210601171112,0.2876820724517809,1.2302491058475282
1.0986122886681098,0.9851132722834692,0.0,1.9439429622053088,0.6931471805599453,1.398409829311149,3.332204510175204,1.64650967029514,0.0,0.0,0.0,0.04301122435602209,0.20067069546215122,1.276771499355877
1.0986122886681098,1.0638067730541907,0.0,2.26032584930527,0.6931471805599453,0.8167812257660633,3.332204510175204,0.6776454332836841,0.0,0.0,0.0,0.18960306223494436,0.1053605156578263,0.6961330529804761
1.0986122886681098,0.9496119859013258,0.0,0.8094039813969501,0.6931471805599453,0.7333821753417067,3.332204510175204,1.195107126134886,0.0,0.0,0.0,0.17410419517556147,0.0,1.0681969354403285
