,Actual_last_5_vals,Mean_Simulation,Simulated_14,Simulated_17,Simulated_28,Simulated_27,Simulated_22,Simulated_2,Simulated_8,Simulated_26,Simulated_29,Simulated_7,Simulated_16,Simulated_3,Simulated_23,Simulated_1,Simulated_19,Simulated_10,Simulated_25,Simulated_11,Simulated_6,Simulated_15,Simulated_18,Simulated_12,Simulated_21,Simulated_20,Simulated_13,Simulated_5,Simulated_4,Simulated_9,Simulated_0,Simulated_24
0,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,77176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,78669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,81155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21,79757.21
6,,81747.99,87028.7,82915.67,73618.96,82212.63,62849.76,82939.95,57671.41,77847.7,83021.61,71926.99,50292.18,95050.74,84422.97,71798.54,75486.79,81613.52,55326.77,95587.39,84549.18,86852.28,96812.17,111288.75,93961.53,72357.27,102833.43,104980.27,59050.81,99966.9,93767.48,74407.21
7,,80554.06,78320.72,79439.33,79388.84,80144.96,59285.1,83805.88,89795.95,88587.58,64923.85,63213.25,102021.02,62429.81,70111.23,93168.72,89561.95,75470.37,74309.71,92263.81,70739.39,67571.86,80602.4,95964.93,65452.13,51121.2,56082.16,94890.49,108160.18,110827.43,58628.18,130339.26
8,,81848.48,79482.87,82867.2,83248.15,82600.14,84921.46,83041.86,66858.85,64928.75,101273.02,59972.41,63255.22,89603.45,90449.11,79957.32,98946.48,70040.14,110131.25,101071.15,89721.17,88929.56,100181.35,58296.36,62689.76,70289.16,99199.8,69464.48,72792.65,102776.52,77328.03,71136.74
9,,80665.98,95197.27,63850.73,58429.73,99775.54,67986.41,73247.79,92210.47,82710.55,82279.2,81045.21,78144.97,63973.33,100429.25,106231.01,76911.54,79381.74,74802.22,74367.66,92983.28,68836.72,32591.61,115882.04,99717.15,84917.96,68452.26,95089.7,89001.65,70410.52,103815.56,47306.37
10,,78323.57,70978.97,68699.89,86072.23,71350.64,64206.47,69235.74,78848.46,65719.72,111391.01,65486.57,86565.69,96376.35,61494.45,88422.9,91999.45,63005.21,83625.23,62559.21,93494.47,81081.63,88301.67,55111.81,65603.6,82475.32,57836.89,95848.47,92767.35,70089.4,66990.64,114067.76
11,,77115.25,84594.57,78390.84,82903.17,68857.39,56598.23,63666.66,81180.68,92090.13,70642.73,74911.87,75481.87,102888.36,71692.88,62755.97,74304.9,66163.9,77568.56,90642.75,84711.49,60891.33,66390.18,94656.27,87177.77,67560.07,85188.36,69063.84,63367.45,72438.41,94327.26,92349.69
12,,84415.03,72803.48,89142.04,91977.53,97835.78,82596.33,78069.44,62372.57,70856.19,83784.58,101111.07,86839.39,93847.53,95939.56,91070.27,65358.1,60276.25,88742.97,101126.02,96026.06,73981.01,77654.14,79420.74,76172.07,91841.07,58905.63,95639.54,68446.31,71317.64,120258.94,109038.67
13,,80892.79,64179.16,89625.13,77158.8,76679.94,67822.74,81391.45,66317.09,78739.14,89150.14,72717.53,76713.98,87150.78,67822.31,95718.72,88253.65,62392.09,70306.33,62078.87,88948.03,100134.5,84588.13,85957.92,109191.68,110281.69,100766.42,79521.16,91481.12,58445.23,45793.02,97457.08
14,,82771.93,84262.08,91702.35,74072.59,77597.54,91542.72,63715.99,66811.99,69775.06,57208.14,101814.4,65125.58,46698.4,102309.25,88529.25,98558.6,92763.18,94856.14,83474.6,48796.68,93635.06,75873.5,75461.02,47672.66,74450.67,91911.3,105049.57,115756.54,92613.35,105912.51,105207.19
