S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,0.9118363815247748,0.25241187134073034,0.0,0.18529177914319295,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.226347008826348,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.9319071877032803,0.9207253289420207,0.604122197265641,0.0,0.09818980375113905,0.0,1.4860753592512732,1.9459101490553132,2.913306787497069,4.2273202449129,4.308414169197867,1.0986122886681098,1.0457764410373667,1.6094379124341003,1.4697157805906789,1.0986122886681098,1.0986067502337065,0.0,1.28970547082152
1.6094379124341003,1.6752342427965496,0.9295359586241757,0.22954855238439825,0.0,0.0,0.0,1.619900653338575,1.9459101490553132,2.295783382104142,4.22829253473184,5.749107381939379,1.0986122886681098,1.177142820993767,1.6094379124341003,1.7137440514132924,1.0986122886681098,1.0986073666653133,0.0,0.0
1.6094379124341003,1.583334064877006,0.9382696385929303,1.0179559229093145,0.0,0.0,0.0,1.6855914188607164,1.9459101490553132,2.195716083541201,4.229263880121471,4.68214465064018,1.0986122886681098,1.3890458530656349,1.6094379124341003,1.5025466568757018,1.0986122886681098,1.0986045432710558,0.0,0.2690400879781778
1.6094379124341003,1.486489095943629,0.946927701336045,0.0,0.0,0.0,0.0,2.0273297127040655,1.9459101490553132,1.8754112009813881,4.23023428291475,1.781399669492852,1.0986122886681098,0.9588467277731686,1.6094379124341003,1.5595914233974877,1.0986122886681098,1.0986091168873742,0.0,0.9553814862379552
1.6094379124341003,1.7831186999392292,0.9555114450274363,0.0,0.0,0.1754912645381662,0.0,1.5190958771874126,1.9459101490553132,3.171317310005474,4.231203744939298,3.7410540631682103,1.0986122886681098,1.054261768727517,1.6094379124341003,1.5839429295293848,1.0986122886681098,1.0986085231114633,0.0,0.9186063861235509
1.6094379124341003,1.5341025438760738,0.964022134695345,0.5432760099522984,0.0,0.0,0.0,0.6555752746451303,1.9459101490553132,3.1614378719328915,4.232172268017428,4.0904453435404164,1.0986122886681098,0.8067770348107806,1.6094379124341003,1.5237916351550314,1.0986122886681098,1.0986002710986904,0.0,0.0
1.6094379124341003,1.5214643810480617,0.9724610033412096,0.5949174189864861,0.0,0.0,0.0,0.6218310503237638,1.9459101490553132,2.833414058983461,4.233139853966164,2.348679972074976,1.0986122886681098,1.1640790777828496,1.6094379124341003,1.547360452184559,1.0986122886681098,1.098606118882005,0.0,0.0
1.6094379124341003,1.3408230750722303,0.9808292530117263,0.0,0.0,0.0,0.0,0.0883284128494286,1.9459101490553132,2.3491074618313634,4.23410650459726,4.3225653951400975,1.0986122886681098,0.7358928851559011,1.6094379124341003,1.6843494230434577,1.0986122886681098,1.098605349050461,0.0,0.3118943157613033
1.6094379124341003,1.7079694992773953,0.9891280558264214,0.33091907523437775,0.0,0.14124689392535383,0.0,1.63313058021971,1.9459101490553132,2.8915464162361237,4.2350722217172185,3.969307118636319,1.0986122886681098,0.7616276163896404,1.6094379124341003,1.5744293720814575,1.0986122886681098,1.0986107912099592,0.0,0.41807938150127083
