RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,5.051298318492695,1.791759469228055,1.5969902382087358,1.0986122886681098,1.3322223787507115,6.018593214496234,6.183955929680141,6.893656354602635,6.937429909635886
3.1354942159291497,2.89410274889119,1.791759469228055,3.200412459087249,1.0986122886681098,1.663418385795266,6.025865973825314,4.045897250629247,6.904750769961838,5.969621374663119
3.1354942159291497,3.3047135703148403,1.791759469228055,1.8239732832001807,1.0986122886681098,1.0757961693849445,6.028278520230698,5.103272206048258,6.907755278982137,5.6479649442657145
3.1354942159291497,4.809992803024131,1.791759469228055,2.0466612239671713,1.0986122886681098,2.809794184385402,6.018593214496234,5.827243670363648,6.926577033222725,6.185382341506683
3.258096538021482,4.554915636583455,1.791759469228055,1.4319683309509856,1.0986122886681098,1.1454117002064967,5.937536205082426,2.586259199297,6.903747257584598,6.381852042958574
3.258096538021482,4.584795721266735,2.772588722239781,2.5417531261445903,1.3862943611198906,2.314225608446873,6.016157159698354,4.237627740657657,7.00397413672268,5.391428200134483
3.332204510175204,3.510227285188653,2.6390573296152584,1.2223930892946755,0.6931471805599453,0.6276071087254937,5.713732805509369,6.114003354097269,6.760414691083428,6.289413396826702
3.332204510175204,4.697077722197066,2.6390573296152584,2.714168996868943,0.6931471805599453,1.1982215246243264,5.71042701737487,5.611998658978869,6.7357800142423265,5.068290194210262
3.332204510175204,3.038940320161581,2.6390573296152584,2.4859018592248647,0.6931471805599453,1.5332568701901512,5.683579767338681,5.046300321439327,6.734591659972948,6.37172529154139
3.332204510175204,4.835350044332369,2.6390573296152584,1.1332013904270906,0.6931471805599453,2.3004020538826397,5.69035945432406,3.972271144344952,6.738152494595957,6.531992033414215
3.332204510175204,3.6218108045926214,2.6390573296152584,2.3181411444450033,0.6931471805599453,2.4930971895915386,5.697093486505405,4.303953550797578,6.7580945044277305,6.055305780213489
