S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.231792923176292,5.194460844659627,2.302585092994046,2.427345894429739,3.713572066704308,3.595057177045192,4.634728988229636,4.358025076129445,2.5649493574615367,2.5986783502196977,4.143134726391533,4.109089806957299,3.912023005428146,4.123671636980064,1.8458266904983307,2.6344328271877484
6.231137400373402,4.578782061499834,2.302585092994046,2.0886475935503928,3.713572066704308,3.60965960985904,4.634728988229636,4.64962666313844,2.5649493574615367,2.5982170507447186,4.143134726391533,4.1879903884503875,3.912023005428146,4.14994872476875,1.8971199848858813,2.6497497855340613
6.230481447578482,5.629055550873625,2.302585092994046,2.5667158032661295,3.713572066704308,3.677047530113881,4.634728988229636,4.100964901506502,2.5649493574615367,2.5974618423402425,4.143134726391533,4.102316632603196,3.912023005428146,3.8360380548628186,1.9459101490553132,2.9502592237179983
6.230700146321836,4.8615665097853995,2.302585092994046,2.2277715931885025,3.713572066704308,3.5134293003559165,4.634728988229636,3.6705347083133373,2.5649493574615367,2.599094202034077,4.143134726391533,4.08459687459219,3.912023005428146,3.9328664961321054,1.9459101490553132,3.4080737866120416
6.230918797246507,5.870926046493728,2.302585092994046,2.7686520748076653,3.713572066704308,3.605188241565401,4.634728988229636,4.50500145928529,2.5649493574615367,2.692501358045937,4.143134726391533,4.1450225766469275,3.912023005428146,4.056180436111993,1.9459101490553132,1.6035590604463101
6.231137400373402,5.098854952607814,2.302585092994046,2.563295855985166,3.713572066704308,3.5913207894279227,4.634728988229636,4.225897915259095,2.5649493574615367,2.5452830030248648,4.143134726391533,4.104094289935157,3.912023005428146,3.9800258916326685,1.9459101490553132,3.6851143718124257
6.231355955723415,5.764788778294127,2.302585092994046,1.6544136140343175,3.713572066704308,3.6195663979506625,4.634728988229636,4.327404570423749,2.5649493574615367,2.630373128631188,4.143134726391533,4.118530895560703,3.912023005428146,4.119838999209449,1.9459101490553132,3.3518457696159802
6.231574463317423,4.696586688837895,2.302585092994046,1.4753230600687985,3.713572066704308,3.5584518418157853,4.634728988229636,3.9295949961205787,2.5649493574615367,2.6608150763220078,4.143134726391533,4.060496248578728,3.912023005428146,4.089080586795336,1.9459101490553132,3.3224033920327343
6.231792923176292,5.7972374051881825,2.302585092994046,2.452877779499378,3.713572066704308,3.651827168310348,4.634728988229636,4.100096195593695,2.5649493574615367,2.605087960390873,4.143134726391533,4.116148236648625,3.912023005428146,4.083802990039939,1.9459101490553132,1.0582968432778026
6.232011335320876,4.949581486581029,2.302585092994046,2.774513287939701,3.713572066704308,3.647491288740147,4.634728988229636,4.466455063291929,2.5649493574615367,2.571230437181461,4.143134726391533,4.064532896066204,3.912023005428146,4.071444633437359,1.9459101490553132,2.2964101452390633
6.232229699772011,4.465399549982332,2.302585092994046,2.679046766310614,3.713572066704308,3.621545520673634,4.634728988229636,3.9348755270568447,2.5649493574615367,2.6355180764264925,4.143134726391533,4.155142388569616,3.912023005428146,4.216508282853857,1.9459101490553132,3.0931182178563197
6.2324480165505225,5.229382878579008,2.302585092994046,2.896548532760546,3.713572066704308,3.6111981661882697,4.634728988229636,4.397425261706829,2.5649493574615367,2.5937181403706906,4.143134726391533,4.0834839088457455,3.912023005428146,4.213019971670248,1.9459101490553132,2.4327904986189237
