S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.4680601411351315,5.315746943612542,3.1354942159291497,3.5351683455796343,2.3978952727983707,2.3448650609869333,0.6931471805599453,2.6336389706392938,4.962844630259907,4.510972925856334,3.7376696182833684,3.8233103768142858,3.091042453358316,2.431549945789797,3.258096538021482,2.7244619324435924,3.5553480614894135,3.4205118984428196
5.4680601411351315,4.863422013579984,3.1354942159291497,3.759717816921337,2.3978952727983707,1.926193761276751,0.6931471805599453,3.1319297659961975,4.962844630259907,3.8739610429490403,3.7376696182833684,1.968247433759376,3.091042453358316,2.4144971890109432,3.258096538021482,0.7437406562514699,3.5553480614894135,3.2233877209694364
5.4680601411351315,6.38083805810708,3.1354942159291497,3.551482915350982,2.3978952727983707,2.5345895953320867,0.6931471805599453,3.7471363822728687,4.962844630259907,4.951059200905571,3.7376696182833684,4.474429725364207,3.091042453358316,2.036186632200935,3.258096538021482,2.846254548911537,3.5553480614894135,3.246522021720018
5.4680601411351315,4.686657941504179,3.1354942159291497,3.629683942402863,2.3978952727983707,3.0271538926794292,0.6931471805599453,4.929603560678501,4.962844630259907,3.5063958327937437,3.7376696182833684,2.238592412084041,3.091042453358316,3.1401061228469813,3.258096538021482,3.052185287018429,3.5553480614894135,3.0951897757311957
5.4680601411351315,4.901025173270294,3.1354942159291497,3.9373383735125644,2.3978952727983707,1.8955653889102542,0.6931471805599453,1.043937256445116,4.955827057601261,5.062808275905515,3.7376696182833684,2.9303560236600537,3.091042453358316,3.521374725931656,3.258096538021482,1.5697286101748944,3.5553480614894135,3.397291033181923
5.458166067489932,5.611315361315723,3.1354942159291497,3.7739534065207705,2.3353749158170367,2.4364223923001123,0.6931471805599453,0.9986228853560257,4.9858871244070615,5.156710685573673,3.729701448634191,3.357421350816061,3.091042453358316,1.3130325129974847,3.258096538021482,2.5138083223839858,3.5553480614894135,2.488962732213558
5.448173122092414,5.239267811497902,3.1354942159291497,3.795674063228123,2.268683541318364,3.421784067789229,0.6931471805599453,2.731157775294426,5.015069891164122,3.4878973644256788,3.721669276936927,4.003498766841468,3.091042453358316,3.291823534573421,3.258096538021482,2.1951134918779975,3.5553480614894135,3.179379198384687
5.438079308923196,4.593037119975888,3.1354942159291497,3.7231368055182803,2.1972245773362196,1.9126817168374717,0.6931471805599453,2.3863101276211154,5.043425116919247,3.034570056386421,3.713572066704308,5.507816272695189,3.091042453358316,2.7857449029472687,3.258096538021482,1.9863160222607403,3.5553480614894135,3.254425064775654
5.438079308923196,4.070510536082229,3.1354942159291497,3.352504964058506,2.1972245773362196,3.0705410191627442,0.6931471805599453,1.1630420704848117,5.043425116919247,4.807916463585887,3.713572066704308,4.606789423382723,3.091042453358316,2.210562131694851,3.258096538021482,2.836845174488194,3.5553480614894135,3.9309392922326687
5.438079308923196,5.1391895589948176,3.1354942159291497,3.249331002144144,2.1972245773362196,2.289810015440413,0.6931471805599453,3.890215263040704,5.043425116919247,4.576579818698535,3.713572066704308,3.855140613394087,3.091042453358316,1.5968288159201358,3.258096538021482,4.02420399402302,3.5553480614894135,3.3542859056942165
5.438079308923196,5.288046480827702,3.1354942159291497,3.677264962856926,2.1972245773362196,2.2638096708162947,0.6931471805599453,2.151846626066778,5.043425116919247,5.220733374672356,3.713572066704308,3.338288635725198,3.091042453358316,2.94176232638585,3.258096538021482,2.134356449579374,3.5553480614894135,4.2691647887809925
5.438079308923196,4.189464262409324,3.1354942159291497,3.904836448577182,2.1972245773362196,2.8050420695683926,0.6931471805599453,5.491683505374944,5.043425116919247,5.46998469517067,3.713572066704308,2.9211359687938137,3.091042453358316,1.5293310580077724,3.258096538021482,4.723417165600919,3.5553480614894135,3.269594271411782
