RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.03802449575174438,0.0,0.0,0.0,0.4857924433233278,0.4213499186481877,1.5519012267384755,0.0,0.13016786210953105,0.0,0.0,0.04274154837727106,0.7528827180512462,0.0,0.1150897482177024,0.04274154837727106,0.32670492429230835
0.0,0.23717418570104534,0.0,0.0,0.0,0.0,0.3863609267981219,1.885493708102244,0.0,0.0,0.0,0.22775818365788256,0.038548670117235125,1.2922485109130477,0.0,1.3324573779458153,0.038548670117235125,0.9829655862033602
0.0,0.4707880810937678,0.0,0.36644959489620876,0.0,0.0,0.3501031787754985,2.091855915480606,0.0,0.07735114820884192,0.0,0.2842427863971043,0.03433813758089155,0.0,0.0,0.0,0.03433813758089155,0.1713184072418199
0.0,0.5443155274109591,0.0,0.7093521480968943,0.0,0.0,0.3124811869859139,2.394292771660407,0.0,0.47276958722123635,0.0,0.0,0.03010980147137047,1.2344904991341907,0.0,0.0,0.03010980147137047,1.276600056010213
0.0,0.008270832857530191,0.0,0.09134944056958437,0.0,0.2475236531002107,0.27338826119463594,1.563641105127517,0.0,0.33363722704186105,0.0,0.0,0.025863510589919297,0.0972632247142915,0.0,1.7602432366333418,0.025863510589919297,0.6928955151210044
0.0,0.8818994454700917,0.0,0.0,0.0,0.23427492325443397,0.23270468455819335,0.11898359711847317,0.0,0.0,0.0,0.16507526327531938,0.021599111803461798,1.1469544769967026,0.0,0.0,0.021599111803461798,0.4920806779603118
0.0,0.24025472364375822,0.0,0.24003192595090458,0.0,0.0,0.19029550263309924,1.3637256209818593,0.0,0.5129782190144352,0.0,0.4124432677710151,0.017316450011460875,0.6273156289238102,0.0,1.294875147714599,0.017316450011460875,2.5548474599899498
0.0,0.5622584277997453,0.0,0.0,0.0,0.0,0.1460078224319825,2.8755243669188646,0.0,0.009646618796428572,0.0,0.25801197383246566,0.0130153681120703,0.13134710838021763,0.0,1.6294082324224433,0.0130153681120703,1.3833105712856097
0.0,0.6099352110758738,0.0,0.6386670227425352,0.0,0.0,0.09966748517328153,2.1252303670687653,0.0,0.46393027337519144,0.0,0.0,0.008695706967553821,0.4722690741649184,0.0,1.0684028063023772,0.008695706967553821,1.5149741909161447
0.0,0.0,0.0,0.2588241380035985,0.0,0.14789351821940505,0.05107492993641579,3.248502203846537,0.0,0.871175580927381,0.0,0.0,0.00435730536895569,0.0,0.0,0.6950907768609342,0.00435730536895569,0.541631940109871
0.0,0.015172832118438145,0.0,0.5511262859251096,0.0,0.5691326219834117,0.0,1.427393145760004,0.0,0.0,0.0,0.147634723760048,0.0,1.0439665246440235,0.0,0.2834874004173285,0.0,0.36763012758519187
