S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,3.258096538021482,2.5343843620444226,4.7535901911063645,4.506338197135906,4.894101477840304,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.0,0.4960677056471013
4.456283405280375,2.630526933951995,1.791759469228055,0.7504397571321479,3.332204510175204,2.497684928993361,1.0986122886681098,1.2421225781068879,0.0,1.0071669413794777,3.258096538021482,2.5162188877804996,4.7535901911063645,5.00112369511258,4.8972177159495125,3.9316394762518865,0.0,0.01916515734578647,2.302585092994046,3.258218480203989,0.0,0.1347344467109105
4.458215773031428,2.837858428250789,1.791759469228055,1.6706784011657208,3.332204510175204,3.1330700058668377,1.0986122886681098,0.1879542303306812,0.0,0.4274832376787734,3.258096538021482,3.0535858832646703,4.7535901911063645,3.6127408463356265,4.9003242732785735,2.9311183912368866,0.0,0.49688328721004954,2.302585092994046,1.848303980629344,0.0,0.8324128783592915
4.460144413937834,2.429484048861603,1.791759469228055,1.3177061323286259,3.332204510175204,4.0781560798514995,1.0986122886681098,1.2789139432433787,0.0,0.08824542796377888,3.258096538021482,2.056251235940041,4.7535901911063645,4.636028035947835,4.903421209789107,4.082643769586212,0.0,0.0,2.302585092994046,2.329180856449045,0.0,0.8582499944887731
4.4620693423474185,4.217757376669793,1.791759469228055,0.5774701831612877,3.332204510175204,3.0021017232930016,1.0986122886681098,0.6178013900523667,0.0,0.15131136214610663,3.258096538021482,2.0731764499821486,4.7535901911063645,3.855084334157691,4.906508584887358,5.244140681669064,0.0,0.25127215496643973,2.302585092994046,1.9740461537383402,0.0,0.22780234846124991
4.4639905725253115,5.676744120058799,1.791759469228055,1.4567207222654694,3.332204510175204,3.1517899967540512,1.0986122886681098,0.6984059942516464,0.0,0.4623376376655946,3.258096538021482,1.8036368522384334,4.7535901911063645,5.203961882771607,4.909586457431038,4.901277058940441,0.0,0.36053669836556446,2.302585092994046,1.2468950068284421,0.0,0.49612533525021474
4.465908118654584,4.186275783007253,1.791759469228055,1.165301308497206,3.332204510175204,3.4524077093294068,1.0986122886681098,0.0,0.0,0.05839433710734793,3.258096538021482,2.768183689298527,4.7535901911063645,4.133730196648758,4.912654885736052,4.374924031822832,0.0,0.3927566245654622,2.302585092994046,1.905355266731985,0.0,0.6864221725667968
4.465908118654584,3.3391414207212295,1.791759469228055,0.7929466434979403,3.332204510175204,2.717169603375438,1.0986122886681098,1.6158162785016104,0.0,0.3453143522591365,3.258096538021482,1.5992793481351464,4.770684624465665,5.278415687025529,4.912654885736052,4.765625168016065,0.0,0.0,2.302585092994046,2.027835067683519,0.0,0.10115729024051523
4.465908118654584,3.373372665362554,1.791759469228055,1.1632860468107165,3.332204510175204,3.362596230506532,1.0986122886681098,0.8452189613245931,0.0,0.16520378442271463,3.258096538021482,2.5896540325685966,4.770684624465665,3.99595908381004,4.952299717083292,3.342884612201517,0.0,0.0,2.302585092994046,1.7631075534307514,0.0,0.9703153279009188
4.465908118654584,3.6998025450751153,1.791759469228055,0.8249945992145562,3.332204510175204,2.9607020480707957,1.0986122886681098,0.0,0.0,0.5625441099548497,3.258096538021482,1.483495014925031,4.770684624465665,4.69657727229857,4.990432586778736,4.059974354727273,0.0,0.08445514214257731,2.302585092994046,2.2732249911185063,0.0,0.12004731084698894
4.465908118654584,4.414108329603393,1.791759469228055,0.8553768768329961,3.332204510175204,3.2222762072061664,1.0986122886681098,2.0299878234108384,0.0,0.15948323356703178,3.258096538021482,0.9620518043608703,4.770684624465665,4.107416312584954,4.990918377412531,3.851361010330508,0.0,0.0772097499946312,2.302585092994046,2.38870503830785,0.06899287148695142,0.0
4.465908118654584,4.018570422316365,1.791759469228055,0.7551378022403208,3.332204510175204,3.448058206681506,1.0986122886681098,1.2961694732682711,0.0,0.3568842332336609,3.258096538021482,1.7436578655237227,4.770684624465665,4.858758182337103,4.991403932168368,4.458102270386529,0.0,0.6797457288898129,2.302585092994046,1.5381425796138435,0.13353139262452257,0.6163245609535842
4.465908118654584,2.5845886631115293,1.791759469228055,0.42863785144758326,3.332204510175204,3.386933709200363,1.0986122886681098,1.020165084403906,0.0,0.41253438213017135,3.258096538021482,2.3808450602669358,4.770684624465665,4.165667387260823,4.9918892512752,3.0963035822719878,0.0,0.26898379446463416,2.302585092994046,1.6761845731156029,0.1941560144409574,0.5818019991114978
4.465908118654584,3.9594547542864347,1.791759469228055,1.5390648290348634,3.332204510175204,3.5142689874109774,1.0986122886681098,0.5364938759516397,0.0,0.10893610831315081,3.258096538021482,2.192094523988742,4.770684624465665,4.5633195184289,4.992374334961647,4.486889468179225,0.0,1.354694403080676,2.302585092994046,1.6746193078492781,0.25131442828090605,0.7432252502001995
