S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
4.406719247264253,3.9736462603351703,1.0986122886681098,0.7506859406485378,1.791759469228055,1.3000568012839122,2.5649493574615367,2.9404301144203595,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738,1.3862943611198906,1.0863350080236112
4.406719247264253,4.962970247059337,1.0986122886681098,0.9095157664931828,1.791759469228055,0.6816816719548626,2.5649493574615367,0.1742928881799095,3.6888794541139363,2.181233359365762,3.6635616461296463,4.848927295699893,0.0,0.07404094291277102,1.6094379124341003,1.3605411212592096,1.3862943611198906,1.2162565497662439
4.406719247264253,3.1375546991459595,1.0986122886681098,0.3374570863769102,1.791759469228055,0.9052331852037296,2.5649493574615367,0.2637050274869406,3.6888794541139363,3.1118168076467496,3.6635616461296463,4.4881008720242885,0.0,0.13776307040227553,1.6094379124341003,0.7814049223233395,1.3862943611198906,1.44019149563013
4.406719247264253,3.5285335662392368,1.0986122886681098,1.0250348571114083,1.791759469228055,0.8611939488995843,2.5649493574615367,3.8502823576226204,3.6888794541139363,3.842544874505497,3.6635616461296463,3.1435298062209265,0.0,0.03232511910594087,1.6094379124341003,0.0,1.3862943611198906,1.4726772175726728
4.406719247264253,3.7667029508722787,1.0986122886681098,0.4548792833574501,1.791759469228055,1.4756083551910695,2.5649493574615367,1.9866188370205888,3.6888794541139363,3.5172480382867066,3.6635616461296463,2.8231584862463888,0.0,0.07426560942761758,1.6094379124341003,0.101506475687684,1.3862943611198906,1.2979220238783764
4.406719247264253,4.043914020539826,1.0986122886681098,0.5252603473481448,1.791759469228055,0.9123119851780103,2.5649493574615367,0.0,3.6888794541139363,4.256919489758858,3.6635616461296463,2.8820670274913223,0.0,0.0,1.6094379124341003,1.302549608701515,1.3862943611198906,0.3194897695172768
4.406719247264253,2.511703227149579,1.0986122886681098,0.5498104312919534,1.791759469228055,1.1575549680798014,2.5649493574615367,7.950857470317465,3.6888794541139363,2.6335170958038194,3.6635616461296463,2.868952571334402,0.0,0.0,1.6094379124341003,0.3237473537821439,1.6094379124341003,1.3012254142455326
4.406719247264253,4.114377096082127,1.0986122886681098,0.9430979103967722,1.791759469228055,1.3127199252978734,2.5649493574615367,0.39739368340087067,3.6888794541139363,2.988065346752648,3.6635616461296463,3.4543406542940516,0.0,0.0,1.6094379124341003,0.749420545147815,1.6094379124341003,0.4245504941239606
4.406719247264253,4.525903301752483,1.0986122886681098,1.894713770475061,1.791759469228055,2.766384308636081,2.5649493574615367,1.320425502311301,3.6888794541139363,1.4364437509910697,3.6635616461296463,4.157849969730063,0.0,0.0938727362894486,1.6094379124341003,1.2032561966764659,1.6094379124341003,2.3075014149108277
4.406719247264253,4.165618199837719,1.0986122886681098,0.4661483244546389,1.791759469228055,2.7010962036541564,2.5649493574615367,2.3357056094834356,3.6888794541139363,3.0706426237240714,3.6635616461296463,2.941919303507552,0.0,0.0,1.6094379124341003,0.9118519674707556,1.6094379124341003,2.133812827590875
