S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,4.848116364598481,4.297647226198552
0.0,0.9442785646182649,2.302585092994046,0.0,4.8494227005125365,3.3398716479199875
0.0,0.4986638274989659,2.302585092994046,0.9417813653544389,4.850727332139201,4.283045705929651
0.0,0.4860653422671042,2.302585092994046,5.803208850202992,4.852030263919617,4.527812429028123
0.0,0.3749378914173145,2.302585092994046,5.420349126000782,4.853331500277589,3.7110125075506657
0.0,0.0,2.302585092994046,4.446712458773506,4.854631045619675,2.601767228200071
0.0,1.6138965375856,2.302585092994046,4.0657317704666935,4.855928904335275,3.83241978504651
0.0,1.5664098414154215,2.302585092994046,2.3004426710897015,4.857225080796721,4.018848454294767
0.0,1.2088505866862702,2.302585092994046,1.589352429440354,4.858519579359367,3.491293302761009
0.0,0.0,2.302585092994046,4.8447585538375115,4.859812404361672,3.332094520292708
0.0,0.0,2.302585092994046,1.751550122112086,4.90527477843843,5.682159623411035
0.0,1.3689122609085258,2.302585092994046,5.759571322432127,4.948759890378168,4.103016857447013
