S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.697034247666484,6.544627715346055,3.713572066704308,3.5956801464788457,4.634728988229636,4.355698515707799,2.5649493574615367,2.599013406349761,3.912023005428146,4.124104547864934,1.791759469228055,2.6237983037050836
6.697034247666484,6.453566473292147,3.713572066704308,3.6186715552613293,4.634728988229636,4.471303421739012,2.5649493574615367,2.659119984411773,3.912023005428146,4.146144613237639,1.791759469228055,2.2301204342043484
6.697034247666484,6.572607352403622,3.713572066704308,3.6091289016624657,4.634728988229636,4.354790663419011,2.5649493574615367,2.497732889660481,3.912023005428146,4.0633639500272425,1.791759469228055,3.2216510249462775
6.697034247666484,6.683177114664823,3.713572066704308,3.5616978362453957,4.634728988229636,4.2044831825725195,2.5649493574615367,2.604172096730506,3.912023005428146,3.9566904739986906,1.791759469228055,2.060053977399821
6.697034247666484,6.636002828503221,3.713572066704308,3.5094116958351047,4.634728988229636,4.218459939448818,2.5649493574615367,2.5562656879103267,3.912023005428146,4.0553370214658475,1.791759469228055,2.638513073961404
6.697034247666484,6.5451262966643915,3.713572066704308,3.620947759362674,4.634728988229636,4.447426127152216,2.5649493574615367,2.56849238498869,3.912023005428146,4.304631045335869,1.791759469228055,2.3915370417439683
6.695798917058491,6.481488762188477,3.713572066704308,3.5767561864028776,4.634728988229636,4.472451396853876,2.5649493574615367,2.6060134816116367,3.912023005428146,4.047381327197989,1.791759469228055,3.2476760158698834
6.695798917058491,6.622105432997911,3.713572066704308,3.6258419822759937,4.634728988229636,4.423663449285275,2.5649493574615367,2.5803733898773893,3.912023005428146,4.2101374152984175,1.9459101490553132,2.406329958619393
6.69641677311769,6.565511637303261,3.713572066704308,3.6728420115121074,4.634728988229636,4.014161635658673,2.5649493574615367,2.615210262050735,3.912023005428146,4.043890307032073,1.9459101490553132,2.5888897979055745
6.697034247666484,6.537837984666918,3.713572066704308,3.5907674252047284,4.634728988229636,4.2247223623757515,2.5649493574615367,2.5568547718213894,3.912023005428146,4.200475911406837,1.9459101490553132,2.5601023579093245
6.697651341175731,6.644577767194995,3.713572066704308,3.578718821005845,4.634728988229636,4.192322567054067,2.5649493574615367,2.541598274115252,3.912023005428146,4.028487043067239,1.9459101490553132,2.114499294650016
6.698268054115413,6.686666858216214,3.713572066704308,3.5900474161733595,4.634728988229636,4.166715503791012,2.5649493574615367,2.5936284816725013,3.912023005428146,4.060492633827962,1.9459101490553132,2.0995413560079434
