RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.3331252332484014,0.0,0.08304238131212635,0.0,0.25552243955118464,3.784189633918261,3.677693041393701,5.181783550292085,4.506015685221908,1.3862943611198906,1.5126584539233403,4.844187086458591,4.951048185017842,0.6931471805599453,0.5891701679370687,3.044522437723423,2.9667565766053383,0.0,0.08795534274398453
3.367295829986474,3.3426341741421135,0.0,0.49383105614552136,0.0,0.03753453676558621,3.784189633918261,3.729360139963118,5.181783550292085,4.8456744435895125,1.3862943611198906,1.0980300588641403,4.844187086458591,4.936842900721672,0.6931471805599453,0.986085500769584,3.044522437723423,3.121499885676185,0.0,0.1625065010639459
3.367295829986474,3.2981789069286243,0.0,0.0,0.0,0.0,3.784189633918261,3.8032887733313223,5.181783550292085,4.225569956798475,1.3862943611198906,1.5075006106822508,4.844187086458591,4.987590810156107,0.6931471805599453,0.0,3.044522437723423,2.8170320055672375,0.0,0.7492048579091657
3.367295829986474,3.313097860859518,0.0,0.0,0.0,0.5868148899084958,3.784189633918261,3.735205289254471,5.181783550292085,4.7014220921543,1.3862943611198906,1.5072789879171273,4.844187086458591,5.008844119636574,0.6931471805599453,0.5918062519075795,3.044522437723423,3.1446385914382877,0.0,0.18420574751829707
3.367295829986474,3.322527030210268,0.0,0.07701978818674933,0.0,0.0,3.784189633918261,3.6351552650824672,5.181783550292085,4.595030955388601,1.3862943611198906,1.1003521302132777,4.844187086458591,4.996233449588909,0.6931471805599453,0.5832896648500919,3.044522437723423,2.985787653412493,0.0,0.10488117680359647
3.367295829986474,3.334690639788034,0.0,0.00974114412256677,0.0,0.2046196911673622,3.784189633918261,3.737882850734409,5.181783550292085,4.527839094637884,1.3862943611198906,1.400184009900217,4.844187086458591,4.817936576200154,0.6931471805599453,0.3307013524521546,3.044522437723423,2.9642329033972104,0.0,0.0
3.367295829986474,3.320657428753312,0.0,0.24436547181553409,0.0,0.36095947225094416,3.784189633918261,3.5347514865521945,5.181783550292085,5.109312534092735,1.3862943611198906,1.2118399421302273,4.844187086458591,4.94619858458325,0.6931471805599453,0.935417390338992,3.044522437723423,3.0420081471097027,0.0,0.0
3.367295829986474,3.350265344772908,0.0,0.0,0.0,0.4286563719869625,3.784189633918261,3.825405075920773,5.181783550292085,4.271330437074903,1.3862943611198906,1.3353885260997138,4.844187086458591,4.976061427393763,0.6931471805599453,0.5265331839924359,3.044522437723423,2.621949458927453,0.0,0.0
3.367295829986474,3.353485396002429,0.0,0.0321588981738564,0.0,0.0,3.784189633918261,3.479086763055692,5.181783550292085,5.101852901153824,1.3862943611198906,1.2585705873876183,4.844187086458591,4.743982080513208,0.6931471805599453,0.7804821744048094,3.044522437723423,2.678195938495449,0.0,0.5712233679562887
3.367295829986474,3.362683007796836,0.0,0.4780535551529982,0.0,0.11873405435296139,3.784189633918261,3.7205133085370905,5.181783550292085,4.947584228569751,1.3862943611198906,1.730927435473335,4.844187086458591,4.860791805981829,0.6931471805599453,0.8671528292066536,3.044522437723423,3.150742072243912,0.0,0.4196797514788821
3.367295829986474,3.343673922514392,0.0,0.41082390849216155,0.0,0.0,3.784189633918261,3.6580143735773145,5.181783550292085,4.3600159213935745,1.3862943611198906,1.2927329842974198,4.844187086458591,4.747528584743659,0.6931471805599453,0.4540308884581616,3.044522437723423,2.70492052728108,0.0,0.9032053159713379
3.367295829986474,3.324334277162729,0.0,0.0,0.0,0.0,3.784189633918261,3.7454852730295576,5.181783550292085,3.6015883674728975,1.3862943611198906,1.41785594288158,4.844187086458591,4.9455786481316215,0.6931471805599453,0.5527088489137288,3.044522437723423,3.4808462941762164,0.0,0.0
