S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,5.106290236683323,2.772588722239781,2.5707929724643432,2.0794415416798357,2.118479469549686,2.3978952727983707,4.969733815885432,2.1972245773362196,0.9615516867240761,0.0,1.1014826866747265,3.818557277422469,3.8082596285608483,4.248495242049359,3.612082212925449,4.1588830833596715,3.4234584485032036,0.6931471805599453,0.6525311088574989,1.3862943611198906,1.1192317031779975,0.0,0.0,3.4339872044851463,3.80611497955227,2.5470384308950065,3.4898665620832117
5.043425116919247,5.374055415770703,2.772588722239781,2.8242197043349186,2.0794415416798357,1.7298624278777006,2.3978952727983707,2.6230892892545525,2.1972245773362196,0.7180373638671045,0.0,0.8874109702597086,3.821929961901108,4.505452619952216,4.248495242049359,4.640619366224779,4.1588830833596715,2.0077099427122427,0.6931471805599453,0.7312338840972825,1.3862943611198906,1.8396485067771224,0.0,0.0,3.4339872044851463,2.814181077915409,2.5530444549552187,4.2599383381270775
5.043425116919247,4.311002759406981,2.772588722239781,3.538625415387444,2.0794415416798357,2.2001171872871397,2.3978952727983707,4.503830249407963,2.1972245773362196,2.515593456918462,0.0,0.366230937409894,3.8252913096038133,3.6029660876562994,4.248495242049359,3.5976609340267123,4.1588830833596715,0.7884522076949441,0.6931471805599453,0.5977915448910702,1.3862943611198906,1.3550115293075162,0.0,0.0,3.4339872044851463,3.3761110624498754,2.559014621941722,2.951321384351322
5.043425116919247,4.83474302986952,2.772588722239781,2.0932498970579116,2.0794415416798357,1.855657696823629,2.3978952727983707,2.2803332149603825,2.1972245773362196,2.62026136034364,0.0,0.9340373815380938,3.828641396489095,2.970377956536409,4.248495242049359,4.409928186972865,4.1588830833596715,2.68430516178142,0.6931471805599453,0.5954809143590881,1.3862943611198906,1.7523199787304995,0.0,0.0,3.4339872044851463,3.395756220422408,2.5649493574615367,3.795773698848056
5.043425116919247,4.750399477072287,2.772588722239781,1.9833101006180553,2.0794415416798357,1.7679325160793553,2.3978952727983707,2.9233567205246955,2.1972245773362196,2.027383594384224,0.0,0.24656990474430052,3.828641396489095,3.051063882012916,4.248495242049359,4.333029684526833,4.1588830833596715,2.8030197548132425,0.6931471805599453,0.3648531403921038,1.3862943611198906,1.6120591297673081,0.0,0.0,3.4339872044851463,3.4694911716100303,2.5649493574615367,2.7855531225313457
5.043425116919247,5.50089828098172,2.772588722239781,1.7629082100838525,2.0794415416798357,2.442375803289584,2.3978952727983707,4.479350023741067,2.1972245773362196,1.2124683253644433,0.0,0.5690190833725762,3.828641396489095,4.553388916623619,4.248495242049359,4.453894058967103,4.1588830833596715,2.891526562169986,0.6931471805599453,0.0,1.3862943611198906,1.787234408710898,0.0,0.0,3.4339872044851463,3.7201645529152017,2.5649493574615367,3.7454343441008557
5.043425116919247,5.286239270499547,2.772588722239781,1.5494820546197121,2.0794415416798357,1.864875747036446,2.3978952727983707,3.4763832943445965,2.1972245773362196,1.0936733251478348,0.0,1.7608948853418485,3.828641396489095,3.9373102298557052,4.248495242049359,4.322734722371347,4.1588830833596715,2.086713296926754,0.6931471805599453,0.5599266298735939,1.3862943611198906,1.0527907015503053,0.0,0.0,3.4339872044851463,4.079031297257424,2.5649493574615367,4.44232453972248
5.043425116919247,4.9685955316620545,2.772588722239781,2.3113573992116883,2.0794415416798357,1.3200409561229676,2.3978952727983707,3.1559104860272464,2.1972245773362196,1.4756531099192296,0.0,0.29635661085503784,3.828641396489095,4.018388648209868,4.248495242049359,4.13378898159458,4.1588830833596715,1.0339156106561018,0.6931471805599453,0.5485426317903128,1.3862943611198906,1.9622214891555798,0.0,0.0,3.4339872044851463,2.96701186352412,2.5649493574615367,3.027007668919812
5.043425116919247,4.333990834975394,2.772588722239781,3.1636308270623843,2.0794415416798357,2.071331355893599,2.3978952727983707,3.1656650882706,2.1972245773362196,2.9624406928370215,0.0,3.240954280359592,3.828641396489095,3.145323204750129,4.248495242049359,3.951460254802818,4.1588830833596715,3.303912042796396,0.6931471805599453,0.8129689036067997,1.3862943611198906,1.1396517663731056,0.0,0.0,3.4339872044851463,3.497776370273906,2.5649493574615367,2.510368027803849
