RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.545778610473263,3.3241618483350153,2.4849066497880004,4.288801949621111,0.6931471805599453,2.599355956726943,0.0,1.2264470614375145,4.962844630259907,4.534028144429186,3.7376696182833684,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,5.823045895483019,5.475244663983493,3.258096538021482,2.7747795250883027
3.1354942159291497,3.067663574398422,3.550574782736756,2.8703110751763243,2.4849066497880004,4.552218885053518,0.6931471805599453,0.792447795813189,0.0,0.0,4.962844630259907,4.350460623770563,3.7376696182833684,4.125838010746716,3.091042453358316,2.3012447854778997,3.5553480614894135,3.466939547068443,5.823045895483019,6.068458883883472,3.258096538021482,4.321667313981499
3.1354942159291497,4.165996869199425,3.5553480614894135,2.9907401752549103,2.4849066497880004,4.844337802285947,0.6931471805599453,0.55789498200483,0.0,0.14119347026201612,4.962844630259907,3.032166745489999,3.7376696182833684,4.392243935171852,3.091042453358316,2.1307843648684184,3.5553480614894135,3.1184995318974718,5.823045895483019,5.4043849745534285,3.258096538021482,2.6371904374782105
3.1354942159291497,3.0531671738367625,3.5553480614894135,4.175717498893323,2.4849066497880004,3.7876448971839825,0.6931471805599453,6.039491215683365,0.0,2.1328934026046125,4.9605109069136875,4.7072984103894475,3.7376696182833684,4.013200850907365,3.091042453358316,2.0953764938801216,3.5553480614894135,4.035268202152219,5.823045895483019,5.3168856112389395,3.258096538021482,3.661225008335328
3.1354942159291497,2.249148536561323,3.5553480614894135,4.116501341905588,2.4849066497880004,4.769253811598608,0.6931471805599453,0.8996641386103945,0.0,1.280130121258948,4.958171724560515,5.375044884283455,3.7376696182833684,3.8608768131035887,3.091042453358316,2.297649184355345,3.5553480614894135,4.281121114618825,5.823045895483019,6.212920166293432,3.258096538021482,2.6994026751279496
3.1354942159291497,2.86458020344787,3.5553480614894135,3.447417952048953,2.4849066497880004,3.208684174029943,0.6931471805599453,1.3798493994969754,0.0,2.2717707395860667,4.955827057601261,5.7778023619210135,3.7376696182833684,4.304723836660559,3.091042453358316,2.246706856931742,3.5553480614894135,2.7272023860562378,5.823045895483019,7.211660166274967,3.258096538021482,2.069781098481742
3.1354942159291497,3.491251185509542,3.5553480614894135,3.707042389303572,2.4849066497880004,4.586568978078796,0.6931471805599453,2.4854184925470424,0.0,1.0004845719541113,4.9672057361689195,3.882882221320901,3.7346889901452305,2.9797179377054372,3.091042453358316,1.7076546244318398,3.5553480614894135,2.786257878045783,5.823415649600746,6.0176957128466535,3.258096538021482,2.5641284445795747
3.1354942159291497,3.257591095141432,3.5553480614894135,3.2312777911804895,2.4849066497880004,3.452201497800166,0.6931471805599453,2.364219838801572,0.0,0.7617194860941265,4.978456395732021,4.925887026090303,3.7316994512968646,3.250407960223297,3.091042453358316,1.5681225791891775,3.5553480614894135,3.076454384328834,5.823785267050898,5.758811725672188,3.258096538021482,2.8938694102404137
3.1354942159291497,4.25760578423464,3.5553480614894135,3.555551445959809,2.4849066497880004,4.132463165218773,0.6931471805599453,2.0443527490593216,0.0,1.404946989879609,4.989581884898423,4.46826555691114,3.7287009483006077,3.4655037467152505,3.091042453358316,2.3665324759610478,3.5553480614894135,3.2838584271643176,5.8241547479344655,4.652532765809171,3.258096538021482,1.9738535497262415
3.1354942159291497,3.8914453502174595,3.5553480614894135,3.5912107427751856,2.4849066497880004,4.6957338627375895,0.6931471805599453,1.1605369087318735,0.0,1.263849721745497,5.000584958242754,4.290376107451946,3.7256934272366524,4.501831291098831,3.091042453358316,3.1485076343737965,3.5553480614894135,2.9546363763479766,5.82452409235233,6.6839120603163495,3.258096538021482,3.675651939705108
