S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.231792923176292,5.194460844659627,2.302585092994046,2.427345894429739,3.713572066704308,3.595057177045192,2.5649493574615367,2.5986783502196977,4.143134726391533,4.109089806957299,3.912023005428146,4.123671636980064,1.8458266904983307,2.6344328271877484
6.231137400373402,5.363348882597128,2.302585092994046,1.9213533383256025,3.713572066704308,3.6210379138164104,2.5649493574615367,2.6173319791435317,4.143134726391533,4.115147886947013,3.912023005428146,4.123721912824062,1.8971199848858813,1.684221648617136
6.230481447578482,4.8275206847562195,2.302585092994046,2.799085250040475,3.713572066704308,3.5958606505597848,2.5649493574615367,2.6778219262420646,4.143134726391533,4.154574211525654,3.912023005428146,4.211396936823838,1.9459101490553132,2.894664497931306
6.230700146321836,4.93656384902759,2.302585092994046,2.3105604023285884,3.713572066704308,3.5570199308629817,2.5649493574615367,2.682113722719977,4.143134726391533,4.0443263135033325,3.912023005428146,4.078156446607134,1.9459101490553132,1.844902401380284
6.230918797246507,4.070491585487995,2.302585092994046,2.8436359159977527,3.713572066704308,3.615944440590112,2.5649493574615367,2.6114747891142627,4.143134726391533,4.118746862785098,3.912023005428146,4.396954624345255,1.9459101490553132,4.018974352362688
6.231137400373402,5.04810623633701,2.302585092994046,2.124231796878435,3.713572066704308,3.5124717775748757,2.5649493574615367,2.576508422001803,4.143134726391533,4.079697432371385,3.912023005428146,4.014249597627848,1.9459101490553132,2.1080042302199042
6.231355955723415,5.45846023513241,2.302585092994046,1.9850600997890797,3.713572066704308,3.657734945940803,2.5649493574615367,2.560516044374038,4.143134726391533,4.146227573155011,3.912023005428146,4.277971713735268,1.9459101490553132,2.924858936541687
6.231574463317423,5.7894820024303275,2.302585092994046,2.421413401370726,3.713572066704308,3.5315040238860114,2.5649493574615367,2.588479237620243,4.143134726391533,4.093051872468507,3.912023005428146,4.271837810694028,1.9459101490553132,2.60565570256979
6.231792923176292,5.399239530209039,2.302585092994046,2.319207298863793,3.713572066704308,3.496935765854164,2.5649493574615367,2.602677214005815,4.143134726391533,4.061759428676175,3.912023005428146,4.123290599721343,1.9459101490553132,2.2869953534350125
6.232011335320876,5.165780613787594,2.302585092994046,2.9347439414294185,3.713572066704308,3.537396378317221,2.5649493574615367,2.635768284589694,4.143134726391533,4.043408366922346,3.912023005428146,4.20418300421081,1.9459101490553132,3.2630938909273874
6.232229699772011,5.607337700686482,2.302585092994046,2.628770041257518,3.713572066704308,3.5362651090136015,2.5649493574615367,2.574600772062198,4.143134726391533,4.077148041266364,3.912023005428146,3.9424050284804397,1.9459101490553132,3.249607050433403
6.2324480165505225,5.116685711601116,2.302585092994046,2.3463179008424193,3.713572066704308,3.5644179923417227,2.5649493574615367,2.6704513957451774,4.143134726391533,4.108606589057731,3.912023005428146,4.221836773936774,1.9459101490553132,1.8939209606487013
