S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,3.258096538021482,2.5343843620444226,4.894101477840304,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.0,0.4960677056471013
4.456283405280375,3.8829243249207623,1.791759469228055,1.9857444628854197,3.332204510175204,3.503708395724537,1.0986122886681098,0.4920874148616066,0.0,0.8308385550290746,0.0,0.0,3.258096538021482,1.897360464101126,4.8972177159495125,3.731511342195191,0.0,0.0,2.302585092994046,1.5195936334598115,0.0,1.2873873885912164
4.458215773031428,2.03199158732742,1.791759469228055,1.1892208044668875,3.332204510175204,2.952499933927345,1.0986122886681098,0.3551728849823111,0.0,0.904152789548289,0.0,0.0,3.258096538021482,1.3103971320822578,4.9003242732785735,4.461929052980286,0.0,0.37559278504221494,2.302585092994046,2.6463438294318182,0.0,0.19398797107118532
4.460144413937834,2.7461243343125177,1.791759469228055,1.5422763293400887,3.332204510175204,3.030968510910416,1.0986122886681098,1.4786773711026275,0.0,0.0443872711223503,0.0,0.34495155515522413,3.258096538021482,1.8557016323629276,4.903421209789107,4.6891275791698295,0.0,0.2527812668677668,2.302585092994046,2.6368856223472967,0.0,0.9059911402746677
4.4620693423474185,2.8914031493602885,1.791759469228055,0.7468221124287834,3.332204510175204,3.4181337028119234,1.0986122886681098,0.5653049987654795,0.0,0.0702718834429868,0.0,0.0,3.258096538021482,2.042775732859148,4.906508584887358,4.344100815965849,0.0,0.1888517648088749,2.302585092994046,1.6234891149319142,0.0,0.23966082972654656
4.4639905725253115,3.3800631464347886,1.791759469228055,0.8336121864367386,3.332204510175204,3.2272114819378146,1.0986122886681098,1.5308419900675503,0.0,0.4579318404066657,0.0,0.0,3.258096538021482,2.4948850957541366,4.909586457431038,5.544536788899354,0.0,0.0,2.302585092994046,0.957049526730727,0.0,0.06563758737143566
4.465908118654584,4.0810986140883685,1.791759469228055,1.0816957201522592,3.332204510175204,2.9402869976078927,1.0986122886681098,0.9614109835028462,0.0,0.5497047011263717,0.0,0.0,3.258096538021482,1.4729781025084652,4.912654885736052,5.430690557053493,0.0,0.0,2.302585092994046,1.2715917612952605,0.0,0.6186161231107601
4.465908118654584,3.589446795577202,1.791759469228055,0.564572779621474,3.332204510175204,3.2445421443911937,1.0986122886681098,0.1039390315497778,0.0,0.7578960371214243,0.0,0.0,3.258096538021482,2.7042059816465405,4.912654885736052,3.434237749865331,0.0,0.801341342410869,2.302585092994046,0.9974379274392193,0.0,0.8242831242917011
4.465908118654584,3.5128802607876635,1.791759469228055,1.4196825744682398,3.332204510175204,2.425535061544873,1.0986122886681098,0.0,0.0,0.52131887140954,0.0,0.0,3.258096538021482,2.205894748357097,4.952299717083292,5.444283488586834,0.0,0.583045284681176,2.302585092994046,0.251578423673946,0.0,0.39570991324327837
4.465908118654584,3.174783554058152,1.791759469228055,2.1699300045826933,3.332204510175204,3.071336758880636,1.0986122886681098,0.9622326143319009,0.0,0.0,0.0,0.0,3.258096538021482,3.6593922290148786,4.990432586778736,3.777267957742158,0.0,0.0,2.302585092994046,0.8332192935241767,0.0,0.41369588560190407
4.465908118654584,3.686136238002388,1.791759469228055,0.9941917670603129,3.332204510175204,2.6585023196059603,1.0986122886681098,0.0,0.0,0.27875347938695766,0.0,0.160182777285085,3.258096538021482,2.9449527592118585,4.990918377412531,4.398484148824986,0.0,0.1360698230346686,2.302585092994046,0.3082152790440986,0.06899287148695142,0.6862545794400685
4.465908118654584,3.651906649388722,1.791759469228055,1.3850003775078163,3.332204510175204,2.7520187772180313,1.0986122886681098,1.0767558390819048,0.0,0.6830968724802443,0.0,0.0,3.258096538021482,2.434159973377905,4.991403932168368,5.28275064008465,0.0,0.0,2.302585092994046,2.307440900531237,0.13353139262452257,0.6778836380323556
4.465908118654584,3.8359664979735904,1.791759469228055,2.025160203686935,3.332204510175204,3.6338107468945053,1.0986122886681098,0.9624448833927788,0.0,0.7268467777505221,0.0,0.0,3.258096538021482,3.548565149946644,4.9918892512752,5.114360368669581,0.0,0.3103770986345634,2.302585092994046,2.3627525805343894,0.1941560144409574,0.3628454531029474
4.465908118654584,3.3513533558889232,1.791759469228055,1.7426694557360314,3.332204510175204,3.637762035985634,1.0986122886681098,1.1602871403569086,0.0,0.1357165000428265,0.0,0.025747434551830164,3.258096538021482,1.731485244390527,4.992374334961647,3.6595693215016434,0.0,0.0,2.302585092994046,1.9632580107397668,0.25131442828090605,0.3259239897005471
4.465908118654584,3.455140532895259,1.791759469228055,1.4076713550004047,3.332204510175204,1.9117996085273925,1.0986122886681098,0.4764765215173904,0.0,0.7220731143213923,0.0,0.0,3.258096538021482,2.482437776812574,4.992859183455994,4.263076152663341,0.0,0.2248117574439443,2.302585092994046,2.2116132063962217,0.3053816495511818,0.25520603602213643
4.465908118654584,3.1108240762572925,1.791759469228055,0.8247365231304083,3.332204510175204,2.9536747306788436,1.0986122886681098,0.41387485153014264,0.0,0.8551839955361413,0.0,0.1292575063525057,3.258096538021482,2.7752048201419703,4.993343796986195,3.699985853813943,0.0,0.0,2.302585092994046,1.8453122167959417,0.35667494393873234,0.45213459188410543
4.465908118654584,2.531047295588511,1.791759469228055,1.2987713631372773,3.332204510175204,2.8886782360762493,1.0986122886681098,0.10158201942995904,0.0,0.0,0.0,0.0,3.258096538021482,3.489588569181112,4.993828175779875,4.928426759335071,0.0,0.6421387337263855,2.302585092994046,1.2947411812044454,0.4054651081081644,0.37505815587770097
4.465908118654584,2.594120113042596,1.791759469228055,1.6307264664626375,3.332204510175204,3.038099810039027,1.0986122886681098,0.9666471072088434,0.0,0.5080521341871926,0.0,0.07762540137551008,3.258096538021482,2.48372149035192,4.994312320064325,3.9019575066967014,0.0,1.0218170647677804,2.302585092994046,2.259849215363377,0.4519851237430572,1.0270864198529388
4.465908118654584,2.0952689286488395,1.791759469228055,0.7366382163022629,3.332204510175204,3.216083060360052,1.0986122886681098,0.5335356729459977,0.0,0.6798427480271053,0.0,0.0,3.258096538021482,2.948695107355618,4.99479623006651,4.601300849390002,0.0,0.28780397258791324,2.302585092994046,1.366521549326134,0.49643688631389105,0.3442458139295834
4.465908118654584,1.3169229965105653,1.791759469228055,0.7993884935411962,3.332204510175204,2.8563238389488195,1.0986122886681098,0.4097264573410713,0.0,0.25722315196993334,0.0,0.0,3.258096538021482,1.7033336504385477,4.995279906013061,4.967922460084305,0.0,0.30785116803879975,2.302585092994046,1.3676749078904014,0.5389965007326869,0.43077138707322304
4.465908118654584,2.5874333333228114,1.791759469228055,1.6319117197444526,3.332204510175204,3.6830859952063006,1.0986122886681098,0.46181402848694286,0.0,0.8629575923137163,0.0,0.04940225856437302,3.258096538021482,2.544788967087232,4.995763348130285,5.215600184412072,0.0,0.35661071978353753,2.302585092994046,0.4136250764125917,0.5798184952529422,0.42164748879866987
4.465908118654584,2.568976433566224,1.791759469228055,2.0907863795703534,3.332204510175204,2.6959265165149056,1.0986122886681098,0.1337010657819222,0.0,0.0,0.0,0.0,3.258096538021482,2.843268154111522,4.996246556644156,3.7796959501761096,0.0,0.05900315417198626,2.302585092994046,0.9962355956440163,0.6190392084062234,0.04498521859622262
4.465908118654584,3.1153587686846915,1.791759469228055,1.3921055712828665,3.332204510175204,3.8158802224451795,1.0986122886681098,0.7636627302110203,0.0,0.5287996119900175,0.0,0.0,3.258096538021482,2.809217426229163,4.996729531780326,4.580918013878458,0.0,0.11763830928931578,2.302585092994046,1.1664745981164004,0.6567795363890704,0.4881540838464742
4.465908118654584,3.6241970522542246,1.791759469228055,0.8486147344781747,3.332204510175204,2.238238362753761,1.0986122886681098,0.3164004566495764,0.0,0.5965215772671035,0.0,0.0,3.258096538021482,2.5721655576367186,4.997212273764115,4.469465903632473,0.0,1.0218787756121368,2.302585092994046,0.0,0.6931471805599453,0.19326033659685166
