S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,5.907119054398734,5.717027701406222,5.4212983943418465,5.814130531825066,5.117346401916058,6.311734809152915,7.283271858332016,1.9459101490553132,2.646023503600053,2.833213344056216,2.515228281236171,5.700443573390687,5.819127689573308,4.248495242049359,4.160251061037926
5.783825182329737,5.538655154781637,5.720311776607412,5.916738339630468,5.811140992976701,5.112497321549124,6.302618975744905,6.49406209243076,1.9459101490553132,0.7101434698186013,2.9444389791664403,2.970434396921518,5.69035945432406,6.312036218046238,4.248495242049359,3.8277249213347977
5.7745515455444085,6.4309365044029985,5.720311776607412,5.171332614534835,5.811140992976701,5.363269204944577,6.313548046277095,7.002720970948727,1.9459101490553132,3.5266900371328402,2.995732273553991,4.048585659609545,5.680172609017068,6.160469162837793,4.2626798770413155,3.7404762882545732
5.755742213586912,5.741144966931886,5.720311776607412,5.021490754295049,5.811140992976701,5.312742859117007,6.3080984415095305,6.403718481623181,1.791759469228055,3.4786549185387097,2.995732273553991,2.764376211792638,5.631211781821365,6.029785325419226,4.23410650459726,4.153351730136085
5.765191102784844,5.311827892989128,5.726847747587197,5.4945045708397,5.811140992976701,5.172236186151325,6.298949246855942,6.734727690338909,1.791759469228055,2.669190436262889,3.091042453358316,2.791328235058182,5.634789603169249,5.815469172790615,4.23410650459726,3.3942478282464226
5.765191102784844,4.874903663597326,5.733341276897746,5.290650447110035,5.811140992976701,5.9656812310946865,6.298949246855942,6.166042986562243,1.791759469228055,3.796881183874002,2.772588722239781,3.055080036810378,5.66988092298052,5.856956515941753,4.23410650459726,3.7693749969604995
5.75890177387728,5.6837982121403385,5.703782474656201,5.7309209794892215,5.808142489980444,5.4212685078506295,6.278521424165844,6.256396630403433,1.791759469228055,2.0289258476697114,2.302585092994046,4.239587493857413,5.6131281063880705,5.2337257644160955,4.23410650459726,3.6733094540483604
5.7745515455444085,5.858263220171262,5.717027701406222,4.90980087226704,5.808142489980444,5.662206940002272,6.278521424165844,5.772094175068259,1.791759469228055,2.1096533752833384,2.4849066497880004,2.564783861990778,5.616771097666572,5.142524021349748,4.23410650459726,4.377036460718268
5.765191102784844,6.601641943979855,5.71042701737487,5.709262858333051,5.808142489980444,4.956253429740873,6.2878585601617845,6.130700567799689,1.791759469228055,2.8714560924906376,2.302585092994046,3.2556359179312,5.616771097666572,5.106921151574145,4.23410650459726,4.373209902774073
5.777652323222656,6.197975147373017,5.707110264748875,5.39121791050034,5.755742213586912,5.1535940258016035,6.3080984415095305,5.314782085180988,1.791759469228055,2.786207255422279,2.3978952727983707,2.6412163181957578,5.66988092298052,5.410342025502657,4.23410650459726,4.253574928375994
5.777652323222656,5.280938782459705,5.707110264748875,5.738527254025562,5.755742213586912,5.430312464522516,6.3080984415095305,6.911936007878527,1.791759469228055,2.8541028242104964,2.302585092994046,4.671466455098906,5.66988092298052,6.251163320806575,4.23410650459726,3.7218369725501392
