Index,Lower,Upper,Predicted,Actual
181,44656.81,61810.79,53059.89,57526.1
182,44679.26,61937.03,53491.45,57792.27
183,44819.53,62261.73,53614.76,58058.44
184,45387.75,62721.82,53850.94,58324.61
185,45550.98,62703.94,54167.98,58590.77
186,45681.22,63174.65,54379.95,58856.94
187,45754.59,63356.35,54719.79,59123.11
188,46409.76,63959.72,55015.71,59389.28
189,46490.39,63818.5,55241.93,59655.45
190,46975.85,64476.04,55457.39,59921.61
191,47176.62,64790.04,55815.31,60187.78
192,47513.53,64951.68,56029.88,60453.95
193,47810.41,65080.86,56288.2,60720.12
194,47567.19,65403.34,56685.3,60986.29
195,48112.32,65168.46,56810.65,61252.45
196,48666.56,65868.32,57170.49,61518.62
197,48930.54,66311.41,57323.26,61784.79
198,49059.66,66421.36,57564.78,62050.96
199,49395.04,66785.45,57909.83,62317.13
200,49644.58,66868.88,58247.49,62583.29
201,49848.76,67003.1,58569.69,62849.46
202,50104.41,67515.8,58611.0,63115.63
203,50284.91,67750.03,58925.39,63381.8
204,50263.31,67568.23,59356.84,63647.97
205,50723.58,68088.99,59378.01,63914.13
206,50858.47,68444.67,59718.09,64180.3
207,51209.34,68447.13,60103.4,64446.47
208,51503.44,69041.54,60198.53,64712.64
209,51527.15,69673.19,60677.72,64978.81
210,52121.44,69422.86,60840.64,65244.97
211,52386.83,69734.66,61116.57,65511.14
212,52564.44,70258.21,61314.34,65777.31
213,52808.5,70257.92,61587.32,66043.48
214,53367.96,70500.4,61759.98,66309.65
215,53658.25,70953.84,62182.52,66575.82
216,53878.93,71138.08,62441.29,66841.98
217,53757.36,71546.92,62679.41,67108.15
218,54153.49,71880.47,62987.23,67374.32
219,54348.58,72125.3,63319.31,67640.49
220,54463.33,72090.89,63498.33,67906.66
221,54933.05,72846.36,63797.61,68172.82
222,55158.99,72682.66,63910.67,68438.99
223,55513.74,72637.19,64209.86,68705.16
224,55640.59,73365.12,64543.47,68971.33
225,56057.11,73538.69,64812.55,69237.5
226,56230.05,73690.0,65015.45,69503.66
