Index,Lower,Upper,Predicted,Actual
87,55095.9,131863.34,93193.7,101699.0
88,55912.58,132619.07,94654.32,66814.0
89,52924.81,131127.26,91650.09,63783.0
90,51369.42,130170.62,90705.21,101286.0
91,51497.16,130688.52,91948.09,102145.0
92,52415.8,130870.84,91803.56,68782.0
93,52966.34,130566.94,90798.36,68658.0
94,50001.41,128920.12,88709.39,68829.0
95,49030.03,128809.25,88186.34,66863.0
96,48589.24,126251.77,87034.66,66675.0
97,46413.3,124247.14,85885.85,66772.0
98,44173.24,122742.09,84580.07,67199.0
99,45245.99,123551.55,83533.12,67191.0
100,44534.91,122163.02,82615.87,67183.0
101,43122.93,121110.04,81651.77,67275.0
102,42280.73,118383.6,80610.76,67367.0
103,41314.11,117808.75,80032.11,67459.0
104,41299.94,118437.45,78802.37,68090.5
105,39013.47,116772.15,78069.32,68722.0
106,40267.12,115599.47,77932.23,68966.0
107,39664.69,113536.57,77093.36,69429.0
108,40094.51,113381.34,77333.35,69747.0
