Index,Lower,Upper,Predicted,Actual
146,25082.88,28324.39,26697.65,26899.03
147,25078.92,28303.06,26706.99,26910.98
148,25092.82,28329.59,26729.75,26922.92
149,25217.8,28287.96,26726.78,26934.86
150,25214.09,28199.91,26724.68,26946.81
151,25183.4,28252.42,26746.67,26958.75
152,25223.13,28281.61,26778.75,26970.69
153,25309.29,28267.02,26773.3,26982.64
154,25298.06,28280.65,26785.79,26994.58
155,25329.9,28231.33,26779.02,27006.52
156,25404.26,28267.46,26823.69,27018.47
157,25397.75,28284.82,26842.03,27030.41
158,25357.96,28318.96,26847.55,27042.35
159,25383.82,28245.96,26845.02,27054.3
160,25457.0,28269.56,26874.82,27066.24
161,25508.42,28270.11,26888.38,27078.19
162,25530.51,28249.95,26906.93,27090.13
163,25521.74,28233.83,26892.82,27102.07
164,25533.63,28275.42,26905.22,27114.02
165,25603.33,28266.87,26913.94,27125.96
166,25582.69,28254.1,26934.43,27137.9
167,25598.18,28296.01,26951.92,27149.85
168,25682.66,28268.34,26971.08,27161.79
169,25686.57,28278.85,26984.02,27173.73
170,25709.29,28273.71,27012.15,27185.68
171,25708.94,28270.88,27009.45,27197.62
172,25754.49,28285.27,27029.0,27209.56
173,25756.28,28247.61,27002.57,27221.51
174,25836.92,28255.54,27024.84,27233.45
175,25840.03,28253.7,27053.58,27245.4
176,25845.1,28268.04,27074.14,27257.34
177,25873.03,28270.24,27065.95,27269.28
178,25893.41,28246.81,27092.61,27281.23
179,25934.69,28289.87,27081.44,27293.17
180,25920.68,28284.26,27107.85,27305.11
181,25973.08,28264.72,27116.71,27317.06
182,25976.19,28277.94,27111.3,27329.0
