Index,Lower,Upper,Predicted,Actual
235,16058.59,20644.55,18351.11,18551.14
236,16293.42,20718.27,18425.39,18556.0
237,16154.31,20571.19,18417.24,16389.0
238,16146.31,20517.23,18309.6,16094.0
239,15819.57,20424.24,18139.77,15978.0
240,15633.02,20403.88,18039.54,15560.0
241,15450.73,20326.64,17881.3,14957.0
242,15181.78,20283.93,17738.12,14958.11
243,14953.84,20294.98,17576.11,14959.22
244,14601.07,20029.8,17376.6,14960.33
245,14421.01,20028.33,17230.02,14961.44
246,14234.57,19944.74,17137.85,14962.56
247,14063.18,19907.37,16958.23,14963.67
248,13960.83,19774.16,16885.5,14964.78
249,13860.24,19537.26,16738.04,14965.89
250,13725.81,19576.93,16671.35,14967.0
251,13536.84,19456.38,16502.87,14968.11
252,13603.21,19489.84,16493.59,14969.22
253,13385.42,19212.17,16352.2,14970.33
254,13216.38,19325.29,16236.47,14971.44
255,13216.37,19201.31,16167.65,14972.56
256,13158.74,19126.26,16137.61,14973.67
257,13223.8,19026.24,16048.48,14974.78
258,13104.11,18930.37,16039.19,14975.89
259,12942.09,18895.61,15919.66,14977.0
260,13030.25,18819.19,15943.69,14962.44
261,12970.98,18805.54,15794.92,14947.89
262,12986.35,18592.38,15711.6,14933.33
263,12744.72,18517.91,15719.03,14918.78
264,12866.85,18430.99,15666.16,14904.22
265,12882.25,18386.18,15598.65,14889.67
266,12840.67,18433.64,15637.87,14875.11
267,12729.92,18224.67,15529.97,14860.56
268,12719.85,18195.99,15476.05,14846.0
269,12765.71,18214.63,15469.59,14831.44
270,12701.29,18124.82,15450.83,14816.89
271,12655.49,18023.54,15360.6,14802.33
272,12750.14,17878.51,15326.08,14787.78
273,12660.34,17979.99,15304.62,14773.22
274,12575.38,17877.53,15253.65,14758.67
275,12608.79,17800.46,15247.69,14744.11
276,12731.62,17761.89,15217.45,14729.56
277,12561.17,17627.31,15196.05,14715.0
278,12664.19,17651.74,15157.58,14711.54
279,12669.2,17616.02,15133.18,14708.08
280,12614.4,17531.09,15117.71,14704.62
281,12683.16,17510.99,15078.4,14701.15
282,12619.78,17494.04,15076.99,14697.69
283,12617.01,17454.65,15005.86,14694.23
284,12668.01,17315.6,15008.28,14690.77
285,12756.82,17302.01,14994.06,14687.31
286,12664.99,17323.8,14966.62,14683.85
287,12717.45,17331.3,14955.96,14680.38
288,12592.2,17204.15,14958.42,14676.92
289,12631.75,17220.38,14910.44,14673.46
290,12698.62,17175.53,14949.11,14670.0
291,12635.41,17068.94,14874.26,14738.29
292,12626.27,17074.06,14864.07,14806.57
293,12705.18,17051.19,14899.23,14874.86
