Index,Lower,Upper,Predicted,Actual
254,12883.09,35913.3,23952.7,26788.0
255,12907.32,36084.79,24378.36,26868.0
256,13055.01,35552.63,24352.65,26888.0
257,13073.01,35881.88,24474.25,27525.0
258,12741.79,35599.64,24593.1,27540.3
259,13519.56,35808.72,24829.86,27555.6
260,13675.52,35895.19,24947.77,27570.9
261,14533.92,35734.01,24939.69,27586.2
262,14442.79,36091.2,25304.63,27601.5
263,14700.73,36072.57,25532.41,27616.8
264,14784.54,36265.09,25389.3,27632.1
265,15267.58,36300.77,25643.75,27647.4
266,15487.09,36371.47,25741.1,27662.7
267,15535.3,36332.39,25789.23,27678.0
268,16148.5,35939.67,26062.47,27664.5
269,15914.91,36367.02,26067.54,27651.01
270,16125.19,36315.55,26335.39,27637.51
271,16043.45,36198.64,26235.99,27624.02
272,16501.17,36338.47,26473.62,27610.52
273,17010.7,35930.83,26346.14,27597.02
274,16797.45,36114.29,26516.6,27583.53
275,17032.51,36305.67,26502.13,27570.03
276,17417.24,35944.76,26827.7,27556.53
277,17200.2,36028.25,26699.52,27543.04
278,17493.91,36126.01,26943.74,27529.54
279,17597.8,36050.97,26835.88,27516.05
280,17591.08,35980.19,26838.88,27502.55
281,17926.17,35808.18,26826.54,27489.05
282,18007.3,35760.97,26984.1,27475.56
283,17994.63,36033.8,27004.7,27462.06
284,17952.38,35684.89,27042.8,27448.57
285,18278.48,35621.32,27025.81,27435.07
286,18717.78,35720.63,27190.95,27421.57
287,18430.13,35645.83,27034.25,27408.08
288,18626.32,35510.77,27051.96,27394.58
289,18828.34,35474.82,27032.46,27381.09
290,18909.24,35536.92,27089.56,27367.59
291,19083.58,35293.77,27213.2,27354.09
292,19028.79,35034.42,27097.25,27340.6
293,19332.41,35108.0,27187.28,27327.1
294,19130.77,35012.1,27144.51,27313.6
295,19201.31,35193.26,27090.1,27300.11
296,19516.27,34894.4,27202.6,27286.61
297,19626.18,34706.38,27218.94,27273.12
298,19427.41,34919.54,27164.92,27259.62
299,19620.86,34847.35,27248.0,27246.12
300,19658.59,34652.84,27115.16,27232.63
301,20092.82,34700.51,27229.74,27219.13
302,19993.41,34666.66,27216.79,27205.64
303,20000.08,34671.59,27250.96,27192.14
304,20159.66,34262.62,27111.68,27178.64
305,19992.43,34376.24,27285.3,27165.15
306,20224.56,34164.37,27280.51,27151.65
307,20103.89,34307.86,27135.64,27138.16
308,20279.32,33935.25,27158.87,27124.66
309,20466.6,33938.85,27128.16,27111.16
310,20480.69,33678.76,27142.47,27097.67
311,20373.41,33727.64,27050.93,27084.17
312,20119.91,33942.96,27178.79,27070.67
313,20760.51,33513.44,27138.99,27057.18
314,20776.74,33814.93,27225.01,27043.68
315,20877.87,33693.41,27206.76,27030.19
316,20679.55,33613.05,27159.06,27016.69
317,20502.85,33716.07,27212.25,27003.19
