S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.1354942159291497,2.3374640834125264,0.0,0.0041859160075978785,3.784189633918261,2.6846690214359654,5.181783550292085,2.300849289480529,3.044522437723423,2.9835703355126224,0.0,0.12643566167531006
3.1354942159291497,2.596814034545381,0.0,1.3523234847430499,3.784189633918261,3.2716416537856507,5.181783550292085,3.966604658105527,3.044522437723423,2.9098993902263866,0.0,0.33515115328325495
3.1354942159291497,2.2097539864945484,0.0,0.05193383239860472,3.784189633918261,3.4582326234493137,5.181783550292085,4.582508861367524,3.044522437723423,3.061732000669182,0.0,0.8401016909455377
3.1354942159291497,1.7234570049316829,0.0,1.512789228207562,3.784189633918261,3.737452095858753,5.181783550292085,3.52643346394765,3.044522437723423,2.9842129008074587,0.0,2.2419258086339644
3.1354942159291497,2.3341776862753623,0.0,2.3723691154938527,3.784189633918261,2.883486753926806,5.181783550292085,3.8290258822928633,3.044522437723423,2.262472880306648,0.0,0.0
3.1354942159291497,2.8285184860840875,0.0,1.454943270578298,3.784189633918261,4.338176680192076,5.181783550292085,3.5626134993393452,3.044522437723423,3.058545418141557,0.0,1.3998044019852462
3.1354942159291497,3.132272115435898,0.0,0.9730479683444127,3.784189633918261,3.206715161105166,5.181783550292085,4.322044839524639,3.044522437723423,2.8120229896367093,0.0,0.0
3.1354942159291497,2.351981497372586,0.0,2.028393399597144,3.784189633918261,2.523745834663857,5.181783550292085,4.271213524851186,3.044522437723423,2.2477436099415966,0.0,3.3583740446800956
3.1354942159291497,3.280530783386405,0.0,0.0,3.784189633918261,2.9285182933707055,5.181783550292085,3.0223020652404644,3.044522437723423,2.5660153772407304,0.0,0.6493400128120012
3.1354942159291497,2.933975627486008,0.0,0.0383345778240739,3.784189633918261,2.6950152551597824,5.181783550292085,2.8773714712228804,3.044522437723423,2.577980939114616,0.0,1.6098974385059406
3.1354942159291497,2.663089367544269,0.0,2.4686170287766656,3.784189633918261,3.386059967704017,5.181783550292085,4.048668491812814,3.044522437723423,2.2148941044938537,0.0,1.40655707180911
3.1354942159291497,2.165169372598055,0.0,2.9353103006899035,3.784189633918261,2.9326569673351788,5.181783550292085,1.886158901076346,3.044522437723423,3.3305373556525857,0.0,0.2396351847254814
3.1354942159291497,3.162910123722754,0.0,1.7216166321496391,3.784189633918261,2.8298660155768705,5.181783550292085,2.2208197000691507,3.044522437723423,2.7609231511392567,0.0,0.8882066908312083
3.1354942159291497,2.9813092272114514,0.0,1.1673444963480282,3.784189633918261,0.5720307381853011,5.181783550292085,4.17923478044502,3.044522437723423,1.80426694407375,0.0,0.10304301087301737
3.1354942159291497,3.2705759269625947,0.0,1.5012007894478987,3.784189633918261,2.9403721262168943,5.181783550292085,2.217447224684479,3.044522437723423,2.4532015488217174,0.0,1.6789226166469577
3.1354942159291497,2.679810184096785,0.0,0.0,3.784189633918261,5.017040673710273,5.181783550292085,4.6042531590602245,3.044522437723423,1.5895896411058987,0.0,0.0
3.1354942159291497,2.2577181820316805,0.0,1.5477697943391586,3.784189633918261,2.659850812838107,5.181783550292085,2.8670094471987966,3.044522437723423,2.7534566369239792,0.0,0.0
3.1354942159291497,2.338669279909604,0.0,0.8139703585716438,3.784189633918261,3.897027709076708,5.181783550292085,4.567327739636356,3.044522437723423,1.6093918270728906,0.0,0.2877001388424544
3.1354942159291497,1.1991921302893498,0.0,0.35590149847107566,3.784189633918261,2.5124160678232665,5.181783550292085,1.0638969284929778,3.044522437723423,3.1734839951287332,0.0,0.22671982494039178
3.1354942159291497,2.9168023265781304,0.0,0.1318207276726735,3.784189633918261,3.4992458823545136,5.181783550292085,0.0,3.044522437723423,1.9739660546351425,0.0,2.2878975893981495
3.1354942159291497,2.6521630874282858,0.0,0.7675042593622018,3.784189633918261,3.9777484463144663,5.181783550292085,4.200185023285749,3.044522437723423,2.3745845419604947,0.0,1.7862840626425096
3.1354942159291497,2.4600220717970775,0.0,1.8635307613505234,3.784189633918261,3.0357383058911953,5.181783550292085,3.6901714304428914,3.044522437723423,1.629238877428369,0.0,0.8873720203903025
3.1354942159291497,2.755196331678365,0.0,0.7606461283131282,3.784189633918261,3.5244577377571735,5.181783550292085,3.1436644717494495,3.044522437723423,1.766506136113501,0.0,2.519397376043359
