,Actual_last_5_vals,Mean_Simulation,Simulated_13,Simulated_46,Simulated_8,Simulated_27,Simulated_0,Simulated_49,Simulated_6,Simulated_25,Simulated_39,Simulated_10,Simulated_38,Simulated_35,Simulated_44,Simulated_18,Simulated_9,Simulated_5,Simulated_30,Simulated_4,Simulated_11,Simulated_16,Simulated_20,Simulated_36,Simulated_7,Simulated_45,Simulated_15,Simulated_41,Simulated_1,Simulated_21,Simulated_29,Simulated_23,Simulated_28,Simulated_12,Simulated_2,Simulated_33,Simulated_43,Simulated_40,Simulated_3,Simulated_47,Simulated_14,Simulated_22,Simulated_17,Simulated_37,Simulated_19,Simulated_26,Simulated_32,Simulated_48,Simulated_42,Simulated_31,Simulated_24,Simulated_34
0,41110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26
6,,34734.38,32557.95,35001.51,37469.94,33150.23,35931.44,33765.03,33979.56,35986.03,31967.2,37494.28,28867.19,33878.94,31102.98,37337.75,35528.43,40488.32,36592.35,33451.36,30948.62,39819.09,31824.74,34124.69,29401.62,30413.78,38767.17,28379.97,41796.53,29773.16,37339.32,33605.6,37952.89,33478.19,28526.6,38355.73,35741.36,44903.16,29335.18,36424.6,30507.26,39292.31,34892.89,34365.53,34377.03,34088.75,37919.82,31510.18,41770.54,36048.04,38028.99,28455.39
7,,35371.83,35469.34,39054.63,35143.3,36165.94,37011.13,39239.39,35263.2,32290.5,29615.97,31904.64,40078.23,31449.76,32804.13,27922.18,32011.67,37350.12,40456.91,28500.61,28949.01,38466.18,31631.47,31405.03,39272.64,29389.99,34654.9,40817.74,31628.14,37325.58,32668.13,41288.01,41030.99,39113.9,42102.34,30595.7,29572.65,33161.19,38646.08,32839.76,34943.95,36548.63,40386.18,40770.79,32024.08,33354.53,40339.38,28096.13,38760.23,26900.67,44552.31,45623.66
8,,36238.21,39685.57,34132.6,35480.33,36407.43,33634.29,34798.96,38065.48,36465.61,39286.54,36527.13,36213.79,33997.91,36064.06,34268.52,40880.95,35248.41,32670.82,39496.64,33089.16,35897.41,32344.47,28110.67,38096.6,39435.56,30471.46,36232.88,36751.28,36003.38,30667.38,39114.79,32530.75,30590.74,37662.69,39873.35,40228.2,40470.77,36690.7,30536.84,31659.95,37193.32,45323.31,31652.7,43587.36,37953.3,41217.25,32022.38,41985.46,46023.72,37497.65,27670.03
9,,34299.22,34172.88,33640.31,32777.96,31301.71,33000.38,35054.18,27145.15,26669.59,34960.49,36968.31,36636.3,40262.01,26283.93,35509.84,35613.55,32816.78,31029.19,30369.24,35831.75,36623.32,33003.98,31619.45,32052.61,35941.7,36006.52,35595.16,39831.96,30353.11,28079.98,32342.64,28182.38,36868.66,33123.61,27573.05,31426.15,32548.51,44617.78,28915.81,33382.02,32525.68,38066.86,42591.73,39438.18,44081.61,39359.52,37198.67,38021.71,33783.07,33390.94,38371.31
10,,36003.37,36463.51,36777.42,38510.98,33646.19,38649.15,38432.6,37164.87,35876.01,35911.02,32483.45,36535.24,37219.25,36049.7,37538.02,31312.79,31353.17,34488.31,35854.74,36617.46,31288.02,40102.85,36755.22,38982.7,37425.76,40569.18,32238.96,36345.67,42313.5,35060.47,29834.12,36070.59,30287.26,32607.6,36241.87,41521.25,36905.25,36103.92,40493.87,25781.28,47918.54,33418.98,34028.63,31127.65,43896.19,39948.15,41578.22,41373.88,30257.79,24418.24,34388.8
11,MAE,,1051.3,1248.08,1291.81,1317.03,1564.15,1576.72,1834.38,2052.9,2054.17,2117.5,2244.49,2366.08,2405.81,2461.33,2466.98,2475.78,2549.26,2581.88,2584.04,2593.22,2656.41,2689.27,2719.65,2760.78,2798.26,2811.0,2865.66,2901.01,3006.94,3007.9,3128.2,3155.21,3155.69,3166.22,3197.85,3210.76,3257.51,3299.6,3395.43,3396.42,3435.0,3436.76,3511.49,3675.54,3689.52,3865.0,4210.8,4305.34,4371.32,5130.94
