DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,2.124511356602355,4.820281565605037,3.9228440191414786,2.9444389791664403,4.902139852560657
2.302585092994046,1.7721418670843483,4.820281565605037,5.5374475775128404,2.9444389791664403,3.9597541190700625
2.302585092994046,4.930878520816357,4.820281565605037,5.471093198309015,2.9444389791664403,5.670480255646156
2.302585092994046,4.2325110505063925,4.820281565605037,3.8947141244674364,2.9444389791664403,5.597665452653082
2.302585092994046,3.5253586361382325,4.825108606353353,3.837438203240475,2.9444389791664403,3.979264573897207
2.302585092994046,2.122400255776378,4.829912458665998,4.563185195343645,2.9444389791664403,2.3788514388678133
2.302585092994046,5.268154093353666,4.8346933442663405,5.182086946225968,2.9444389791664403,4.682459438607253
2.302585092994046,2.736907137554101,4.839451481712757,4.4035847583948255,2.9444389791664403,5.97392059749545
2.302585092994046,5.222723694565093,4.844187086458591,4.323559416466399,2.9444389791664403,5.250644857072996
2.302585092994046,3.771728014019858,4.845498562056402,4.151069468851824,2.9444389791664403,4.171521632259697
2.302585092994046,1.8770551086247145,4.846808319938465,5.9411879286763645,2.9444389791664403,2.365072115169279
2.302585092994046,0.8513423606006141,4.848116364598481,3.5596449462348,2.9444389791664403,5.440782429352135
2.302585092994046,5.459618903674596,4.8494227005125365,3.3893111790810666,2.9444389791664403,3.8483855859097855
2.302585092994046,5.979851478855194,4.850727332139201,3.3144912335795724,2.9444389791664403,4.556846785426797
2.302585092994046,4.613708149211068,4.852030263919617,5.067275933439283,2.9444389791664403,4.0401547626303485
2.302585092994046,4.759889393124533,4.853331500277589,2.997914646469813,2.9444389791664403,5.103451760322825
2.302585092994046,2.6074397544023284,4.854631045619675,4.488290695926323,2.9444389791664403,3.051025553601783
2.302585092994046,2.825442109964454,4.855928904335275,3.0491120795999134,2.9444389791664403,3.9188613426322583
2.302585092994046,3.196033613624871,4.857225080796721,2.4052451591600263,2.9444389791664403,4.503402638251455
2.302585092994046,2.1779794041469316,4.858519579359367,3.6872880842056768,2.9444389791664403,4.374493503304772
2.302585092994046,6.709414994443081,4.859812404361672,2.48137769886671,2.9444389791664403,4.247943000904953
2.302585092994046,3.6175966735542544,4.90527477843843,3.8128574918501883,2.9444389791664403,4.695063420794748
2.302585092994046,5.641863245545448,4.948759890378168,5.046328649132945,2.9444389791664403,5.4582966561079544
