,Actual_last_5_vals,Mean_Simulation,Simulated_11,Simulated_16,Simulated_20,Simulated_12,Simulated_15,Simulated_9,Simulated_3,Simulated_18,Simulated_4,Simulated_10,Simulated_27,Simulated_22,Simulated_13,Simulated_23,Simulated_28,Simulated_8,Simulated_21,Simulated_5,Simulated_6,Simulated_19,Simulated_17,Simulated_7,Simulated_24,Simulated_2,Simulated_1,Simulated_26,Simulated_29,Simulated_0,Simulated_25,Simulated_14
0,16985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17286.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17395.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26,7462.26
6,,9225.64,1766.01,2499.42,20630.46,8558.0,9664.71,12464.23,2223.26,-16096.49,7959.86,5493.48,9172.2,10374.81,140.79,8236.43,12799.89,13153.04,13395.64,11669.01,-1929.84,-6235.04,21836.12,-4079.11,22970.79,9046.76,2921.96,12682.55,14475.62,25254.91,20664.44,25055.2
7,,7478.78,9371.82,10594.55,8905.08,10449.85,-42.96,12727.9,7280.01,17735.28,1938.87,12369.07,-11106.44,-6061.89,10055.37,6017.19,18629.15,1076.55,503.0,17658.2,2882.1,6530.51,8969.85,14971.67,14423.75,22250.53,2977.64,8480.13,4021.49,15419.46,-4446.95,-217.49
8,,9839.36,6430.46,16613.75,17076.79,14253.39,12389.17,8924.56,23268.73,13077.7,17022.93,15917.36,12156.4,15996.9,-2200.36,-2639.8,5086.77,8441.41,11932.09,15225.76,4537.91,-1787.84,4233.98,8267.14,-6415.85,11996.05,1400.28,7317.01,23468.13,21011.31,12083.24,95.37
9,,9693.17,26963.34,5095.32,4812.58,-2201.76,12758.55,-2059.98,10767.2,12364.76,3141.59,13864.49,13125.98,8662.48,19597.98,16727.95,1237.33,11754.83,18022.85,15286.78,-89.89,10383.74,17594.54,9310.03,14389.93,7770.82,32121.95,8209.89,-3660.03,2492.02,7533.04,-5183.28
10,,9848.61,20502.81,2032.61,8062.78,11574.99,17361.34,-1015.6,21908.9,13684.68,20993.45,16044.16,21482.58,5861.33,13091.76,21293.63,2229.41,28042.72,15716.12,7397.87,6422.99,-8267.77,15354.82,1301.02,10647.23,-29.44,9739.98,-3398.95,-5268.24,9134.55,838.19,12718.45
11,,6742.81,7052.34,5660.93,11250.87,1072.57,1368.12,-1525.86,309.01,-2032.54,-1001.88,22649.67,-6326.45,25756.2,13887.6,-17014.19,-4598.48,14042.8,2041.5,5216.74,22765.03,25926.02,1135.98,22662.15,1474.21,6928.42,20698.07,8902.17,1484.97,-10236.75,15326.17,7408.91
12,,9131.53,8315.82,8869.47,3597.09,8258.42,15472.42,3835.01,5412.19,7626.31,-4658.27,21267.28,5358.28,11082.22,12579.22,1149.65,4531.08,17059.41,12123.88,-1066.33,16167.17,13943.07,6468.21,8339.86,19555.73,-9645.36,11483.14,2440.82,17863.56,2270.25,20055.46,24190.9
13,,7931.8,5604.51,8523.25,2914.92,12025.37,6661.49,5746.07,4811.61,15324.31,9744.73,2740.01,14654.81,8217.34,15316.64,1573.8,17652.12,3855.68,15676.58,5589.32,10187.25,23738.13,9290.87,-672.55,-12162.77,17298.24,-6015.16,24820.36,3914.02,14458.79,-5866.27,2330.49
