S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,1.869146227734959,4.248495242049359,4.88769548568343,4.1588830833596715,3.2208342741363967,1.3862943611198906,1.8858841913933437,2.4849066497880004,3.224456112529674
0.0,0.6022989892778255,4.248495242049359,3.897913280597249,4.1588830833596715,3.702505563248801,1.3862943611198906,1.1429849479241243,2.4849066497880004,3.98176602990382
0.0,0.5940744410472157,4.248495242049359,4.194737869637283,4.1588830833596715,0.9752074646110429,1.3862943611198906,1.7766251931168897,2.498699971920336,2.6429264659406875
0.0,2.354879679116928,4.248495242049359,3.2314235556392283,4.1588830833596715,2.4026249140527143,1.3862943611198906,1.3195980259956497,2.512305623976115,2.7437176063124853
0.0,2.8019592521504904,4.248495242049359,4.161125114428127,4.1588830833596715,2.7124872020134467,1.3862943611198906,1.9873173321480215,2.5257286443082556,2.693051314440987
0.0,0.7201541542887197,4.248495242049359,4.147381210758559,4.1588830833596715,2.1445428920156084,1.3862943611198906,1.4018732602415354,2.538973871058276,2.8042103344120086
0.0,1.0269314269774001,4.248495242049359,4.28581191675744,4.1588830833596715,4.07596763240199,1.3862943611198906,1.961066721694447,2.5520459526256287,2.2483139760520543
0.0,0.5901188186585459,4.248495242049359,4.520740014158419,4.1588830833596715,2.642520425036751,1.3862943611198906,2.284589391987626,2.5649493574615367,3.1110404241106018
0.0,1.2370361123382925,4.248495242049359,4.692330953509393,4.1588830833596715,2.3926016339298233,1.3862943611198906,1.585743876135015,2.5649493574615367,4.110413279821456
0.0,2.284952759802018,4.248495242049359,3.985819280954085,4.1588830833596715,2.5346740614733574,1.3862943611198906,1.9133410071245358,2.5649493574615367,3.56247182646514
0.0,0.7344327924482048,4.248495242049359,4.92887756517675,4.1588830833596715,2.346112495361888,1.3862943611198906,1.2556451914618287,2.5649493574615367,3.2826126702483274
