RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,1.0986122886681098,0.747335632553444,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.0,0.0,0.18393647179709674
0.0,0.0,1.0986122886681098,0.3505440959654744,3.3262343431887,1.8693164305504077,0.0,0.0,0.0,0.0,0.0,0.3427889231310487
0.0,0.0,1.0986122886681098,0.29176461987558155,3.332204510175204,1.6030063982777187,0.0,0.0,0.0,0.0,0.0,0.11897970397168907
0.0,0.0,1.0986122886681098,0.9652885631861758,3.332204510175204,1.5816910038270569,0.0,0.0,0.0,0.0,0.0,0.5024149717558806
0.0,2.2302387220842517e-06,1.0986122886681098,0.7121271647382321,3.332204510175204,1.855826286367707,0.0,0.0,0.0,0.0,0.0,0.5943147716810072
0.0,0.0,1.0986122886681098,0.30187690846144827,3.332204510175204,1.7548930217021617,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.5294629062662748,3.332204510175204,1.2440420200768472,0.0,0.0,0.0,0.0,0.0,0.28491897401560623
0.0,0.0,1.0986122886681098,0.16647758495998677,3.332204510175204,2.8887755545281495,0.0,0.0,0.0,2.3042241657201273e-07,0.0,0.7035265847416391
0.0,0.0,1.0986122886681098,0.7210270985831225,3.332204510175204,0.5739279167791318,0.0,0.0,0.0,0.0,0.0,0.16253915455291604
0.0,0.0,1.0986122886681098,0.9319453885819251,3.332204510175204,0.9413250096976561,0.0,0.0,0.0,0.0,0.0,0.07276567546918049
0.0,0.0,1.0986122886681098,0.6609340029153741,3.332204510175204,0.8038451303022006,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.8899432518103542,3.332204510175204,1.1922391405636934,0.0,0.0,0.0,0.0,0.0,0.12556008972835908
