S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
0.0,0.2794232198498843,3.258096538021482,2.772473121823204,0.0,0.4439758923710559
0.0,0.5962602274124698,3.258096538021482,2.7685688514563274,0.0,0.8783164181618266
0.0,0.21913333381697808,3.258096538021482,3.0741614305005713,0.0,0.1255270080698448
0.0,0.2705556288308338,3.258096538021482,2.2632804153292447,0.0,0.034990861022062614
0.0,0.21766305855104803,3.258096538021482,3.417034293058186,0.0,0.1965139038453694
0.0,0.05452072534308425,3.258096538021482,3.137160454382307,0.0,0.47563246435017187
0.0,0.3116291687041077,3.258096538021482,2.5264149205359288,0.15415067982725825,0.18695796796148634
0.0,0.0,3.258096538021482,3.1357869095811246,0.2876820724517809,0.5472888243122106
0.0,0.0,3.258096538021482,2.2314134305453996,0.4054651081081644,0.7089235051816498
0.0,0.36650390701407354,3.258096538021482,3.175301523429423,0.5108256237659906,0.4162641368896347
0.0,0.5735230148210375,3.258096538021482,2.831432911718652,0.6061358035703155,0.2313825686830802
0.0,0.0458619554059044,3.258096538021482,3.0630412466877983,0.6931471805599453,0.33589210575594164
