RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.847383570115495,1.0986122886681098,2.4641614390104545,6.018593214496234,4.028927349099168,6.893656354602635,7.429440635186706
3.1354942159291497,3.1291788018999225,1.0986122886681098,0.5275579554854009,6.025865973825314,7.129007254830693,6.904750769961838,6.745526109185164
3.1354942159291497,2.5534439888676297,1.0986122886681098,2.4543556345329227,6.028278520230698,6.195104230298728,6.907755278982137,5.698029536401971
3.1354942159291497,2.51974146030289,1.0986122886681098,2.531162299274067,6.018593214496234,5.946308050024433,6.926577033222725,6.51930890938502
3.258096538021482,4.380691972740927,1.0986122886681098,1.9062904881153564,5.937536205082426,4.113850241908981,6.903747257584598,4.418051280738892
3.258096538021482,4.474251512163113,1.3862943611198906,1.540427699584028,6.016157159698354,6.393452240562892,7.00397413672268,5.4125714825046165
3.332204510175204,2.698973881273436,0.6931471805599453,1.7272691254113743,5.713732805509369,5.666851649335506,6.760414691083428,5.7158744212083175
3.332204510175204,1.8631012039595416,0.6931471805599453,2.023138534117939,5.71042701737487,4.486116384243743,6.7357800142423265,7.016600590947906
3.332204510175204,4.404758847712695,0.6931471805599453,1.0957401992669724,5.683579767338681,4.370272040638342,6.734591659972948,6.045751814865392
3.332204510175204,5.047056823767443,0.6931471805599453,2.061967439861713,5.69035945432406,5.790110946732687,6.738152494595957,7.834574000594598
3.332204510175204,3.760560054689012,0.6931471805599453,1.7062143259808618,5.697093486505405,5.156240785391714,6.7580945044277305,6.985897414598952
