RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.7908364257211205,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.09570708395718364,0.6143608525794846,0.0,0.5357143502130369
0.0,0.10013128018204828,0.0,0.4395541421624115,0.0,0.0,0.7667871704884506,1.6412777904134563,0.0,1.2268565659959247,0.0,0.0,0.0,0.24465646261511023,0.09173093557754416,0.6885810575750658,0.0,0.7656328198378366
0.0,0.32393868416401106,0.0,0.16190786146242492,0.0,0.0,0.7421452665515222,1.996599737691333,0.0,0.0,0.0,0.0,0.0,0.18363283398247152,0.08773891430800683,0.9640433286197918,0.0,1.8154331965760382
0.0,0.07324310435106068,0.0,0.0,0.0,0.49573360813519396,0.71688076489204,0.29226260199749254,0.0,0.4085938920261109,0.0,0.12566905652387617,0.0,0.0,0.08373089291046804,0.07334539905503012,0.0,1.4906938045658125
0.0,0.28604413239639287,0.0,0.2749360852916748,0.0,0.035279158174613134,0.6909613873399651,1.5104281334223981,0.0,1.5718523483792102,0.0,0.4270377523812165,0.0,0.0,0.07970674261074254,0.5476476174352592,0.0,0.26596291053402676
0.0,0.0,0.0,0.38099433485595424,0.0,0.40907878747396276,0.6643522786120012,0.6384475011595578,0.0,0.49062676110277076,0.0,0.038575004448266156,0.0,0.08193240149023598,0.0756663330737376,0.1865146615596247,0.0,1.1754866330737048
0.0,0.2212046814830632,0.0,0.5157562707608282,0.0,0.30157601568143516,0.6370157244482506,2.681019172105083,0.0,1.1487071790269234,0.0,0.3267545623544486,0.0,0.0,0.07160953237812315,0.686946780947643,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6089108301281418,1.6628036177584453,0.0,0.6204767380054748,0.0,0.0,0.0,0.14342935786701166,0.06753620699048736,1.2010864722499637,0.0,0.0
0.0,0.0,0.0,0.26729310631635494,0.0,0.0,0.5799931524885629,2.4745977981483023,0.0,0.6910776466882554,0.0,0.26263016756331486,0.0,0.0,0.06344622173896218,0.7729022865171555,0.0,1.3742866869968071
0.0,0.0,0.0,0.8067244853977744,0.0,0.08786146936529418,0.5502142771329512,1.2986076580887127,0.0,0.0,0.0,0.5910417805375403,0.0,0.022319434710244453,0.059339439786308804,0.0,0.0,2.349507661611506
0.0,0.3347691020032538,0.0,0.0,0.0,0.0,0.5195213307335447,3.5174293268492054,0.0,0.8008242342302969,0.0,0.03687375010638269,0.0,0.3065461737805639,0.055215722602446685,0.3265633947271241,0.0,0.7238409866034926
0.0,0.0,0.0,0.0,0.0,0.04778122855072322,0.4878564160895768,2.3243953168441536,0.0,0.8656729056387329,0.0,0.48508084533729895,0.0,0.03047222330985942,0.05107492993641532,0.5933459571159883,0.0,0.1001945994788912
0.0,0.0,0.0,0.775623321744414,0.0,0.0,0.45515595477864185,1.9322500196857333,0.0,0.0,0.0,0.0,0.0,0.10212115913286901,0.04691691978775157,0.585540247015824,0.0,1.715830470471598
0.0,0.7548951551290708,0.0,0.0,0.0,0.4822065977207516,0.4213499186481877,2.0852474717518295,0.0,0.6209800873925034,0.0,0.0,0.0,0.14727493665531718,0.04274154837727106,0.3592999113565889,0.0,0.0
0.0,0.21784196404305636,0.0,1.5837870768916507,0.0,0.09772070213330981,0.3863609267981219,2.5161013152748333,0.0,2.342008927003066,0.0,0.03266037776663479,0.0,0.29233604478428776,0.038548670117235125,0.7722674082157004,0.0,0.0
0.0,0.35908822878840607,0.0,0.0,0.0,0.28094060321179304,0.3501031787754985,2.7984710354435864,0.0,2.07964986621041,0.0,0.12718802871779045,0.0,0.2642405812081329,0.03433813758089155,0.5502207171569488,0.0,0.8222099970330863
0.0,0.0,0.0,0.36753491907513736,0.0,0.0,0.3124811869859139,3.1007906932746634,0.0,1.3913369077287618,0.0,0.0,0.0,0.1875570812330827,0.03010980147137047,1.4979683231683696,0.0,0.5570428548897673
0.0,0.9505548407656046,0.0,0.0,0.0,0.21189403415144215,0.27338826119463594,3.4010828712803454,0.0,0.0,0.0,0.10799281551507935,0.0,0.010118958787234102,0.025863510589919297,1.041564603087827,0.0,0.0
0.0,0.0,0.0,1.466149143268195,0.0,0.18006473750979074,0.23270468455819335,1.1888376719835687,0.0,0.0,0.0,0.7589165154165493,0.0,0.0,0.021599111803461798,0.0,0.0,0.0
