S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,2.999826586366925,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,3.258096538021482,2.5343843620444226,4.7535901911063645,4.506338197135906,4.894101477840304,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.0,0.4960677056471013
4.456283405280375,3.197124735507404,3.332204510175204,3.817441754354045,1.0986122886681098,1.0654793560312072,0.0,0.023964836375525933,0.0,0.0,3.258096538021482,1.9114568935076213,4.7535901911063645,3.6775829922805974,4.8972177159495125,3.9191486325969027,0.0,0.901701557490769,2.302585092994046,1.890816492264291,0.0,0.0
4.458215773031428,4.22231476163201,3.332204510175204,3.45201934436451,1.0986122886681098,0.6182883716308605,0.0,0.0,0.0,0.10198138865169812,3.258096538021482,3.5700193370936244,4.7535901911063645,4.094566768637733,4.9003242732785735,4.991113515048089,0.0,0.0,2.302585092994046,2.1241898626903994,0.0,0.7854975116270084
4.460144413937834,3.5387838460719108,3.332204510175204,3.2111612001288914,1.0986122886681098,0.7975114248181479,0.0,0.5971049193963673,0.0,0.23620248722196177,3.258096538021482,3.9086454118983864,4.7535901911063645,4.244866264163361,4.903421209789107,5.179792324292018,0.0,0.0,2.302585092994046,1.945625601191036,0.0,0.8828666963071135
4.4620693423474185,5.695040429251484,3.332204510175204,3.9443467119382563,1.0986122886681098,0.6659692119348851,0.0,0.3988677388809928,0.0,0.0,3.258096538021482,2.902394892647632,4.7535901911063645,5.110163177967772,4.906508584887358,3.658517332024243,0.0,0.34473828491239833,2.302585092994046,1.5735061757195545,0.0,1.0308716886602125
4.4639905725253115,4.33801207528088,3.332204510175204,2.881958376129104,1.0986122886681098,0.4969522865402368,0.0,0.9570550656880337,0.0,0.12791998086951614,3.258096538021482,1.849089900055616,4.7535901911063645,4.3934361651739176,4.909586457431038,4.711438799537262,0.0,0.5617215088010119,2.302585092994046,1.8424058313389617,0.0,0.6550843793733454
4.465908118654584,5.579889293959561,3.332204510175204,2.912645347589316,1.0986122886681098,1.3693580299663304,0.0,0.0,0.0,0.0,3.258096538021482,3.5683970224525314,4.7535901911063645,4.861580873096812,4.912654885736052,4.1737757464842575,0.0,0.11632778291198692,2.302585092994046,2.4749585148635282,0.0,1.059436788361066
4.465908118654584,2.5054725859607885,3.332204510175204,2.674164890194368,1.0986122886681098,0.38095853770205484,0.0,0.32834426569570757,0.0,0.19977933475572704,3.258096538021482,2.1546050500476768,4.770684624465665,4.578416633313425,4.912654885736052,5.294187236372505,0.0,0.0,2.302585092994046,2.0778403907640666,0.0,0.7356643676746037
4.465908118654584,1.711378265737666,3.332204510175204,2.3936904850223075,1.0986122886681098,1.0539561064306187,0.0,0.36616379738136906,0.0,0.0,3.258096538021482,3.6416153290309854,4.770684624465665,4.606398496942064,4.952299717083292,3.864029818075856,0.0,0.09311418377121752,2.302585092994046,1.5100109651598375,0.0,0.3474856613171103
4.465908118654584,2.4678803839957157,3.332204510175204,3.49167386518094,1.0986122886681098,1.6666265157922195,0.0,0.2882106946607962,0.0,0.037177199415382,3.258096538021482,2.8981204274756305,4.770684624465665,4.3587270089563015,4.990432586778736,2.326185402206733,0.0,1.210717059163877,2.302585092994046,1.2566216511337733,0.0,1.0881695932744573
4.465908118654584,3.07315969719592,3.332204510175204,3.1784393261292165,1.0986122886681098,0.6741223974142132,0.0,0.6384846595706486,0.0,0.30546018160121713,3.258096538021482,2.9104280497543096,4.770684624465665,5.324765520657573,4.990918377412531,4.3962082488305185,0.0,0.0,2.302585092994046,1.7173261937153101,0.06899287148695142,0.0
4.465908118654584,1.7764783607383934,3.332204510175204,3.6959231132221557,1.0986122886681098,1.4808102509105043,0.0,0.20555167339719235,0.0,0.0,3.258096538021482,2.0095075490931955,4.770684624465665,4.495484515745425,4.991403932168368,3.7135633677072764,0.0,0.6396159923338814,2.302585092994046,1.2413365549818602,0.13353139262452257,0.7471047862629441
4.465908118654584,4.499550558785729,3.332204510175204,3.7593897199528694,1.0986122886681098,0.4062871863133113,0.0,0.2376864564650149,0.0,0.0,3.258096538021482,1.7097662632222166,4.770684624465665,4.156973392310021,4.9918892512752,3.623158695422669,0.0,0.32729519617157615,2.302585092994046,2.013021385838832,0.1941560144409574,1.2400618646399006
4.465908118654584,3.9417568340953024,3.332204510175204,3.153093092038413,1.0986122886681098,0.9509863072965993,0.0,0.6012671575768008,0.0,0.23616689349421366,3.258096538021482,1.9681986704979573,4.770684624465665,4.503433725657796,4.992374334961647,4.520048926295585,0.0,1.1187830166064836,2.302585092994046,0.9464976826327244,0.25131442828090605,0.6877848508080122
4.465908118654584,1.9132262359441596,3.332204510175204,2.141744522047966,1.0986122886681098,0.7504174925704294,0.0,0.6295208998923838,0.0,0.0,3.258096538021482,3.481817897950037,4.770684624465665,4.267888218063882,4.992859183455994,3.1340153618247193,0.0,0.12748368072115657,2.302585092994046,0.2228049905248366,0.3053816495511818,0.34225946081712644
4.465908118654584,2.3930361425592053,3.332204510175204,2.8949713154113517,1.0986122886681098,0.13505361927262782,0.0,0.0,0.0,0.33198374843679107,3.258096538021482,3.3520649556260143,4.770684624465665,5.277789557928868,4.993343796986195,4.187801514155662,0.0,0.24805530951643023,2.302585092994046,1.2531164292178936,0.35667494393873234,0.3029438299340167
4.465908118654584,2.0116353556128415,3.332204510175204,2.2064873855913647,1.0986122886681098,0.08690352492314846,0.0,0.3199317669120822,0.0,0.0,3.258096538021482,2.4947119892850287,4.770684624465665,4.171414952639263,4.993828175779875,6.183998068657123,0.0,0.0,2.302585092994046,2.4880517460127503,0.4054651081081644,1.3463795454238061
4.465908118654584,3.6041584350843925,3.332204510175204,3.1144086808843894,1.0986122886681098,0.22014367868582396,0.0,0.612752439805626,0.0,0.0,3.258096538021482,2.4237641955607883,4.770684624465665,4.549880489378917,4.994312320064325,4.879396412225363,0.0,0.31635457712917664,2.302585092994046,1.6517729878511918,0.4519851237430572,0.4845221873162052
4.465908118654584,2.735668282080823,3.332204510175204,3.3367350967001626,1.0986122886681098,0.46797122551830594,0.0,0.0,0.0,0.0,3.258096538021482,2.0602148863904723,4.770684624465665,4.29085238464064,4.99479623006651,3.3152385341577313,0.0,0.0,2.302585092994046,2.25069682892374,0.49643688631389105,0.6625677139610311
4.465908118654584,2.3190777071517372,3.332204510175204,2.835396746508722,1.0986122886681098,0.08463958418054585,0.0,0.46818094161375673,0.0,0.13140967066064563,3.258096538021482,2.540097005562648,4.770684624465665,3.854428261671938,4.995279906013061,4.4097332376969645,0.0,0.0,2.302585092994046,1.303406934441136,0.5389965007326869,0.4589300176465135
4.465908118654584,0.7287493098726032,3.332204510175204,3.0329991462117767,1.0986122886681098,2.0995180831215,0.0,0.0,0.0,0.0,3.258096538021482,1.9690979801114654,4.770684624465665,4.858201173509225,4.995763348130285,3.676393487833337,0.0,0.2244879751999288,2.302585092994046,1.9882939289439205,0.5798184952529422,0.02378313536431531
4.465908118654584,1.4817021325607218,3.332204510175204,3.1315414050966677,1.0986122886681098,0.8802730662483732,0.0,0.17724373669304802,0.0,0.37970426695819076,3.258096538021482,2.148418260697211,4.770684624465665,4.951024038968415,4.996246556644156,4.3530663692976255,0.0,0.212422334896583,2.302585092994046,2.4042675279798784,0.6190392084062234,0.5127672954828184
4.465908118654584,2.0383245666516663,3.332204510175204,2.8798183290586987,1.0986122886681098,0.42047564596638143,0.0,0.0,0.0,0.0,3.258096538021482,2.9937218584373047,4.770684624465665,5.079617289680047,4.996729531780326,4.732685802561805,0.0,0.7632990998879803,2.302585092994046,2.1381021576066357,0.6567795363890704,0.4318486205702902
4.465908118654584,3.4735180617182624,3.332204510175204,3.740075120744188,1.0986122886681098,1.0376682248572155,0.0,0.0,0.0,0.29492390144032954,3.258096538021482,3.0129998796989437,4.770684624465665,4.324786198625642,4.997212273764115,4.339765726140244,0.0,0.0,2.302585092994046,1.8784221625213853,0.6931471805599453,0.42890866348491546
