RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,2.117428986140867,1.791759469228055,2.280999770170136,1.0986122886681098,1.5370097075579712,6.018593214496234,4.635429842678791
3.1354942159291497,2.796173313382536,1.791759469228055,2.5462596164348463,1.0986122886681098,1.3314949378374605,6.025865973825314,5.39809123053174
3.1354942159291497,3.8491089285771016,1.791759469228055,2.024236351368909,1.0986122886681098,1.8908448216549807,6.028278520230698,6.596074177795467
3.1354942159291497,2.468560088387625,1.791759469228055,2.0754533306978638,1.0986122886681098,1.53556847369156,6.018593214496234,6.65789759821266
3.258096538021482,3.1874380772626822,1.791759469228055,1.5999955674260655,1.0986122886681098,0.6902323624296133,5.937536205082426,4.433872147358941
3.258096538021482,3.4985491560221424,2.772588722239781,1.4703638959321057,1.3862943611198906,1.8212041126034324,6.016157159698354,5.620563859085044
3.332204510175204,3.649384705272211,2.6390573296152584,1.9523843629530426,0.6931471805599453,2.138067945601902,5.713732805509369,6.208159976314476
3.332204510175204,3.0188465957554707,2.6390573296152584,1.1312913572761774,0.6931471805599453,0.3628543629031933,5.71042701737487,5.169413653714643
3.332204510175204,3.1715621784305825,2.6390573296152584,1.5618599413160603,0.6931471805599453,1.1177106193094222,5.683579767338681,5.070533693022803
3.332204510175204,1.5334007295486862,2.6390573296152584,1.535332129100381,0.6931471805599453,1.5646712240750709,5.69035945432406,4.561068752810382
3.332204510175204,3.087568873188838,2.6390573296152584,2.788117451394503,0.6931471805599453,0.21378396849288173,5.697093486505405,5.71341768125428
