RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,3.540354972091994,1.791759469228055,1.9259100073372364,1.0986122886681098,1.9803166302105821,6.018593214496234,5.533689919552469
3.1354942159291497,2.8302253308828815,1.791759469228055,0.5297609596952186,1.0986122886681098,2.0193088697665953,6.025865973825314,5.575733624829555
3.1354942159291497,4.715529757380219,1.791759469228055,0.9990923094347803,1.0986122886681098,1.3461022576943353,6.028278520230698,4.6493258667059845
3.1354942159291497,4.219229313391659,1.791759469228055,1.1204514154148968,1.0986122886681098,2.095831012772461,6.018593214496234,5.003681601668264
3.258096538021482,3.913189556021665,1.791759469228055,2.5164105658793097,1.0986122886681098,1.5381658911072185,5.937536205082426,4.768894639520334
3.258096538021482,3.9903026112212294,2.772588722239781,2.3191791624421505,1.3862943611198906,0.41057797017094466,6.016157159698354,4.016785670673866
3.332204510175204,3.1971762100617296,2.6390573296152584,3.3964322458106855,0.6931471805599453,0.9312070812114218,5.713732805509369,4.739036891588957
3.332204510175204,2.6189886067854387,2.6390573296152584,1.6696744654226279,0.6931471805599453,0.8746309838706183,5.71042701737487,4.1781216509131545
3.332204510175204,2.980977973237614,2.6390573296152584,1.4485639420256151,0.6931471805599453,1.220585282957055,5.683579767338681,4.9603645711021915
3.332204510175204,3.29590175005264,2.6390573296152584,1.8403925690179983,0.6931471805599453,1.4734681363860804,5.69035945432406,5.580193522408265
3.332204510175204,4.02117779577412,2.6390573296152584,2.08243889269508,0.6931471805599453,1.0068676838561026,5.697093486505405,4.474143917806486
