RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.841762251268432,3.1354942159291497,2.542718434508324,0.0,0.8982984171530889,5.181783550292085,3.2452379648143057,3.044522437723423,2.007704082187522,0.0,1.2930040031977563
3.367295829986474,3.4626898499812877,3.1354942159291497,2.226547037749169,0.0,0.3334462158087199,5.181783550292085,1.8025792037409492,3.044522437723423,2.0440219508704893,0.0,2.2698399445507165
3.367295829986474,3.9210428395507795,3.1354942159291497,2.8953809321435573,0.0,0.6953372470229565,5.181783550292085,3.8797386502732776,3.044522437723423,1.7912962002062724,0.0,1.0313511145824579
3.367295829986474,3.6084118302155366,3.1354942159291497,3.0196759540917113,0.0,2.451952467397396,5.181783550292085,4.5762698307138745,3.044522437723423,1.6070107813079813,0.0,1.8779206393697425
3.367295829986474,3.7552162639908953,3.1354942159291497,3.7298916765917935,0.0,2.6711456084221914,5.181783550292085,2.4320812137785475,3.044522437723423,1.9087658828875207,0.0,2.9412107236949274
3.367295829986474,3.2815794434617866,3.1354942159291497,2.5136489508529385,0.0,0.5083085512292194,5.181783550292085,5.017228463152909,3.044522437723423,2.530881601477039,0.0,1.5065985585278185
3.367295829986474,3.5700558250392787,3.1354942159291497,2.402948303693525,0.0,1.0517279776357173,5.181783550292085,4.091059761932453,3.044522437723423,3.027453255446719,0.0,1.1540198152499996
3.367295829986474,2.9251680604933123,3.1354942159291497,2.1615651329301855,0.0,0.4403364382655922,5.181783550292085,3.693476566314124,3.044522437723423,2.3356401793395634,0.0,0.0
3.367295829986474,3.022107805227699,3.1354942159291497,2.7303395090051006,0.0,0.181946788186911,5.181783550292085,3.417227989978107,3.044522437723423,1.2189034980071936,0.0,0.9369692816754593
3.367295829986474,3.638788011718917,3.1354942159291497,3.185307496868094,0.0,0.9079291200207187,5.181783550292085,4.316488084300465,3.044522437723423,2.7847322364382587,0.0,0.0
3.367295829986474,2.3761239587258283,3.1354942159291497,3.2519249000839907,0.0,1.0427264554367428,5.181783550292085,4.048517677665971,3.044522437723423,3.313104333572867,0.0,0.060939307199581405
