S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
4.406719247264253,4.407854446170905,1.0986122886681098,1.098607464109944,1.791759469228055,2.031018955724018,2.5649493574615367,1.5994516205884413,3.295836866004329,3.154149068734232,3.6888794541139363,3.712288519035094,3.6635616461296463,3.5775670086737814,0.0,0.0,1.6094379124341003,1.3182799977554265,1.6094379124341003,1.438699851280621
4.418840607796598,4.401270675959738,1.0986122886681098,1.0986065882188738,1.791759469228055,2.256806770949851,2.5649493574615367,4.202908591849749,3.295836866004329,3.0321696809923,3.6888794541139363,3.72942095933215,3.6635616461296463,3.6772988619298226,0.0,0.0,1.6094379124341003,1.1881759733667268,1.6094379124341003,1.4478089436999606
4.418840607796598,4.4019853852979764,1.0986122886681098,1.0986081996145596,1.791759469228055,1.6416700709502838,2.5649493574615367,3.3623631697114975,3.295836866004329,3.1466784687291147,3.6971782569286313,3.7106053822800025,3.6635616461296463,3.4132316278480017,0.0,0.0,1.6094379124341003,1.2977861116506997,1.6094379124341003,1.3123751892520146
4.418840607796598,4.439071048896366,1.0986122886681098,1.0986084445415067,1.791759469228055,2.285121592310819,2.5649493574615367,1.6439013873112698,3.295836866004329,2.9809590640428683,3.7054087560651467,3.7316128093129683,3.6635616461296463,3.786233242325199,0.0,0.0,1.6094379124341003,1.5646362654057033,1.6094379124341003,1.3964358936087828
4.418840607796598,4.385197940584276,1.0986122886681098,1.0986096350054966,1.791759469228055,2.1378396727800193,2.5649493574615367,2.617671132967666,3.295836866004329,3.100423881825839,3.713572066704308,3.696873189354594,3.6635616461296463,3.599837314917632,0.0,0.0,1.6094379124341003,1.041131567068259,1.6094379124341003,1.3635005102555984
4.430816798843313,4.403476433062819,1.0986122886681098,1.098605413306705,1.791759469228055,1.616398911511709,2.5649493574615367,2.318598444347334,3.295836866004329,3.099302558586435,3.7376696182833684,3.6931050698639964,3.6635616461296463,3.4842189297818624,0.0,0.0,1.6094379124341003,1.296916983324028,1.6094379124341003,1.4574894857923302
4.442651256490317,4.413276659560704,1.0986122886681098,1.0986045263945483,1.791759469228055,2.4238088359499375,2.5649493574615367,4.764151441173562,3.295836866004329,3.06277085304541,3.7612001156935624,3.6915805261945334,3.6635616461296463,3.66521122560419,0.0,4.6920823810771053e-07,1.6094379124341003,1.0512519368675213,1.6094379124341003,1.4544751305203334
4.454347296253507,4.40482866834806,1.0986122886681098,1.098606342568306,1.791759469228055,2.475391025401434,2.5649493574615367,3.224043309556246,3.295836866004329,3.146193450353381,3.7612001156935624,3.729423247515372,3.7612001156935624,3.773516853581971,0.0,0.0,1.6094379124341003,1.2550108125997068,1.6094379124341003,1.5099685530039588
4.465908118654584,4.370195917854572,1.0986122886681098,1.0986099098099686,1.791759469228055,1.861850404091484,2.5649493574615367,0.1791121355571541,3.295836866004329,3.01440915264928,3.7612001156935624,3.658425975554041,3.7612001156935624,3.6024487721207925,0.0,0.0,1.6094379124341003,1.425819880487913,1.6094379124341003,1.3763116779797333
4.473541743509655,4.379794300879695,1.0986122886681098,1.0986049914801028,1.8458266904983307,2.3686976646163327,2.5649493574615367,0.2949081493945651,3.295836866004329,3.1410450128263743,3.7689221617874726,3.7159147103908894,3.784189633918261,3.547512193134907,0.0,0.0,1.6094379124341003,0.8683183762469988,1.6094379124341003,1.6727755737428989
4.481117537318112,4.418446771923594,1.0986122886681098,1.0986101724629516,1.8971199848858813,1.7476547816778112,2.5649493574615367,2.9295468280485375,3.295836866004329,3.159060751840683,3.7765850345330416,3.698187803828691,3.8066624897703196,3.537093601253771,0.0,0.0,1.6094379124341003,1.075935981380506,1.6094379124341003,1.4140915655885984
4.48863636973214,4.365452779261875,1.0986122886681098,1.0986082233571066,1.9459101490553132,1.9148522191660762,2.5649493574615367,0.0,3.295836866004329,3.155591596468309,3.784189633918261,3.676440544113625,3.828641396489095,3.5607299508615533,0.0,3.373345470766848e-06,1.6094379124341003,0.6662602526691844,1.6094379124341003,1.3252724717716065
