S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.465908118654584,2.999826586366925,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,3.258096538021482,2.5343843620444226,4.770684624465665,4.506338197135906,4.9918892512752,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.1941560144409574,0.4960677056471013
4.465908118654584,1.5987110360091248,3.332204510175204,3.52685369785722,1.0986122886681098,1.212585422647047,0.0,0.7618051690798814,0.0,0.0,3.258096538021482,3.6204254850462396,4.770684624465665,4.142858704786873,4.992374334961647,4.974777824282707,0.0,0.0,2.302585092994046,2.1542751428715263,0.25131442828090605,0.0
4.465908118654584,3.736787151890627,3.332204510175204,3.435073572231419,1.0986122886681098,1.065686012644205,0.0,0.37886542509956733,0.0,0.0,3.258096538021482,2.281311399546169,4.770684624465665,4.053669632964691,4.992859183455994,3.44772217298597,0.0,0.25830047065428086,2.302585092994046,1.8316800331844432,0.3053816495511818,0.7458152543653082
4.465908118654584,2.468212037737324,3.332204510175204,3.0675266284277924,1.0986122886681098,1.713176566675524,0.0,0.0,0.0,0.21148419130220059,3.258096538021482,1.8463724398232415,4.770684624465665,4.0956943155517465,4.993343796986195,4.266658099207997,0.0,0.0,2.302585092994046,1.6672952026570362,0.35667494393873234,0.38228275172943105
4.465908118654584,1.4829122503224803,3.332204510175204,3.0314309371574133,1.0986122886681098,0.10420409148897813,0.0,0.9501681487885134,0.0,0.0,3.258096538021482,1.8521468506750547,4.770684624465665,4.605437728456805,4.993828175779875,3.698984769870558,0.0,0.12813109201867207,2.302585092994046,2.5924372155048068,0.4054651081081644,1.0311470936251186
4.465908118654584,1.632349608606403,3.332204510175204,4.077064282465071,1.0986122886681098,0.4048336732141673,0.0,0.7127882304126518,0.0,0.056197104598867044,3.258096538021482,2.449109368322996,4.770684624465665,4.091752815352907,4.994312320064325,4.240588979538284,0.0,0.0882737909722929,2.302585092994046,1.6569129345934817,0.4519851237430572,0.6422320516316131
4.465908118654584,2.9297092628068064,3.332204510175204,3.9295969580358805,1.0986122886681098,0.46781743276461596,0.0,0.840206836718526,0.0,0.0,3.258096538021482,2.3386771374475575,4.770684624465665,3.7668366014193895,4.99479623006651,4.298149008133454,0.0,0.4566210913556176,2.302585092994046,1.3987722284101212,0.49643688631389105,0.0
4.465908118654584,3.59544061812048,3.332204510175204,3.7877586163697545,1.0986122886681098,0.4285994228540883,0.0,0.7842115798995914,0.0,0.0,3.258096538021482,3.4484000639816372,4.770684624465665,3.876778574094901,4.995279906013061,3.448174614904315,0.0,0.16283824014787723,2.302585092994046,2.3702917964688637,0.5389965007326869,0.8099778805302118
4.465908118654584,3.4725372232298657,3.332204510175204,3.151621244917339,1.0986122886681098,0.04161409547323247,0.0,0.11389984903758535,0.0,0.0293409770039386,3.258096538021482,2.8919282608327808,4.770684624465665,4.268024863586476,4.995763348130285,4.572317882699975,0.0,0.5362361425498997,2.302585092994046,2.2173734090291566,0.5798184952529422,0.0
4.465908118654584,4.850334786397901,3.332204510175204,2.5075374842544185,1.0986122886681098,1.0964328379333574,0.0,0.4938102435599333,0.0,0.037216454161080825,3.258096538021482,3.095753004881529,4.770684624465665,4.26544287470381,4.996246556644156,4.461414383692419,0.0,0.0,2.302585092994046,0.5560231033654282,0.6190392084062234,0.44006849037298507
4.465908118654584,4.185579451940585,3.332204510175204,2.710917046974356,1.0986122886681098,0.46567444817040504,0.0,0.17976690196898404,0.0,0.10865026788738649,3.258096538021482,2.7701962856751376,4.770684624465665,4.820458723378805,4.996729531780326,4.610336001643246,0.0,0.22375937398679402,2.302585092994046,0.8003856452436936,0.6567795363890704,0.0
4.465908118654584,3.194761755698809,3.332204510175204,2.802547842013968,1.0986122886681098,0.48031641462003694,0.0,0.0,0.0,0.0,3.258096538021482,2.6900848796779244,4.770684624465665,5.023036583295953,4.997212273764115,4.219018407682349,0.0,0.36298988624391004,2.302585092994046,2.2470305285218046,0.6931471805599453,0.2802168907600051
