S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.8654164806904682,0.0,0.19170098661429782,0.0,0.46172097945521134,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.17135825199668528,0.7598027535904228,0.0,0.31574347729829755,0.0,0.47504863901786737,0.0,0.3425677772461665,0.08934510033585,0.8926295667448247,0.0,0.2818470924645326,0.0,0.5623109719030173,0.08934510033585,0.3384445670702252,0.0,0.7544548181241136
0.15548490284039515,0.5345111735481157,0.0,0.1792582690946924,0.0,0.0,0.0,0.0,0.08076135664445859,1.5043298034197408,0.0,0.5594893078700877,0.0,0.0,0.08076135664445859,1.138910219667389,0.0,0.3767432410476393
0.13935552091051145,1.2840289634754294,0.0,0.0,0.0,0.8866533072245402,0.0,0.3239761198370053,0.07210329390134397,0.0,0.0,0.032546813033855364,0.0,0.17710243917877355,0.07210329390134397,0.613595093223088,0.0,1.3011358897749483
0.1229617111348351,0.055673611688178526,0.0,0.492378520381736,0.0,0.0,0.0,0.0,0.06336961393258933,1.1716171092074656,0.0,0.0921830819862384,0.0,0.41186905733907664,0.06336961393258933,0.9366308766569773,0.0,0.0
0.10629465864962341,0.6625120327924412,0.0,0.0,0.0,0.0,0.0,0.6223808632350534,0.0545589842504345,0.8527933555121492,0.0,0.0,0.0,0.0,0.0545589842504345,0.0,0.0,0.08334208439571078
0.08934510033585008,0.7887082263405363,0.0,0.4298673193703406,0.0,0.6243798504829605,0.0,0.0,0.04567003683318844,0.004518773828043943,0.0,0.17503127000415925,0.0,0.0,0.04567003683318844,0.0,0.0,1.0899113108388894
0.07210329390134407,1.2230678639479562,0.0,0.6189523651315259,0.0,0.8993276659358926,0.0,0.18003727382367238,0.036701366850428,0.31233572787469205,0.0,0.0,0.0,0.0,0.036701366850428,0.7362795673444056,0.0,1.9221098231988751
0.0545589842504346,0.5259598066730029,0.0,0.5292229254574365,0.0,0.02677845784535532,0.0,0.0,0.027651531330510157,1.4274127453277354,0.0,0.09860609806511417,0.0,0.0,0.027651531330510157,0.039683695165683264,0.0,1.5247058081064098
0.0367013668504281,0.6063035767842324,0.0,0.4584016235618176,0.0,0.19615043293974538,0.0,0.0,0.018519047767237597,1.032525134074996,0.0,0.0,0.0,0.0,0.018519047767237597,0.7265885006379309,0.0,0.5901018497351704
0.018519047767237697,1.2693418795908173,0.0,0.5913670132832021,0.0,0.6413474042498826,0.0,0.0,0.009302392662313554,0.0,0.0,0.17142781074493071,0.0,0.5532477898381033,0.009302392662313554,0.9815592421138276,0.0,0.7280059358161928
0.0,0.6359490043133336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8362280796728456,0.0,0.2865536125443427,0.0,0.0,0.0,0.6195068157441377,0.0,0.0
