,Actual_last_5_vals,Mean_Simulation,Simulated_34,Simulated_4,Simulated_0,Simulated_26,Simulated_24,Simulated_9,Simulated_37,Simulated_25,Simulated_7,Simulated_38,Simulated_3,Simulated_5,Simulated_43,Simulated_13,Simulated_15,Simulated_22,Simulated_23,Simulated_1,Simulated_14,Simulated_21,Simulated_40,Simulated_36,Simulated_31,Simulated_39,Simulated_11,Simulated_27,Simulated_18,Simulated_32,Simulated_6,Simulated_12,Simulated_16,Simulated_41,Simulated_28,Simulated_8,Simulated_20,Simulated_29,Simulated_19,Simulated_42,Simulated_47,Simulated_2,Simulated_35,Simulated_45,Simulated_10,Simulated_30,Simulated_49,Simulated_33,Simulated_48,Simulated_44,Simulated_46,Simulated_17
0,8071.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14
6,,5599.29,10052.6,10816.58,12665.75,12669.74,-433.79,19152.72,-9546.51,-1230.49,22024.15,11979.23,-9536.75,32448.29,21959.89,16969.88,18081.19,27208.39,5789.4,1556.42,17951.13,23018.14,-8588.05,23460.29,-10835.87,25808.67,29062.66,22656.08,-23455.18,-6567.99,-22433.81,19887.52,15573.35,6996.34,-1330.98,42716.81,-9329.92,-11026.73,11121.17,-20737.41,-34638.91,-51435.65,-20181.86,50454.63,-41057.41,-8410.92,58093.17,-14422.11,-37279.03,42326.5,-18808.16,28751.16
7,,10594.14,8355.13,10428.83,7148.28,4013.39,19340.47,21255.72,1983.72,-9426.57,36462.47,-21504.21,12264.58,23256.56,43207.72,-413.87,-7212.54,-2383.87,65164.64,-19229.75,14849.75,22913.19,-11471.27,22655.26,25872.91,-3631.1,-3599.13,-3182.39,-10909.99,-18289.01,382.59,-13637.23,-11044.74,-20019.05,-3674.07,26992.91,42306.77,-1578.07,38628.05,27695.95,5533.94,30867.13,41547.36,20649.39,-16.7,30175.73,-13446.11,-32640.6,-13803.29,32540.39,60484.72,53843.06
8,,4972.08,-14843.03,-17338.15,-3458.26,13486.26,-13522.69,20792.83,-289.03,22228.05,-2523.59,17726.58,25867.1,-6463.56,68.69,-18355.18,19592.72,-2269.52,-15538.22,-6730.5,46675.95,-10197.85,1100.87,34697.9,52046.85,17429.91,20992.14,-34640.45,-1991.45,20504.86,11319.82,15366.27,-17384.68,26039.59,50420.12,12595.91,-39469.93,-26309.69,-43932.45,31527.77,-55375.05,2506.31,20989.53,35299.82,-4914.84,-28924.08,7032.24,26182.39,18363.26,37996.62,15975.62,-11749.62
9,,5804.42,-5561.4,-9328.49,30858.9,8149.52,10873.75,2664.0,-5936.78,4350.98,16965.71,12146.35,746.56,-11812.16,4924.41,13170.23,26977.74,15249.73,5862.7,-6978.39,-2505.63,16134.1,48378.16,16879.67,9310.65,-32601.67,-29377.89,-10176.49,3281.78,42351.54,-47569.45,-21948.88,-27933.34,28038.93,-21354.43,-40140.17,22023.03,-22779.9,-2328.13,20508.58,1042.14,12574.5,18480.43,-9580.53,35999.16,-28052.76,8627.28,51490.19,23570.96,33447.89,35791.99,45316.09
10,,5650.85,11352.67,9349.87,9642.67,30524.69,-6133.86,-3950.79,-9354.59,-6070.33,4410.78,-387.17,28905.18,2966.76,-11377.29,30305.14,19720.61,-28538.74,-4942.18,-23763.11,-16831.91,-29790.83,13663.38,26181.29,15002.91,13143.02,837.59,-4064.12,-33562.62,-1157.49,7974.39,32573.84,-11263.97,-26402.1,23667.37,10499.57,11802.38,-19736.38,-18584.14,36685.99,12162.8,37656.01,-30049.87,-17190.99,36465.69,35214.11,-46245.63,-11152.16,54568.14,37912.8,43410.38,46492.67
11,MAE,,7262.51,7754.13,7998.16,8230.72,8354.7,8796.3,9294.0,9546.85,10365.04,10602.12,11002.28,11874.62,11964.29,12954.33,13358.72,14243.94,14320.37,14627.69,14850.69,15113.2,15118.37,15208.94,15274.5,15465.12,15612.04,16023.62,16543.04,16656.44,16714.97,17265.01,17437.05,17894.2,18636.98,18655.57,18909.0,19008.59,19137.98,19288.92,19486.63,19758.16,20188.09,20577.52,21360.67,21818.07,22218.94,24492.54,24558.46,25267.24,25508.11,27246.0
