UselessImportCheck_Actual,UselessImportCheck_Simulated
0.6931471805599453,0.9419256201061317
0.6931471805599453,0.9264456669174992
0.6931471805599453,0.9882941219169494
0.6931471805599453,0.6595504500557585
0.6931471805599453,0.5172816594612415
0.6931471805599453,1.0806046009615433
0.6931471805599453,1.1588595559542434
0.6931471805599453,0.5810374793146051
0.6931471805599453,0.7592727893491732
0.6931471805599453,0.9060593803510844
0.6931471805599453,0.7553014648746722
0.6931471805599453,1.2729011220294713
0.6931471805599453,0.3753919343486386
0.6931471805599453,1.498549311807039
0.6931471805599453,1.1167132481101707
0.6931471805599453,0.9950937062789538
0.6931471805599453,0.654823569377017
0.6931471805599453,0.7521062437910322
0.6931471805599453,1.2039802852537522
0.6931471805599453,0.6532287627438573
0.6931471805599453,1.191753562527794
0.6931471805599453,0.4323917015166897
0.6931471805599453,0.8168257251763313
0.0,1.6343285493913189
