,Actual_last_5_vals,Mean_Simulation,Simulated_12,Simulated_6,Simulated_20,Simulated_22,Simulated_11,Simulated_14,Simulated_4,Simulated_10,Simulated_19,Simulated_2,Simulated_27,Simulated_25,Simulated_21,Simulated_26,Simulated_1,Simulated_24,Simulated_23,Simulated_8,Simulated_3,Simulated_16,Simulated_17,Simulated_18,Simulated_7,Simulated_0,Simulated_9,Simulated_15,Simulated_28,Simulated_29,Simulated_13,Simulated_5
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71,46955.71
6,,48187.93,48300.83,49103.16,45156.06,49220.92,48402.4,47588.14,48171.95,48025.9,47600.1,45750.13,46512.17,50691.33,45731.33,50828.89,46100.31,47018.33,45517.52,44533.0,49593.03,49937.87,49926.44,43207.67,50092.12,39107.73,51082.95,48655.18,52290.41,50823.66,49703.88,56964.35
7,,47054.22,47625.46,43460.08,47171.19,45284.27,46707.36,46529.16,44451.81,45452.88,42071.73,46166.25,45938.94,48730.01,51074.54,47017.1,50504.5,44993.98,49402.63,49416.11,48190.1,43654.61,44722.31,50044.66,49502.69,50502.69,42704.04,41952.28,48068.78,45889.68,49333.75,55063.09
8,,46592.25,45670.74,46568.65,47464.77,46031.92,42058.81,52695.54,47980.43,43274.2,44137.72,52691.77,43839.37,47630.84,44884.02,46024.54,45479.89,39548.12,45512.7,49026.68,54313.17,52285.81,42963.99,48110.35,46722.04,48253.26,48316.01,36791.67,52071.56,41695.86,48658.55,47064.37
9,,46486.23,47578.69,47157.98,47679.28,46885.98,46421.34,46326.9,43271.26,45147.19,46018.18,46981.33,42422.7,51668.8,48153.98,44484.76,49265.51,46651.25,54041.38,41824.14,50546.74,43439.8,38907.17,43918.48,53017.7,43044.95,53290.19,43065.77,50711.62,37180.45,51405.07,44078.31
10,,46294.56,44699.43,45395.32,47435.23,49019.14,48821.78,47137.92,44788.01,48632.55,47128.58,46354.42,47246.3,46540.81,45226.12,53522.67,42949.09,43924.61,46092.21,44455.52,45554.59,44937.66,46554.84,42569.19,41384.36,46232.17,43054.06,45928.2,51007.8,44138.11,55943.81,42162.18
11,MAE,,715.54,1017.33,1059.18,1081.27,1281.15,1371.81,1454.68,1459.74,1554.49,1663.38,1759.87,1774.43,1820.22,2079.23,2129.17,2134.82,2309.31,2492.06,2510.4,2541.07,2589.67,2630.32,2654.02,2948.89,3168.9,3192.77,3255.83,3359.82,3404.98,3966.28
