S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
4.406719247264253,3.9736462603351703,1.0986122886681098,0.7506859406485378,1.791759469228055,1.3000568012839122,2.5649493574615367,2.9404301144203595,3.295836866004329,2.3621206429605626,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738,1.3862943611198906,1.0863350080236112
4.406719247264253,4.290067091784186,1.0986122886681098,0.6550761939545613,1.791759469228055,0.4792555830513934,2.5649493574615367,0.0,3.295836866004329,2.726595924863277,3.6888794541139363,2.607846455244869,3.6635616461296463,3.6841224517009556,0.0,0.0,1.6094379124341003,1.3018264257134584,1.3862943611198906,0.4005620162198653
4.406719247264253,3.4675333123737726,1.0986122886681098,1.1544283243247748,1.791759469228055,0.0,2.5649493574615367,9.684301724069847,3.295836866004329,1.5786776988270514,3.6888794541139363,2.8277719878481875,3.6635616461296463,4.140127246779678,0.0,0.034429295672074645,1.6094379124341003,0.3752632281276248,1.3862943611198906,0.0
4.406719247264253,3.2901775153728825,1.0986122886681098,0.0,1.791759469228055,0.6341714746310797,2.5649493574615367,5.200556135685618,3.295836866004329,3.1643420377560765,3.6888794541139363,1.3625716253198181,3.6635616461296463,4.871795987232204,0.0,0.012701063521174706,1.6094379124341003,0.7479713152413081,1.3862943611198906,0.8289367173279466
4.406719247264253,4.032287580385903,1.0986122886681098,0.0,1.791759469228055,1.3634074711406927,2.5649493574615367,8.603939407799324,3.295836866004329,2.5875104154522726,3.6888794541139363,5.029206624173019,3.6635616461296463,3.572746420887155,0.0,0.0,1.6094379124341003,0.24732159456751135,1.3862943611198906,1.5513581243515104
4.406719247264253,3.9113527793756755,1.0986122886681098,1.719871486167798,1.791759469228055,0.21696645588556351,2.5649493574615367,4.958702636030683,3.295836866004329,1.987170816461043,3.6888794541139363,3.087894811049465,3.6635616461296463,3.8775719865408993,0.0,0.0,1.6094379124341003,1.49884573767438,1.3862943611198906,0.37942079855388655
4.406719247264253,3.360985678928551,1.0986122886681098,0.0477149317616008,1.791759469228055,2.5252798392405222,2.5649493574615367,3.7076338007761667,3.295836866004329,2.975408511882866,3.6888794541139363,3.128055518937478,3.6635616461296463,3.5343726742389316,0.0,0.0,1.6094379124341003,0.3525750409185526,1.6094379124341003,0.5171640024083382
4.406719247264253,2.8709711817603503,1.0986122886681098,1.6919552400387778,1.791759469228055,0.8944004700413026,2.5649493574615367,5.290567536043193,3.295836866004329,2.5716139992794895,3.6888794541139363,2.0141353410711753,3.6635616461296463,3.753434215335596,0.0,0.0,1.6094379124341003,1.8629507529828282,1.6094379124341003,0.07100982716013982
4.406719247264253,3.867124312352677,1.0986122886681098,1.2584304934322381,1.791759469228055,1.0401966126453548,2.5649493574615367,3.485203651696011,3.295836866004329,2.174689040334114,3.6888794541139363,3.205820858494652,3.6635616461296463,3.1682693346662654,0.0,0.0,1.6094379124341003,0.9984016152856899,1.6094379124341003,0.7259239055965334
4.406719247264253,4.458535411028852,1.0986122886681098,0.6230808002066045,1.791759469228055,2.0105422563066506,2.5649493574615367,3.005658855690733,3.295836866004329,3.0096421155623054,3.6888794541139363,2.4971093493109207,3.6635616461296463,3.7708935614908294,0.0,0.03589947205639395,1.6094379124341003,0.0,1.6094379124341003,0.6874052442027162
4.406719247264253,3.393358813510821,1.0986122886681098,1.18356657092814,1.791759469228055,1.7749452086021837,2.5649493574615367,0.0,3.295836866004329,1.488485300817922,3.6888794541139363,2.9599897534866906,3.6635616461296463,2.4262941630014887,0.0,0.11254478629794482,1.6094379124341003,0.7538473783131044,1.6094379124341003,1.6252684346783925
4.406719247264253,3.1438917781439364,1.0986122886681098,0.8518248244583632,1.791759469228055,1.3850001826790785,2.5649493574615367,2.191638728819636,3.295836866004329,1.5993079873418612,3.6888794541139363,3.5687539007270637,3.6635616461296463,2.7505612020903434,0.0,0.0,1.6094379124341003,1.3956180378451406,1.6094379124341003,2.025442996445486
4.406719247264253,3.9319157291770575,1.0986122886681098,2.064843515301867,1.791759469228055,1.5264870323605442,2.5649493574615367,1.7959227047424924,3.295836866004329,2.6775011185541473,3.6888794541139363,2.6041626125666966,3.6635616461296463,2.9417274041246424,0.0,0.0,1.6094379124341003,2.125355696575694,1.6094379124341003,0.9366002575194687
4.418840607796598,2.521540009775919,1.0986122886681098,0.91554850834521,1.791759469228055,1.6769484848192144,2.5649493574615367,0.0,3.295836866004329,2.4326730268623553,3.6888794541139363,3.5007159628518956,3.6635616461296463,3.9418870815239133,0.0,0.023105569824145102,1.6094379124341003,1.0085125799051273,1.6094379124341003,1.6258817555101124
4.418840607796598,3.2134920271814504,1.0986122886681098,0.0,1.791759469228055,0.17594504510102404,2.5649493574615367,3.16411504239821,3.295836866004329,1.1958782002955057,3.6971782569286313,2.929596963135215,3.6635616461296463,2.7185529033981677,0.0,0.0,1.6094379124341003,1.8284955173050867,1.6094379124341003,1.4771096110978352
4.418840607796598,4.0839062294821975,1.0986122886681098,0.8022941910054816,1.791759469228055,2.5506724958205442,2.5649493574615367,2.735026651554928,3.295836866004329,3.349423715317997,3.7054087560651467,3.0263877204634477,3.6635616461296463,3.9337385009821686,0.0,0.04918989338851331,1.6094379124341003,1.0731897892810032,1.6094379124341003,1.794807742718128
4.418840607796598,4.116980965175948,1.0986122886681098,0.17676416079118362,1.791759469228055,1.4517233067810609,2.5649493574615367,1.9549268597506368,3.295836866004329,2.656235037377206,3.713572066704308,3.6451750396764107,3.6635616461296463,3.0822103583447062,0.0,0.0,1.6094379124341003,0.5204583442491652,1.6094379124341003,1.9388002914848421
4.430816798843313,6.167349507386301,1.0986122886681098,0.3665772529346783,1.791759469228055,1.5342017066553975,2.5649493574615367,3.6481516787406307,3.295836866004329,2.138609312909491,3.7376696182833684,2.7684047929768703,3.6635616461296463,5.1163402222763885,0.0,0.1312389823349889,1.6094379124341003,1.1092753791281238,1.6094379124341003,1.6145778068323313
4.442651256490317,3.252568466515853,1.0986122886681098,0.7865434322165106,1.791759469228055,0.12410044365153627,2.5649493574615367,3.9737162849002186,3.295836866004329,3.2069594438449633,3.7612001156935624,3.145973785483406,3.6635616461296463,1.948755408454044,0.0,0.02112779204506912,1.6094379124341003,1.3285067147295133,1.6094379124341003,1.586729490537866
4.454347296253507,3.7939067297510354,1.0986122886681098,0.0,1.791759469228055,1.5467643289844768,2.5649493574615367,5.360447344907701,3.295836866004329,2.1902685170622385,3.7612001156935624,1.4631025351524716,3.7612001156935624,2.099678414942539,0.0,0.11232333585801568,1.6094379124341003,0.6002167479182787,1.6094379124341003,1.540618369416527
4.465908118654584,4.096435887691752,1.0986122886681098,1.6364565943176186,1.791759469228055,1.0339322183172008,2.5649493574615367,1.6623212690423754,3.295836866004329,3.9531491829259653,3.7612001156935624,3.994289795815644,3.7612001156935624,4.359535384049802,0.0,0.008827466171306943,1.6094379124341003,1.4339855943401454,1.6094379124341003,0.6213628738476169
4.473541743509655,2.4856721865414797,1.0986122886681098,0.7648889403293506,1.8458266904983307,0.23482097744884256,2.5649493574615367,3.603082051087658,3.295836866004329,3.492643334676064,3.7689221617874726,3.719790522755722,3.784189633918261,3.815353266938571,0.0,0.0,1.6094379124341003,1.0046790085980204,1.6094379124341003,1.9374886911871236
4.481117537318112,2.1396226650043992,1.0986122886681098,0.39577550429229164,1.8971199848858813,1.1299018540533377,2.5649493574615367,2.0554467597515784,3.295836866004329,2.0885164648945302,3.7765850345330416,1.4906811178049788,3.8066624897703196,3.8429219026261654,0.0,0.03672146373091707,1.6094379124341003,0.35035860621868875,1.6094379124341003,0.2264402338454362
4.48863636973214,3.1177046377819595,1.0986122886681098,1.200452330273286,1.9459101490553132,1.757280427825799,2.5649493574615367,0.7412029306071992,3.295836866004329,3.583375086405839,3.784189633918261,3.999794464329897,3.828641396489095,3.3536432011645805,0.0,0.0,1.6094379124341003,0.5187965700993618,1.6094379124341003,0.9520959280934344
