,Actual_last_5_vals,Mean_Simulation,Simulated_25,Simulated_12,Simulated_22,Simulated_7,Simulated_23,Simulated_41,Simulated_3,Simulated_39,Simulated_33,Simulated_35,Simulated_34,Simulated_44,Simulated_38,Simulated_43,Simulated_17,Simulated_11,Simulated_20,Simulated_28,Simulated_24,Simulated_21,Simulated_0,Simulated_14,Simulated_9,Simulated_40,Simulated_42,Simulated_29,Simulated_6,Simulated_19,Simulated_30,Simulated_36,Simulated_48,Simulated_47,Simulated_18,Simulated_15,Simulated_13,Simulated_10,Simulated_45,Simulated_27,Simulated_8,Simulated_1,Simulated_32,Simulated_26,Simulated_46,Simulated_2,Simulated_16,Simulated_4,Simulated_5,Simulated_31,Simulated_49,Simulated_37
0,8071.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13
6,,6634.39,11968.61,4994.84,-4122.99,2481.65,12785.82,-10852.65,-20507.58,32412.25,-6623.46,-7177.56,-24592.63,18483.18,60708.02,11928.74,-9825.71,-19259.41,23063.19,-2056.7,-5744.67,-9706.68,44736.8,11169.18,-33571.89,36404.82,24442.74,-34410.75,30049.58,19928.59,-5605.9,1800.12,18705.64,-3710.92,4553.02,389.79,14330.58,6193.51,5347.58,35952.81,5216.37,-264.32,32753.01,28855.93,44590.25,-64221.08,-14938.54,27489.65,-19666.5,-12680.6,27329.37,42194.24
7,,7285.54,5893.29,16212.66,14502.34,5456.59,11973.31,-1638.71,6905.51,-9823.46,29096.23,-22403.81,-1353.07,20588.41,1305.99,9750.43,14872.17,32834.53,3661.33,38205.34,-519.96,5762.28,2325.46,11025.67,-1234.93,-13330.54,-10621.62,26629.55,-4361.74,-4204.18,-9274.17,14677.91,33479.44,4523.9,23260.08,-14821.51,22252.12,-12001.19,-35475.62,-20241.66,31742.74,39893.96,41781.34,-14614.54,13642.3,9477.41,35400.23,-39215.63,-23669.12,59694.82,30933.04,-14677.7
8,,6124.48,14061.02,-4123.26,-7148.85,19929.3,-8507.92,-5389.79,38135.17,-2189.56,2999.83,16476.5,10883.71,-20728.47,12583.97,50674.5,13677.14,-1657.01,-10771.07,30805.62,8214.87,10588.93,-14159.68,-7001.31,26100.75,-9248.04,8712.88,-8626.86,35952.35,54445.09,-27072.25,-1097.21,-17153.68,-26439.38,52099.46,5011.88,-29792.77,-1229.27,21852.16,-5561.79,41482.65,14579.92,19714.27,-8281.26,-26902.04,-23844.2,10775.1,20070.68,-4049.29,24103.0,31694.12,-18425.98
9,,3989.86,14333.31,-2587.83,7175.94,-13682.43,29386.11,9120.52,-102.59,-12591.3,38919.9,17933.9,9259.31,19803.62,1230.51,-37520.99,19943.47,-14885.44,17606.53,-6001.89,-15100.61,-33351.3,18546.1,9199.86,-14991.83,-10421.31,-28593.62,-22186.29,56159.89,-14824.78,1862.2,21326.45,-13839.95,51103.88,21705.25,-18110.66,-1794.43,13266.27,29507.3,-254.44,18154.93,22927.37,31637.77,12727.58,26610.51,37352.53,-56999.29,2275.82,-35573.58,-26964.09,8444.37,12350.55
10,,1707.53,5202.27,10220.95,11451.1,-15907.91,36042.16,-5889.41,15134.12,9690.98,12070.25,10823.73,17399.91,-7751.34,-30437.95,8277.76,-8306.73,8744.89,38073.68,2163.84,2080.76,11718.35,-8036.51,-30589.29,6798.63,-1482.97,-5632.86,-11903.54,183.34,22065.55,-2112.35,-28068.11,26134.14,12862.05,-12346.93,-25931.99,27743.29,-19367.12,-23281.15,11574.8,-451.56,-25123.63,4762.4,6030.84,-3690.57,15016.95,4359.45,-5523.68,-9677.4,-11014.85,62330.71,-21052.53
11,,5607.32,4021.07,12985.98,33464.83,-13718.6,4714.86,-14692.05,22596.13,-33968.64,-1786.98,27646.35,-23985.61,10303.36,-3870.21,12885.55,20641.08,-7958.92,16162.97,39819.88,16247.37,29258.07,24050.16,47431.34,-17678.16,-12783.91,16689.79,14011.83,29361.78,-18278.34,-16370.76,-39885.68,22128.46,-9922.29,-32268.76,-38286.74,17466.54,-7724.54,-26396.42,3597.83,-5440.7,43422.78,-25231.7,43765.88,-78722.73,34492.99,25413.49,13709.46,55467.42,14849.72,20795.26,31935.49
12,,7156.83,10634.22,-32365.03,41812.96,33486.53,20608.56,24068.76,-10294.05,2442.63,26818.96,-31740.66,13085.13,-28795.34,-19535.66,34414.37,16439.0,-2881.73,15982.59,-15163.97,10029.66,-7795.04,39373.97,-12959.74,7845.98,-16598.72,23687.55,1144.68,12474.94,17628.08,41859.55,-3080.49,50121.29,10149.55,33652.23,15575.65,24125.6,30387.4,23361.87,-55303.37,37756.54,-9788.36,-24247.95,-18606.0,9393.49,8179.11,-13656.56,-16859.05,18424.42,38728.19,-12721.53,-3458.91
13,,5683.92,17700.42,-2924.36,-8209.03,-6951.71,-12915.86,38158.64,1987.17,26592.94,10023.47,13276.79,10331.95,15446.26,-13393.2,7211.04,10147.49,-17662.92,-29409.34,5360.64,-9093.96,-2988.66,2189.13,3087.31,7102.23,20671.82,-25245.68,6391.75,7987.21,-7965.79,25264.7,45493.92,3318.77,34747.73,-4629.29,26088.15,21089.79,16617.71,3994.19,46397.69,-51582.47,8578.34,18244.53,25685.17,22510.9,927.0,16060.26,-30095.6,-12739.15,13.05,-38420.37,39725.3
14,,6200.71,26572.54,28031.7,4083.47,28166.4,-2782.47,26590.23,-17485.46,-3691.65,-9945.98,6384.89,-12333.17,28788.34,9525.27,3761.1,-2047.47,-6006.81,12059.05,23199.48,-29729.21,11720.09,5593.46,-26223.34,42770.25,-4934.21,2941.79,-13581.05,-26729.0,34005.78,1667.79,-5759.43,11879.53,-25997.41,-12235.17,19679.59,-38593.7,47458.14,-1837.12,16047.22,8891.44,36440.2,13359.96,4547.02,18397.8,31419.77,-36290.55,35334.95,31608.34,-34873.39,8678.76,41507.58
15,,-1501.37,19369.48,-18269.42,7249.74,-433.73,-7001.43,-6508.9,-1688.63,5952.52,14803.43,-9511.89,16711.0,-5386.9,1290.62,23329.95,19157.88,3903.16,-22140.03,-14619.75,-41538.09,21594.24,9551.34,-16208.58,-23715.53,-57.89,-14271.24,-16980.53,2136.71,1633.47,-21709.37,14653.76,17472.89,13668.64,-14275.35,-39834.56,-13415.03,25390.75,31676.38,15656.75,35623.23,7072.6,-31972.0,-39250.11,-7627.69,-19274.81,5111.31,14114.97,28120.65,-29895.86,35690.88,-50417.45
16,,4869.36,13846.66,-1158.81,260.69,13457.07,18952.3,2864.91,15780.56,2860.97,18421.17,-3592.57,25040.73,16282.65,8356.93,2062.2,-46426.57,-12577.44,3531.83,-2840.85,-21854.39,-22902.72,25079.72,10276.7,2247.85,35668.33,-26343.07,-14593.12,1272.1,6312.18,-20819.48,-464.93,13844.14,2677.3,7345.43,7317.42,23145.86,41847.85,-8269.47,3085.52,5297.27,-21875.36,3972.51,28613.64,-8304.73,-9985.69,30179.77,53760.35,2847.69,18094.93,-13643.41,14515.14
